 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4
23,cpt1m012-fa06-20190903-0087-e91.fits,23,0,58730.30702,2458730.307017,2458730.313105,1.571898,69.973,10.123472,13,25,38,0.232803,0.361665,1.060193,0.2817,0.000498,0.00074,0.001878,0.000634,467.189254,488.64882,564.671524,444.362904,1494929.733,1318.831591,1997.314546,2017.044198,1997.814546,2079.455802,23.549582,-29.416864,348024.149,530.929158,678.717368,512.767413,5090.241699,655.500161,226.768025,2188,7.922617,9.951835,8.823844,11.079826,273.212241,0.949272,2700.244062,2435.837036,2700.744062,1660.662964,23.55537,-29.370797,397060.7833,705.611144,562.71898,6474.77832,747.860194,226.29536,7.045165,9.702881,8.268771,11.136991,278.288231,0.908899,1883.348106,2759.032322,1883.848106,1337.467678,23.548581,-29.336659,769303.7941,893.029801,861.453664,11408.75781,1448.97635,228.541426,7.560126,9.886894,8.958702,10.815085,285.470533,0.95291,3051.890253,1536.814523,3052.390253,2559.685477,23.55836,-29.467724,328565.1552,666.27881,493.134631,5354.960938,618.849332,225.975286,7.117004,9.704323,7.963656,11.444991,89.151675,0.879097
24,cpt1m012-fa06-20190903-0088-e91.fits,24,0,58730.30814,2458730.308137,2458730.314225,1.560971,69.973,10.35259,13,25,38,0.232492,0.361755,1.060593,0.281466,0.000498,0.00074,0.001878,0.000634,466.75335,488.674565,564.663133,444.265149,1491495.458,1315.787644,1997.361385,2017.119367,1997.861385,2079.380633,23.549582,-29.416869,346760.832,530.929158,677.015863,512.190114,4801.818359,653.120716,224.036705,2196,8.21178,10.195772,9.054599,11.336945,276.234248,0.948733,2700.299092,2435.915313,2700.799092,1660.584687,23.555371,-29.370798,396220.7675,704.067663,562.759503,5975.411133,746.278032,222.761293,7.519426,9.879884,8.441469,11.318298,280.41972,0.906917,1883.402399,2759.100192,1883.902399,1337.399808,23.548581,-29.336663,767676.8286,891.074703,861.517925,10458.55664,1445.911976,225.453025,7.949333,10.077485,9.136554,11.018416,288.007057,0.947619,3051.910144,1536.998435,3052.410144,2559.501565,23.55836,-29.467717,327597.8623,664.508633,492.992635,5171.895996,617.027445,223.220281,7.60635,9.841382,8.093029,11.589735,271.094208,0.881191
25,cpt1m012-fa06-20190903-0089-e91.fits,25,0,58730.30926,2458730.309255,2458730.315343,1.550239,69.974,10.272914,13,25,38,0.232922,0.361302,1.05705,0.283242,0.000496,0.000738,0.001865,0.000633,469.605847,489.899059,566.649994,447.427576,1495213.575,1314.811325,1997.433968,2017.127458,1997.933968,2079.372542,23.549582,-29.416877,348268.3722,530.929158,675.432973,515.622402,4992.298828,655.960153,218.928363,2176,8.213025,9.934174,8.823003,11.045344,274.773474,0.949804,2700.343023,2435.957054,2700.843023,1660.542946,23.555371,-29.370799,396843.1743,703.670879,563.961343,6213.228516,747.450329,218.99448,7.497678,9.629431,8.194733,11.064129,279.164883,0.905695,1883.415673,2759.160469,1883.915673,1337.339531,23.548581,-29.336665,768340.8461,890.409658,862.907134,11282.83984,1447.162647,220.74561,7.714492,9.877169,8.962825,10.791513,287.144476,0.950634,3051.904315,1537.00747,3052.404315,2559.49253,23.55836,-29.467721,330029.5548,663.887605,497.116608,5438.313477,621.607515,217.369217,7.313871,9.714825,7.980689,11.448962,270.013732,0.880295
26,cpt1m012-fa06-20190903-0090-e91.fits,26,0,58730.31038,2458730.310375,2458730.316463,1.539704,69.973,10.291389,13,25,38,0.232598,0.361463,1.057602,0.282885,0.000495,0.000735,0.001861,0.000631,469.891249,491.60904,568.166933,448.499684,1497627.983,1313.423096,1997.515724,2017.07664,1998.015724,2079.42336,23.549581,-29.416873,348345.1913,530.929158,675.457224,515.717619,4888.490234,656.104841,217.953176,2229,8.354415,10.020888,8.894991,11.146785,274.441167,0.949554,2700.522226,2435.875976,2701.022226,1660.624024,23.555371,-29.3708,397613.9387,702.288273,566.169127,6226.990723,748.902057,216.084405,7.154556,9.802751,8.378038,11.227465,279.253949,0.909886,1883.571494,2759.032166,1884.071494,1337.467834,23.548581,-29.336669,769776.7976,890.284751,864.641112,10918.05957,1449.867247,218.996995,7.844669,9.957272,9.046225,10.868319,286.644906,0.952869,3052.074725,1536.919978,3052.574725,2559.580022,23.55836,-29.467723,330237.2466,662.770301,498.268021,5142.890137,621.998701,215.802005,7.539004,9.813568,8.075018,11.552117,270.523251,0.881945
27,cpt1m012-fa06-20190903-0091-e91.fits,27,0,58730.31149,2458730.311493,2458730.317581,1.529387,69.977,10.39153,13,25,38,0.23291,0.360951,1.065177,0.28041,0.000494,0.000735,0.001876,0.000628,471.184655,491.089841,567.716138,446.646948,1494536.879,1311.022215,1997.566088,2017.075769,1998.066088,2079.424231,23.549582,-29.416867,348092.9394,530.929158,672.702891,517.454205,4785.975098,655.629727,213.08368,2168,8.510418,9.985889,8.878407,11.093371,273.720415,0.95117,2700.530015,2435.843922,2701.030015,1660.656078,23.555371,-29.3708,396380.9782,701.141687,565.336487,6265.570312,746.579787,212.913026,7.343011,9.691619,8.292507,11.090732,279.967581,0.909484,1883.584929,2759.043852,1884.084929,1337.456148,23.548581,-29.336662,770852.1763,889.400979,866.709386,11138.4502,1451.892713,215.137106,7.982582,9.9032,9.00594,10.800461,287.192579,0.952569,3052.130717,1536.891751,3052.630717,2559.608249,23.55836,-29.467722,327303.7245,660.413113,495.604521,5255.22168,616.47344,212.549189,7.43872,9.727427,8.022162,11.432692,270.424128,0.884269
28,cpt1m012-fa06-20190903-0092-e91.fits,28,0,58730.31264,2458730.312639,2458730.318727,1.518952,70.025,10.039107,13,25,38,0.233441,0.360137,1.060752,0.28284,0.000493,0.000731,0.001862,0.000629,473.209271,492.753374,569.698968,449.828408,1497543.945,1309.586248,1997.535182,2016.956987,1998.035182,2079.543013,23.549582,-29.416876,349588.1298,530.929158,672.537889,519.804364,5139.903809,658.445904,209.572331,2177,7.926533,9.831647,8.677376,10.985919,272.827516,0.945829,2700.45374,2435.794176,2700.95374,1660.705824,23.55537,-29.370798,396519.4998,698.901046,567.347126,6646.755371,746.840691,209.491091,7.213694,9.539988,8.054349,11.025626,278.436872,0.899028,1883.572101,2758.910668,1884.072101,1337.589332,23.548581,-29.336671,770846.1952,888.855611,867.234437,11571.14746,1451.881448,211.609981,7.60957,9.76812,8.783709,10.752531,285.277824,0.946313,3052.0637,1536.811283,3052.5637,2559.688717,23.55836,-29.467725,330178.2504,660.673274,499.760265,5470.222168,621.887582,209.111562,7.015101,9.575885,7.784753,11.367017,89.630318,0.869335
29,cpt1m012-fa06-20190903-0093-e91.fits,29,0,58730.31376,2458730.313757,2458730.319845,1.508964,69.973,10.346079,13,25,38,0.231951,0.36037,1.057969,0.283714,0.000491,0.000731,0.001855,0.000629,472.179443,493.302834,570.42008,451.271001,1498490.88,1309.041522,1997.673695,2017.091128,1998.173695,2079.408872,23.549582,-29.416868,347575.9643,530.929158,670.570471,518.328765,4878.960938,654.65601,209.258933,2210,8.388935,10.057941,8.941195,11.174687,272.711401,0.951448,2700.651353,2435.894752,2701.151353,1660.605248,23.555371,-29.370799,396959.0383,698.876947,567.995611,6243.575195,747.668558,207.763289,7.460068,9.79706,8.39663,11.19749,278.676311,0.913845,1883.674497,2759.113486,1884.174497,1337.386514,23.548581,-29.33666,770350.2464,888.499298,867.024035,11031.24414,1450.947333,210.726385,8.123072,9.999712,9.101054,10.898369,285.682947,0.956397,3052.213996,1537.019008,3052.713996,2559.480992,23.55836,-29.467709,331181.5955,660.098264,501.715599,5170.305176,623.777373,207.108141,7.373132,9.881279,8.209587,11.552971,270.035365,0.891798
30,cpt1m012-fa06-20190903-0094-e91.fits,30,0,58730.31488,2458730.314876,2458730.320964,1.499166,69.973,10.408884,13,25,38,0.232204,0.359039,1.062011,0.283331,0.000491,0.000728,0.00186,0.000627,473.066207,493.010677,570.871613,451.543171,1499018.349,1308.080037,1997.370167,2017.17021,1997.870167,2079.32979,23.549582,-29.416871,348078.2035,530.929158,670.172027,519.386351,4808.387207,655.601972,208.308838,2221,8.335508,10.021273,8.832123,11.210422,276.090153,0.942678,2700.357636,2435.948814,2700.857636,1660.551186,23.555371,-29.370802,396019.5484,698.219721,567.184708,6206.259766,745.899038,207.249783,7.431712,9.723082,8.274297,11.171868,280.739567,0.901846,1883.37019,2759.145342,1883.87019,1337.354658,23.548581,-29.336665,772049.1179,888.164462,869.26369,10968.05566,1454.147141,209.179624,7.963397,9.950374,9.003553,10.897196,288.276822,0.944877,3051.928005,1537.046878,3052.428005,2559.453122,23.55836,-29.467718,330949.6828,659.33792,501.942438,5232.703613,623.340567,205.865735,7.55884,9.805779,8.024386,11.587173,270.98847,0.87614
31,cpt1m012-fa06-20190903-0095-e91.fits,31,0,58730.316,2458730.315996,2458730.322084,1.489526,69.973,10.437999,13,25,38,0.233386,0.360938,1.060906,0.282069,0.000494,0.000732,0.001863,0.000628,472.332256,492.948466,569.423482,449.312957,1493070.643,1306.328171,1997.324576,2017.199613,1997.824576,2079.300387,23.549581,-29.416885,348461.6403,530.929158,671.803161,518.696042,4683.855957,656.324172,206.982548,2195,8.328553,10.252087,9.220715,11.283459,272.766854,0.959952,2700.275874,2436.070138,2700.775874,1660.429862,23.55537,-29.370799,395980.9488,697.363829,567.825477,5934.111328,745.826336,205.951284,7.534841,9.960568,8.666514,11.254621,278.665075,0.928351,1883.435468,2759.122325,1883.935468,1337.377675,23.548581,-29.336679,768597.6586,887.118585,866.397877,10612.8291,1447.64635,208.327369,7.926671,10.123163,9.247787,10.998539,284.240527,0.961859,3051.888345,1537.202476,3052.388345,2559.297524,23.55836,-29.467717,328492.0351,658.177481,499.093397,4946.404297,618.711611,205.958254,7.553047,10.011456,8.34674,11.676172,88.840827,0.895102
32,cpt1m012-fa06-20190903-0096-e91.fits,32,0,58730.31712,2458730.317116,2458730.323204,1.480018,69.973,10.465569,13,25,38,0.231145,0.362353,1.057634,0.282083,0.000489,0.000731,0.001849,0.000624,472.622178,495.450306,571.95308,451.951882,1498219.751,1305.382966,1997.535029,2016.963304,1998.035029,2079.536696,23.549581,-29.416876,346305.5862,530.929158,667.72326,518.636398,4764.490234,652.263265,203.723223,2315,8.279242,10.096118,9.026439,11.165796,275.141516,0.954645,2700.509297,2435.749396,2701.009297,1660.750604,23.55537,-29.3708,398490.4084,697.938376,570.953572,6149.504395,750.552879,201.733967,7.336306,9.859164,8.542567,11.17576,281.607413,0.918479,1883.641171,2758.901747,1884.141171,1337.598253,23.548581,-29.336671,770092.3581,886.712925,868.479906,10792.57129,1450.461603,204.939012,8.218604,10.018528,9.161547,10.875509,289.310767,0.952746,3052.068655,1536.916953,3052.568655,2559.583047,23.55836,-29.467712,329636.9846,656.236923,502.313986,5293.67334,620.868113,202.613948,7.590123,9.760177,8.088757,11.431598,89.877047,0.889282
33,cpt1m012-fa06-20190903-0097-e91.fits,33,0,58730.31823,2458730.318233,2458730.324321,1.47074,69.973,10.393423,13,25,38,0.231685,0.360539,1.061832,0.282065,0.00049,0.000728,0.001856,0.000624,473.232466,495.30292,572.185051,451.666361,1498471.753,1304.679665,1997.512429,2017.087788,1998.012429,2079.412212,23.549581,-29.41688,347173.4459,530.929158,668.453659,519.368009,4693.447266,653.89787,201.426528,2175,8.313473,10.165798,9.054853,11.276744,274.179118,0.952343,2700.50857,2435.964806,2701.00857,1660.535194,23.555371,-29.370797,397090.7893,696.025929,570.511489,6191.298828,747.91671,200.192906,7.248306,9.90178,8.516959,11.286602,279.545788,0.915718,1883.51015,2759.134377,1884.01015,1337.365623,23.54858,-29.336667,771704.6347,886.59376,870.415144,10652.16504,1453.49831,202.44279,7.937804,10.158323,9.262922,11.053724,286.725451,0.956043,3052.054576,1536.995964,3052.554576,2559.504036,23.55836,-29.46772,329676.3286,657.030013,501.767533,4975.726074,620.942217,200.731813,7.608541,9.980685,8.281634,11.679736,271.457981,0.890235
34,cpt1m012-fa06-20190903-0098-e91.fits,34,0,58730.31935,2458730.319351,2458730.325439,1.461588,69.973,10.622746,13,25,38,0.232599,0.359529,1.063574,0.28229,0.000491,0.000729,0.001865,0.000627,473.290487,493.087625,570.328678,450.417389,1492135.442,1303.205879,1997.609146,2017.052336,1998.109146,2079.447664,23.549581,-29.416883,347069.4866,530.929158,667.728703,519.776198,4590.218262,653.702064,201.307349,2178,8.546948,10.388491,9.332647,11.444335,273.896127,0.958763,2700.580315,2435.882614,2701.080315,1660.617386,23.55537,-29.370804,394596.8504,695.241842,567.567754,5726.92627,743.2194,201.83095,7.792336,10.123409,8.765342,11.481477,280.246132,0.920834,1883.677173,2759.027478,1884.177173,1337.472522,23.548581,-29.336676,769052.3004,885.504511,868.490551,10399.36426,1448.502664,203.288885,8.325223,10.336455,9.464413,11.208496,287.362647,0.958447,3052.139699,1536.997399,3052.639699,2559.502601,23.55836,-29.467719,328486.291,656.403919,500.433166,4962.932617,618.700792,201.063238,7.433053,10.1391,8.457926,11.820274,270.207003,0.895828
35,cpt1m012-fa06-20190903-0099-e91.fits,35,0,58730.32047,2458730.320469,2458730.326557,1.452604,69.977,10.177945,13,25,38,0.231392,0.362647,1.060733,0.280623,0.000486,0.000726,0.001842,0.000618,476.044312,499.38449,575.712241,454.349111,1501235.745,1299.302417,1997.551256,2017.031185,1998.051256,2079.468815,23.549581,-29.416872,347373.438,530.929158,664.89472,522.448784,4970.131348,654.274553,193.86529,2315,7.778083,10.150173,9.143703,11.156643,274.772782,0.960342,2700.516764,2435.865262,2701.016764,1660.634738,23.55537,-29.370796,399529.8164,693.799804,575.857494,6184.97168,752.510594,192.095742,7.098506,9.927506,8.618069,11.236944,281.158581,0.921441,1883.643982,2758.900273,1884.143982,1337.599727,23.548581,-29.336679,772739.5884,884.36008,873.783887,10933.14941,1455.447636,194.636224,7.856524,10.117739,9.310495,10.924983,288.695009,0.960173,3052.069315,1536.987843,3052.569315,2559.512157,23.558359,-29.467708,328966.3405,651.717618,504.768218,5114.04834,619.604961,192.320653,7.355921,9.881269,8.22338,11.539158,270.371236,0.893462
36,cpt1m012-fa06-20190903-0100-e91.fits,36,0,58730.32159,2458730.321586,2458730.327674,1.443776,69.973,9.760571,13,25,38,0.231386,0.358798,1.064198,0.282699,0.000485,0.00072,0.001847,0.00062,476.893918,498.026338,576.021476,455.682121,1506290.793,1302.625894,1997.404202,2017.020887,1997.904202,2079.479113,23.549581,-29.416882,348535.1284,530.929158,665.796717,523.485802,5150.469727,656.462586,194.183,2200,7.769482,9.972201,8.893427,11.050975,273.199984,0.953691,2700.432247,2435.832716,2700.932247,1660.667284,23.555371,-29.370808,397744.4961,693.795081,573.288146,6702.70166,749.14796,193.485673,6.821817,9.678882,8.267256,11.090508,279.349919,0.909077,1883.468586,2759.033642,1883.968586,1337.466358,23.548581,-29.336673,776568.854,886.574992,875.920098,11839.74219,1462.660021,195.999646,7.248252,9.91665,9.006485,10.826816,286.559425,0.952764,3051.990684,1536.962249,3052.490684,2559.537751,23.55836,-29.46772,331977.4424,655.337615,506.57468,5717.520508,625.276343,193.737988,7.024788,9.738934,8.015763,11.462105,89.222493,0.882175
37,cpt1m012-fa06-20190903-0101-e91.fits,37,0,58730.3227,2458730.322704,2458730.328792,1.435096,69.969,9.464738,13,25,38,0.232801,0.360619,1.057498,0.283675,0.000486,0.000723,0.001835,0.000621,478.655509,498.706181,576.236065,456.866127,1504337.691,1301.086948,1997.525072,2017.062193,1998.025072,2079.437807,23.549581,-29.416879,350210.9963,530.929158,666.014371,525.830991,5276.265625,659.619067,192.99361,2270,7.298596,10.096799,9.031506,11.162093,274.443386,0.955382,2700.551491,2435.857679,2701.051491,1660.642321,23.555371,-29.370809,398710.2657,694.030237,574.48544,6582.145508,750.966978,191.807242,6.791659,9.801168,8.445792,11.156543,280.06402,0.916458,1883.606527,2759.008931,1884.106527,1337.491069,23.548581,-29.336678,773188.6943,885.146392,873.515049,11979.19824,1456.293522,194.517808,7.038521,10.002371,9.1565,10.848242,287.982064,0.956951,3052.119565,1536.91406,3052.619565,2559.58594,23.558359,-29.467728,332438.731,653.961117,508.346326,5415.985352,626.145175,191.470047,6.969604,9.806357,8.103305,11.50941,89.556493,0.886291
38,cpt1m012-fa06-20190903-0102-e91.fits,38,0,58730.32382,2458730.323821,2458730.329909,1.426589,69.981,10.145963,13,25,38,0.232393,0.360486,1.061544,0.282223,0.000488,0.000726,0.001849,0.000622,476.628143,496.841299,574.003085,453.923931,1498329.737,1300.5419,1997.681332,2016.997368,1998.181332,2079.502632,23.549581,-29.416875,348201.5369,530.929158,665.100514,523.532203,4825.389648,655.83427,193.350224,2212,8.233124,10.396719,9.406357,11.38708,270.373797,0.964348,2700.657853,2435.83926,2701.157853,1660.66074,23.55537,-29.370799,397010.3195,693.722095,572.290147,5871.697266,747.765146,192.218859,7.532327,10.129927,8.805711,11.454142,277.606107,0.929038,1883.720534,2758.996794,1884.220534,1337.503206,23.54858,-29.336667,771530.1083,884.879444,871.904206,10686.81543,1453.169591,195.260807,8.038062,10.378795,9.567195,11.190396,285.334086,0.96734,3052.293355,1536.945058,3052.793355,2559.554942,23.55836,-29.467714,329789.3095,653.565039,504.600598,4960.80127,621.155015,192.984011,7.315601,10.184882,8.537361,11.832404,88.076247,0.900153
39,cpt1m012-fa06-20190903-0103-e91.fits,39,0,58730.32494,2458730.324941,2458730.331029,1.418176,69.973,9.480903,13,25,38,0.231936,0.360009,1.060943,0.28288,0.000484,0.000721,0.001838,0.000619,479.074928,499.517664,577.270748,457.139033,1507822.228,1301.464722,1997.491394,2017.112455,1997.991394,2079.387545,23.549581,-29.416876,349718.4053,530.929158,664.652833,526.167027,5320.980957,658.691277,191.105179,2206,7.359436,10.112243,9.021479,11.203008,270.92515,0.954477,2700.526103,2435.938818,2701.026103,1660.561182,23.55537,-29.3708,399137.0765,693.777181,575.310182,6604.353027,751.770872,189.092104,6.676391,9.865019,8.48473,11.245309,277.832001,0.918747,1883.576031,2759.051293,1884.076031,1337.448707,23.54858,-29.336675,776204.4344,885.904194,876.171983,12174.6709,1461.97364,193.804551,6.855149,10.040608,9.181076,10.90014,285.659954,0.960416,3052.102128,1537.01023,3052.602128,2559.48977,23.558359,-29.467718,332480.7167,653.9552,508.415128,5409.194336,626.224255,189.70369,6.886672,9.898051,8.200174,11.595927,88.949893,0.888784
40,cpt1m012-fa06-20190903-0104-e91.fits,40,0,58730.32606,2458730.326063,2458730.332151,1.409913,69.981,9.445729,13,25,38,0.231064,0.359695,1.062839,0.282426,0.000485,0.000722,0.001844,0.000619,476.79924,498.437791,576.406251,456.25731,1502984.961,1299.039228,1997.548788,2017.005336,1998.048788,2079.494664,23.549581,-29.416883,347285.5688,530.929158,663.644535,523.300578,5108.659668,654.109052,190.63117,2242,7.539839,10.183252,9.041348,11.325157,272.516551,0.950563,2700.545838,2435.893925,2701.045838,1660.606075,23.55537,-29.3708,397601.247,692.894521,573.826513,6390.723145,748.878152,189.793146,6.827678,9.854463,8.404797,11.30413,278.263178,0.909764,1883.625818,2758.986946,1884.125818,1337.513054,23.54858,-29.336675,774384.9039,884.166868,875.835696,11921.91016,1458.546572,191.215936,6.957138,10.137075,9.2053,11.068849,286.017192,0.953758,3052.148742,1536.902924,3052.648742,2559.597076,23.558359,-29.467726,330998.8104,652.417848,507.341746,5393.181641,623.433099,189.095353,6.977357,9.929848,8.14931,11.710385,89.134813,0.879167
41,cpt1m012-fa06-20190903-0105-e91.fits,41,0,58730.32718,2458730.327182,2458730.333270,1.401788,70.029,9.51198,13,25,38,0.231675,0.360851,1.057429,0.283496,0.000484,0.000721,0.00183,0.000619,478.681727,500.535411,577.775821,457.908759,1505856.419,1298.982502,1997.407324,2017.046218,1997.907324,2079.453782,23.549581,-29.416874,348869.7083,530.929158,663.7793,525.580879,5103.339844,657.092764,189.384889,2224,7.601689,10.130464,9.02362,11.237309,271.818536,0.953181,2700.465176,2435.874772,2700.965176,1660.625228,23.55537,-29.370801,399301.2564,692.146748,576.902597,6565.587891,752.080103,187.860565,6.749482,9.820489,8.403184,11.237793,277.889184,0.913667,1883.499487,2759.030262,1883.999487,1337.469738,23.548581,-29.336669,773944.6828,884.325586,875.180697,11625.07422,1457.71742,191.018794,7.079894,10.067706,9.151882,10.98353,285.595338,0.955508,3052.078781,1536.90926,3052.578781,2559.59074,23.55836,-29.467721,332610.4797,652.883356,509.448551,5174.930176,626.468662,187.322083,7.171125,9.897036,8.15195,11.642121,88.960021,0.882872
42,cpt1m012-fa06-20190903-0106-e91.fits,42,0,58730.3283,2458730.328297,2458730.334385,1.393829,70.025,9.616252,13,25,38,0.2318,0.360586,1.059221,0.283035,0.000485,0.000723,0.001839,0.000621,477.605108,498.566678,576.048647,456.040875,1500978.451,1298.417542,1997.508814,2016.993928,1998.008814,2079.506072,23.549581,-29.416873,347926.7554,530.929158,663.401301,524.458958,5086.030273,655.316721,189.891709,2177,7.562285,10.185903,9.09356,11.278247,271.118086,0.954969,2700.534336,2435.80438,2701.034336,1660.69562,23.55537,-29.3708,397792.7822,692.661934,574.295717,6391.256836,749.238907,188.614221,6.992261,9.917113,8.530264,11.303963,276.812363,0.920326,1883.544557,2759.009658,1884.044557,1337.490342,23.54858,-29.336664,772072.5514,883.092307,874.282955,11432.42676,1454.191278,191.092264,7.267614,10.142556,9.242598,11.042515,283.913488,0.96036,3052.125794,1536.870544,3052.625794,2559.629456,23.558359,-29.467719,331113.1171,652.882482,507.155769,5160.025391,623.648394,188.326204,7.130868,10.035018,8.30889,11.761146,88.03789,0.887829
43,cpt1m012-fa06-20190903-0107-e91.fits,43,0,58730.32941,2458730.329412,2458730.335500,1.386029,70.033,9.635727,13,25,38,0.231035,0.360018,1.063407,0.281919,0.000482,0.000719,0.00184,0.000616,478.91401,500.426949,577.878352,457.381043,1507171.162,1299.408613,1997.621899,2017.138019,1998.121899,2079.361981,23.549581,-29.416878,348208.8413,530.929158,662.208671,525.829481,5472.668945,655.848027,188.384218,2237,7.549991,9.886354,8.769259,11.003448,89.15944,0.950166,2700.68282,2435.987392,2701.18282,1660.512608,23.555371,-29.370802,398971.8486,691.987023,576.559726,7002.056152,751.459667,186.894109,6.969519,9.611827,8.205149,11.018506,276.141126,0.913991,1883.6643,2759.137295,1884.1643,1337.362705,23.54858,-29.336672,776742.8258,885.940351,876.74393,12610.85449,1462.987695,189.58514,7.298111,9.848985,8.940156,10.757815,282.904463,0.958681,3052.25028,1537.072467,3052.75028,2559.427533,23.558359,-29.467717,331456.4881,651.710363,508.594779,5463.588867,624.29513,186.507945,7.109035,9.658885,7.939793,11.377977,87.489953,0.880035
44,cpt1m012-fa06-20190903-0108-e91.fits,44,0,58730.33053,2458730.330530,2458730.336618,1.378307,69.969,9.543286,13,25,38,0.231706,0.360457,1.063963,0.281315,0.000482,0.000719,0.001838,0.000614,480.584859,501.21181,578.971298,457.974638,1510176.898,1299.451031,1997.520195,2017.102983,1998.020195,2079.397017,23.549581,-29.416876,349917.5637,530.929158,662.936715,527.829513,5344.075684,659.06639,186.179977,2218,7.425049,9.889911,8.74738,11.032442,271.068526,0.94794,2700.587139,2435.892928,2701.087139,1660.607072,23.55537,-29.370805,400126.0872,693.05355,577.337909,6808.17334,753.633664,185.783493,7.060482,9.599043,8.186818,11.011268,277.079377,0.911772,1883.574431,2759.102088,1884.074431,1337.397912,23.54858,-29.336669,778488.9397,885.540153,879.11196,12291.81543,1466.276484,188.295696,7.071413,9.834268,8.928863,10.739674,283.596771,0.957862,3052.178721,1536.999879,3052.678721,2559.500121,23.55836,-29.467719,331561.871,651.205343,509.15103,5454.51123,624.493618,184.604903,6.980474,9.660489,7.887136,11.433843,88.656367,0.873578
45,cpt1m012-fa06-20190903-0109-e91.fits,45,0,58730.33165,2458730.331651,2458730.337739,1.370685,69.973,9.620431,13,25,38,0.230999,0.360253,1.060805,0.282717,0.000481,0.000718,0.00183,0.000615,479.929916,501.723628,579.654866,459.486084,1507922.233,1296.285306,1997.506652,2016.94476,1998.006652,2079.55524,23.549581,-29.416885,348328.4829,530.929158,661.140621,526.859902,5212.200195,656.073371,185.053092,2268,7.616762,10.019216,8.904551,11.133881,271.329688,0.95159,2700.556821,2435.815426,2701.056821,1660.684574,23.55537,-29.370802,399362.0527,690.993126,577.953727,6548.546875,752.194613,182.909817,7.1926,9.737104,8.325648,11.14856,277.716361,0.91323,1883.535924,2758.930268,1884.035924,1337.569732,23.54858,-29.336678,776207.1957,883.304168,878.754142,11792.89356,1461.978841,185.784321,7.131067,9.977415,9.094654,10.860175,284.845585,0.95915,3052.109769,1536.915865,3052.609769,2559.584135,23.558359,-29.467718,332352.9843,650.121404,511.216801,5345.699219,625.983672,181.996276,6.998011,9.772046,8.003081,11.54101,88.624607,0.876825
46,cpt1m012-fa06-20190903-0110-e91.fits,46,0,58730.33278,2458730.332775,2458730.338863,1.363215,69.977,9.677132,13,25,38,0.232297,0.361046,1.058287,0.282989,0.000483,0.00072,0.001829,0.000617,481.179472,501.178132,578.524717,458.471881,1503601.891,1295.302808,1997.704967,2017.126471,1998.204967,2079.373529,23.549581,-29.416877,349281.5463,530.929158,660.585625,528.745303,5305.537598,657.868457,182.048827,2200,7.698886,10.125105,9.024886,11.225325,270.443025,0.953855,2700.75076,2435.99112,2701.25076,1660.50888,23.55537,-29.370801,398861.9454,690.522427,577.623449,6637.012207,751.252665,181.774179,7.135045,9.868386,8.460605,11.276166,277.150973,0.916731,1883.718483,2759.124693,1884.218483,1337.375307,23.54858,-29.336672,773090.5458,882.165632,876.355321,12035.9375,1456.108661,185.042874,7.317863,10.076772,9.167304,10.98624,284.384334,0.958277,3052.402625,1537.00164,3052.902625,2559.49836,23.55836,-29.467722,331649.4003,650.209151,510.065722,5337.580566,624.658479,181.536531,6.936301,9.889107,8.173944,11.604269,88.66954,0.886355
