 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
30,cpt1m013-fa14-20190616-0103-e91.fits,30,0,58651.25879,2458651.259,2458651.259,60.064,1.199712,6.528648,10,21,32,0.089541,0.183048,0.592868,0.087667,0.646013,0.000238,0.000335,0.000735,0.000252,0.000794,376.077365,546.659537,806.300058,347.436868,813.570674,3182221.911,1951.36594,2030.429643,2060.671155,2030.929643,2035.828845,11.046012,-16.406474,284940.6922,314.159265,737.242491,386.495211,8860.15918,906.994393,919.832305,1532,5.228923,8.037393,8.20172,7.873066,338.420712,0.99686,1515.267201,1555.479317,1515.767201,2541.020683,11.042107,-16.352269,492371.5918,841.04643,585.42736,14804.875,1567.267453,919.827729,5.09566,7.974233,8.1593,7.789167,336.842776,0.995489,1025.703324,1315.621833,1026.203324,2780.878167,11.038412,-16.326738,1184428.334,1124.09045,1053.677073,34681.3125,3770.152483,927.64853,5.236608,7.988398,8.202132,7.774664,342.623941,0.995764,2035.537919,1361.129531,2036.037919,2735.370469,11.046006,-16.330771,256490.407,720.917184,355.783456,8019.565918,816.434323,922.208746,5.057368,7.981114,8.13917,7.823058,330.732255,0.994247,1556.154205,3068.807912,1556.654205,1027.692088,11.042508,-16.515992,1248931.578,1147.679838,1088.222984,31177.55273,3975.472684,933.746817,5.633375,8.181114,8.343671,8.018556,345.756253,0.997957
31,cpt1m013-fa14-20190616-0104-e91.fits,31,0,58651.25979,2458651.26,2458651.26,60.068,1.203701,6.640531,10,21,32,0.090196,0.182062,0.590251,0.088731,0.648294,0.00023,0.000325,0.000715,0.000244,0.000778,391.80066,560.108503,825.106833,363.091214,833.411426,3258870.353,1949.478009,2030.134672,2060.543132,2030.634672,2035.956868,11.046013,-16.406469,293937.9716,314.159265,729.326247,403.026729,8973.835938,935.633623,866.137767,1559,5.22432,8.037766,8.242779,7.832754,338.104188,0.995013,1514.9011,1555.431969,1515.4011,2541.068031,11.042107,-16.352274,501932.286,836.83739,599.796677,14607.76856,1597.700088,870.002226,5.050648,8.007215,8.231785,7.782644,342.897316,0.995407,1025.406721,1315.52754,1025.906721,2780.97246,11.038413,-16.326739,1209589.722,1125.23374,1074.967519,34012.21484,3850.243669,875.575752,5.425402,8.032791,8.301946,7.763636,351.467099,0.995097,2035.267388,1361.021834,2035.767388,2735.478166,11.046007,-16.330772,265595.7301,713.552471,372.216117,8048.372559,845.417466,868.778692,5.280955,8.082326,8.232042,7.93261,330.798283,0.995003,1555.825042,3068.744371,1556.325042,1027.755629,11.042508,-16.515988,1281752.614,1151.025452,1113.57452,31635.77734,4079.945288,875.367173,5.692683,8.187065,8.410896,7.963234,347.083427,0.996315
32,cpt1m013-fa14-20190616-0105-e91.fits,32,0,58651.26079,2458651.261,2458651.261,60.068,1.207755,6.469732,10,21,32,0.090024,0.182223,0.591764,0.088598,0.646661,0.000228,0.000322,0.000713,0.000242,0.000772,394.737704,565.335975,829.685186,365.728926,837.579024,3268679.004,1944.141454,2030.395228,2060.316604,2030.895228,2036.183396,11.046013,-16.406474,294258.4497,314.159265,724.616302,406.088642,9475.09082,936.653736,839.782762,1511,5.125041,7.932552,8.155586,7.709519,334.228305,0.991838,1515.196522,1555.178045,1515.696522,2541.321955,11.042108,-16.352277,503821.5525,831.673406,605.792549,15375.4541,1603.71381,843.811725,5.042569,7.859118,8.075886,7.64235,337.21293,0.993799,1025.627655,1315.294249,1026.127655,2781.205751,11.038413,-16.326743,1215184.633,1124.411378,1080.729577,35937.40625,3868.052822,850.552248,5.034097,7.885061,8.102033,7.668089,345.325502,0.99602,2035.475476,1360.762337,2035.975476,2735.737663,11.046007,-16.330774,266028.0977,709.493327,374.955038,8619.556641,846.793735,843.274201,5.042663,7.915744,8.021644,7.809845,324.65553,0.993456,1556.082202,3068.534374,1556.582202,1027.965626,11.042508,-16.515993,1283644.721,1149.053354,1117.132391,33393.48438,4085.96805,850.184105,5.463757,8.075039,8.311625,7.838454,344.152038,0.995265
33,cpt1m013-fa14-20190616-0106-e91.fits,33,0,58651.26179,2458651.262,2458651.262,60.076,1.211904,6.502921,10,21,32,0.089886,0.181755,0.592914,0.088032,0.647638,0.00023,0.000325,0.000719,0.000244,0.000778,390.997928,559.402061,824.689973,360.410082,832.479148,3246465.309,1944.077419,2030.150483,2060.499437,2030.650483,2036.000563,11.04601,-16.406469,291810.6776,314.159265,725.577048,402.177382,9122.166992,928.862236,855.580306,1570,5.074661,7.991234,8.234133,7.748336,341.601952,0.994247,1514.951666,1555.384332,1515.451666,2541.115668,11.042105,-16.352309,499309.3212,833.542172,599.021067,14804.98535,1589.350932,859.513464,5.095288,7.99629,8.264924,7.727656,341.59163,0.992972,1025.463587,1315.47986,1025.963587,2781.02014,11.038411,-16.326801,1208397.905,1123.412177,1075.649642,35497.39844,3846.449997,864.110538,5.134632,7.95627,8.23719,7.67535,346.421135,0.993717,2035.272787,1360.998072,2035.772787,2735.501928,11.046003,-16.330793,262668.1484,711.185844,369.338269,8292.415039,836.098684,863.285641,5.118403,7.985144,8.211847,7.758441,333.842095,0.991386,1555.878877,3068.704789,1556.378877,1027.795211,11.04251,-16.515979,1276089.934,1147.520909,1112.040682,32445.63477,4061.920417,864.845549,5.62189,8.163191,8.427189,7.899193,349.160687,0.995166
34,cpt1m013-fa14-20190616-0107-e91.fits,34,0,58651.26279,2458651.263,2458651.263,60.072,1.216089,6.232616,10,21,32,0.089937,0.181701,0.592195,0.088371,0.647732,0.00023,0.000324,0.000716,0.000244,0.000776,390.901273,560.526471,826.557483,362.265139,834.683381,3272226.401,1954.623324,2030.075188,2060.4487,2030.575188,2036.0513,11.046013,-16.406471,294293.6231,314.159265,732.04778,402.014228,9946.8125,936.765697,875.971357,1602,4.809831,7.783814,7.994165,7.573463,336.02015,0.993495,1514.856678,1555.330376,1515.356678,2541.169624,11.042107,-16.352275,503145.9376,838.336316,600.171945,16755.76758,1601.563261,880.870533,4.76695,7.727422,7.927312,7.527531,335.669914,0.993873,1025.314138,1315.449121,1025.814138,2781.050879,11.038413,-16.326741,1217059.457,1129.417227,1077.599516,39504.04688,3874.020573,886.749681,4.810879,7.726358,7.952407,7.500308,342.420852,0.994886,2035.200551,1360.910583,2035.700551,2735.589417,11.046007,-16.330771,265691.905,715.587032,371.29223,9114.491211,845.7236,876.500669,4.910097,7.858836,8.005599,7.712074,326.747168,0.991229,1555.750667,3068.647624,1556.250667,1027.852376,11.042508,-16.515993,1286329.101,1153.298091,1115.348331,35561.67188,4094.512697,885.09292,5.362404,7.944619,8.135536,7.753702,341.00589,0.996286
35,cpt1m013-fa14-20190616-0108-e91.fits,35,0,58651.2638,2458651.264,2458651.264,59.912,1.220358,6.582959,10,21,32,0.089823,0.182988,0.58985,0.088526,0.647394,0.000254,0.000354,0.000766,0.000271,0.000832,354.260605,516.942944,769.827356,327.226373,777.706828,3039020.467,1954.811313,2030.215769,2060.547594,2030.715769,2035.952406,11.046013,-16.406478,272972.4592,314.159265,750.268997,363.832785,8475.423828,868.898324,1030.951172,1622,5.268389,8.057667,8.226985,7.88835,332.274919,0.994513,1514.995718,1555.41015,1515.495718,2541.08985,11.042108,-16.352281,470085.2429,850.405553,552.77772,13427.18457,1496.327802,1032.725452,5.141025,8.117726,8.370749,7.864703,338.100543,0.992555,1025.497089,1315.545827,1025.997089,2780.954173,11.038414,-16.326748,1127506.371,1118.383029,1008.157619,31429.72656,3588.964247,1040.302928,5.423525,8.103462,8.352751,7.854172,339.234804,0.993258,2035.336528,1361.052747,2035.836528,2735.447253,11.046007,-16.330789,247152.8842,738.10242,334.849036,7790.916992,786.712064,1031.942249,5.092965,8.147939,8.26055,8.035328,324.586941,0.99292,1555.868461,3068.785044,1556.368461,1027.714956,11.042507,-16.515992,1194275.968,1141.280808,1046.434812,28913.74023,3801.498475,1040.690798,5.756274,8.270335,8.473169,8.0675,341.467806,0.996226
36,cpt1m013-fa14-20190616-0109-e91.fits,36,0,58651.26479,2458651.265,2458651.265,60.068,1.224682,6.841253,10,21,32,0.089862,0.182588,0.590366,0.088302,0.64813,0.000242,0.00034,0.000742,0.000258,0.000807,370.724663,536.336672,795.221188,342.27448,803.232447,3143364.166,1954.823422,2030.201137,2060.323347,2030.701137,2036.176653,11.046013,-16.406471,282470.1231,314.159265,741.414234,380.988266,8012.777832,899.130327,962.739436,1608,5.543251,8.293717,8.441839,8.145595,332.826452,0.996247,1515.018674,1555.157703,1515.518674,2541.342297,11.042108,-16.352268,485326.3382,845.740473,573.847834,13086.83984,1544.841715,963.316641,5.393508,8.249076,8.39759,8.100561,335.674503,0.997031,1025.484032,1315.300467,1025.984032,2781.199533,11.038414,-16.326735,1166860.853,1122.758699,1039.280171,30763.68359,3714.233452,971.353485,5.340275,8.224197,8.403892,8.044501,343.957788,0.997342,2035.324699,1360.774305,2035.824699,2735.725695,11.046008,-16.33077,255043.9193,727.718116,350.470758,7279.433594,811.830009,962.659679,5.541245,8.292382,8.41621,8.168554,329.222522,0.99607,1555.914968,3068.510395,1556.414968,1027.989605,11.042508,-16.515989,1236133.056,1147.125499,1077.591821,28960.19922,3934.733723,972.10661,5.805025,8.373781,8.555689,8.191874,347.337263,0.997692
37,cpt1m013-fa14-20190616-0110-e91.fits,37,0,58651.26579,2458651.266,2458651.266,60.08,1.22911,7.208354,10,21,32,0.090244,0.182533,0.591102,0.08823,0.647613,0.000259,0.00036,0.000779,0.000276,0.000845,348.512441,507.719056,758.531795,319.535401,766.159519,2998644.987,1959.155235,2030.421265,2060.540221,2030.921265,2035.959779,11.046012,-16.406476,270609.9163,314.159265,756.074547,357.914332,7391.791016,861.378117,1065.992446,1542,5.85439,8.390502,8.57209,8.208915,348.459787,0.997788,1515.272532,1555.446976,1515.772532,2541.053024,11.042108,-16.352286,462863.6878,852.915091,542.684369,11871.41699,1473.340878,1071.233906,5.734872,8.432247,8.663464,8.201031,344.553648,0.995922,1025.766181,1315.572062,1026.266181,2780.927938,11.038414,-16.326754,1114010.643,1119.788112,994.840569,27024.73242,3546.00601,1082.37267,5.840504,8.391412,8.64342,8.139404,351.513858,0.996063,2035.492231,1361.030484,2035.992231,2735.469516,11.046006,-16.330785,243119.1416,743.857515,326.835633,6781.075684,773.872263,1071.721041,5.648114,8.381287,8.426235,8.336339,322.943232,0.998465,1556.169282,3068.787847,1556.669282,1027.712153,11.042508,-16.515992,1178651.514,1141.742381,1032.327024,25687.76367,3751.764294,1075.81885,6.122635,8.606837,8.78535,8.428324,353.731792,0.998196
38,cpt1m013-fa14-20190616-0111-e91.fits,38,0,58651.2668,2458651.267,2458651.267,60.068,1.233591,6.748634,10,21,32,0.089962,0.182628,0.592419,0.088406,0.645617,0.000279,0.000383,0.000822,0.000298,0.000888,322.360656,476.945465,720.768406,296.339033,727.310284,2860072.991,1973.064466,2030.211384,2060.433411,2030.711384,2036.066589,11.046014,-16.406471,257298.7368,314.159265,778.183303,330.640269,8403.727539,819.007316,1213.002761,1621,5.22675,7.921146,8.109942,7.732351,340.159661,0.996168,1515.000326,1555.297575,1515.500326,2541.202425,11.042109,-16.352273,441668.0044,867.643944,509.042917,13356.83691,1405.872922,1218.400836,5.189676,7.963819,8.121391,7.806247,336.873884,0.996728,1025.498203,1315.415181,1025.998203,2781.084819,11.038414,-16.32674,1064017.312,1119.178865,950.712478,30929.23828,3386.872295,1223.224053,5.154696,7.962681,8.161301,7.764061,343.464482,0.99646,2035.302958,1360.908996,2035.802958,2735.591004,11.046008,-16.330772,232309.3326,767.282879,302.768821,7783.98877,739.463572,1213.61369,5.307718,8.030772,8.163281,7.898263,327.29062,0.99371,1555.875873,3068.612252,1556.375873,1027.887748,11.042509,-16.515991,1122078.342,1139.689881,984.547078,28365.94336,3571.686294,1220.971599,5.655977,8.150259,8.340803,7.959714,347.42834,0.997335
39,cpt1m013-fa14-20190616-0112-e91.fits,39,0,58651.2678,2458651.268,2458651.268,60.068,1.238126,6.88873,10,21,32,0.090573,0.182304,0.591375,0.088801,0.646456,0.000256,0.000355,0.00077,0.000273,0.000834,354.423391,512.889202,767.602247,325.572846,775.109115,3045070.283,1966.049596,2030.125172,2060.475968,2030.625172,2036.024032,11.046013,-16.406469,275800.0163,314.159265,757.517227,364.084151,7999.895996,877.898718,1060.50994,1621,5.380149,8.222395,8.503508,7.941283,346.006896,0.994018,1514.955281,1555.363696,1515.455281,2541.136304,11.042108,-16.352271,469531.6921,856.74083,548.044024,13022.9209,1494.565795,1065.538329,5.484806,8.163124,8.427638,7.898609,340.526662,0.993071,1025.490848,1315.462793,1025.990848,2781.037207,11.038414,-16.326733,1131586.573,1123.90878,1006.831331,30336.48633,3601.951933,1072.549376,5.492264,8.14546,8.440692,7.850228,346.386914,0.993372,2035.211094,1361.04168,2035.711094,2735.45832,11.046007,-16.330779,248351.0259,745.509879,333.129088,7101.503906,790.525868,1063.04355,5.555265,8.242701,8.5194,7.966001,339.207384,0.991961,1555.848055,3068.702533,1556.348055,1027.797467,11.042508,-16.515992,1195600.992,1145.596019,1043.649744,28890.88086,3805.716156,1069.920106,5.782534,8.311936,8.546623,8.077249,351.831565,0.996543
40,cpt1m013-fa14-20190616-0113-e91.fits,40,0,58651.2688,2458651.269,2458651.269,60.068,1.242754,6.751621,10,21,32,0.090653,0.181898,0.589859,0.088862,0.648733,0.000294,0.000401,0.00085,0.000316,0.000926,308.689518,453.702195,693.603984,281.14802,700.619978,2770834.68,1989.766748,2030.099691,2060.557463,2030.599691,2035.942537,11.046013,-16.40648,251185.8398,314.159265,793.472306,316.565352,7841.258789,799.549361,1311.208791,1586,5.257543,8.228565,8.413032,8.044097,348.670511,0.997642,1514.882028,1555.430291,1515.382028,2541.069709,11.042108,-16.352285,426440.2048,882.148615,483.410842,12793.12988,1357.40133,1321.141812,5.141958,8.145725,8.354734,7.936716,344.830636,0.996469,1025.419155,1315.572502,1025.919155,2780.927498,11.038414,-16.326754,1028017.127,1120.857084,917.170567,29370.64258,3272.280147,1327.543636,5.366491,8.139811,8.335032,7.944591,351.737278,0.9975,2035.26021,1361.045963,2035.76021,2735.454037,11.046007,-16.330788,226127.1816,787.739967,287.058155,7183.907715,719.785174,1319.483002,5.367703,8.234966,8.369778,8.100155,333.375938,0.997007,1555.741162,3068.688404,1556.241162,1027.811596,11.042507,-16.515985,1090250.167,1141.985409,954.697108,26873.63867,3470.374066,1318.154161,5.735682,8.335442,8.476923,8.19396,1.665298,0.998844
41,cpt1m013-fa14-20190616-0114-e91.fits,41,0,58651.2698,2458651.27,2458651.27,60.076,1.247456,6.956531,10,21,32,0.090172,0.181732,0.588441,0.088044,0.652467,0.000261,0.000361,0.000779,0.000278,0.000854,345.897171,503.431988,755.0616,316.730288,764.13636,2990729.495,1961.998045,2030.132907,2060.521556,2030.632907,2035.978444,11.046013,-16.406461,269680.7731,314.159265,759.31775,355.161951,7682.870605,858.420562,1075.706183,1592,5.496486,8.224831,8.479936,7.969726,354.438393,0.996011,1514.992732,1555.431114,1515.492732,2541.068886,11.042108,-16.35226,459928.3591,855.377013,537.69081,12771.42285,1463.997436,1087.288342,5.368875,8.179168,8.374656,7.98368,346.725466,0.997148,1025.540676,1315.528861,1026.040676,2780.971139,11.038414,-16.326718,1107921.835,1120.055489,989.166917,29052.22461,3526.624733,1098.561096,5.657227,8.232553,8.489065,7.976041,353.750974,0.995934,2035.228995,1361.000292,2035.728995,2735.499708,11.046007,-16.330758,242007.1966,747.198851,323.885932,7060.757812,770.332832,1090.639605,5.548483,8.332168,8.46766,8.196676,335.292216,0.997502,1555.867918,3068.740662,1556.367918,1027.759338,11.042507,-16.515988,1180872.104,1142.337986,1033.732677,27322.65039,3758.83265,1080.807394,5.959963,8.430125,8.565702,8.294548,0.256391,0.998966
42,cpt1m013-fa14-20190616-0115-e91.fits,42,0,58651.2708,2458651.271,2458651.271,60.12,1.252234,6.856186,10,21,32,0.089734,0.182301,0.591028,0.088332,0.647907,0.000269,0.000371,0.000798,0.000287,0.000867,333.15457,491.404828,740.181674,307.471166,747.5361,2944011.801,1974.680986,2030.089656,2060.621089,2030.589656,2035.878911,11.046012,-16.406467,264176.8482,314.159265,772.90409,341.79771,7915.583008,840.901025,1153.264333,1530,5.390539,8.190139,8.368916,8.011362,342.922722,0.99722,1515.008207,1555.448235,1515.508207,2541.051765,11.042108,-16.352271,453942.6688,865.234911,524.646732,13278.28125,1444.944392,1156.176951,5.144334,8.161067,8.374914,7.947219,346.992311,0.996604,1025.51843,1315.553508,1026.01843,2780.946492,11.038414,-16.32674,1093628.213,1123.235229,973.641303,29851.91016,3481.126719,1161.667177,5.498578,8.163629,8.344441,7.982817,349.128488,0.997728,2035.207643,1361.167486,2035.707643,2735.332514,11.046006,-16.33078,238944.6727,760.272262,314.288295,7171.467285,760.584516,1158.584924,5.462582,8.269398,8.34925,8.189545,326.884902,0.997705,1555.890129,3068.798189,1556.390129,1027.701811,11.042509,-16.515981,1157496.247,1145.016267,1010.899391,27338.48242,3684.424985,1154.816711,5.828364,8.371387,8.500712,8.242062,2.121719,0.999041
43,cpt1m013-fa14-20190616-0116-e91.fits,43,0,58651.2718,2458651.272,2458651.272,60.064,1.25709,6.358035,10,21,32,0.089441,0.181987,0.593601,0.088408,0.645592,0.000246,0.000345,0.000755,0.000263,0.000814,362.988325,527.999851,786.297012,335.54668,793.543904,3122643.164,1966.62264,2030.25781,2060.526947,2030.75781,2035.973053,11.046012,-16.406482,279291.7544,314.159265,749.048084,372.862251,9477.976562,889.013265,1009.028372,1592,4.883219,7.806118,7.955781,7.656455,336.819617,0.996915,1515.098996,1555.36663,1515.598996,2541.13337,11.042108,-16.352281,480784.6883,851.511798,564.624811,15870.09375,1530.385194,1013.735668,4.827633,7.763799,7.937458,7.59014,335.779474,0.995457,1025.600326,1315.502881,1026.100326,2780.997119,11.038414,-16.326749,1163154.046,1128.979066,1030.270694,37499.14844,3702.434321,1019.873884,4.881306,7.749842,7.946099,7.553586,342.318521,0.996148,2035.349289,1361.031836,2035.849289,2735.468164,11.046007,-16.330787,253641.5189,738.530318,343.440903,8530.875,807.36603,1013.85177,4.868886,7.897702,8.020115,7.775289,327.60841,0.994708,1555.999412,3068.672218,1556.499412,1027.827782,11.042508,-16.515994,1225062.91,1150.005002,1065.267462,32508.40039,3899.496356,1021.732812,5.472946,7.984616,8.109927,7.859305,347.193842,0.998789
44,cpt1m013-fa14-20190616-0117-e91.fits,44,0,58651.2728,2458651.273,2458651.273,60.064,1.262019,6.082394,10,21,32,0.08981,0.182713,0.591689,0.088568,0.645861,0.000244,0.000342,0.000745,0.00026,0.000806,367.989557,534.660454,794.256695,340.65554,801.427216,3171848.859,1976.950854,2030.231471,2060.598772,2030.731471,2035.901228,11.046013,-16.406479,284862.6634,314.159265,753.468815,378.068286,10587.56445,906.74602,1011.915763,1538,4.804465,7.605388,7.720628,7.490148,335.236374,0.997821,1515.030776,1555.485189,1515.530776,2541.014811,11.042107,-16.352282,490006.7548,856.718482,571.957726,17703.28516,1559.739943,1016.849163,4.528952,7.569565,7.72211,7.41702,335.08373,0.996099,1025.571116,1315.613845,1026.071116,2780.886155,11.038413,-16.326749,1179092.416,1133.842835,1039.908159,41617.66016,3753.167727,1025.330013,4.781535,7.545184,7.691531,7.398837,340.054475,0.997446,2035.363971,1361.105853,2035.863971,2735.394147,11.046007,-16.330782,258068.3014,739.95927,348.760144,9676.6875,821.456917,1015.147129,4.679422,7.616012,7.670406,7.561618,322.641613,0.997064,1555.917422,3068.736155,1556.417422,1027.763845,11.042508,-16.515995,1244681.387,1158.114341,1074.748272,35830.84375,3961.943906,1025.171708,5.259562,7.77971,7.854225,7.705194,356.822655,0.999629
45,cpt1m013-fa14-20190616-0118-e91.fits,45,0,58651.2738,2458651.274,2458651.274,60.076,1.267026,6.494909,10,21,32,0.090083,0.182589,0.591,0.088548,0.646885,0.000251,0.000349,0.000759,0.000267,0.000823,359.044846,522.812965,778.707639,331.14441,786.449755,3105038.445,1974.659487,2029.999297,2060.578008,2030.499297,2035.921992,11.046013,-16.406468,279710.6267,314.159265,758.460564,368.787304,8969.994141,890.346578,1050.777159,1583,5.013622,7.967307,8.113387,7.821228,344.748787,0.99819,1514.861987,1555.418249,1515.361987,2541.081751,11.042108,-16.35226,479410.4087,857.541113,559.05239,14849.79102,1526.010726,1054.130821,5.187508,7.907333,8.038005,7.776662,340.076496,0.998148,1025.460955,1315.520008,1025.960955,2780.979992,11.038414,-16.326721,1153411.122,1130.724932,1020.063404,34368.80078,3671.421631,1062.612778,5.257412,7.901036,8.027343,7.774729,340.197918,0.998279,2035.181171,1361.006142,2035.681171,2735.493858,11.046008,-16.330756,252578.9667,745.36156,338.867712,8108.289551,803.983821,1055.834947,5.253218,8.052827,8.12037,7.985284,323.544411,0.996742,1555.768529,3068.690535,1556.268529,1027.809465,11.042508,-16.51599,1219637.947,1153.169807,1057.639508,30987.20898,3882.228162,1059.274917,5.680393,8.164728,8.23508,8.094377,339.477634,0.999478
46,cpt1m013-fa14-20190616-0119-e91.fits,46,0,58651.2748,2458651.275,2458651.275,60.064,1.27213,6.2747,10,21,32,0.089984,0.182279,0.591947,0.088593,0.646367,0.000251,0.000349,0.000759,0.000267,0.000821,358.522429,522.13561,780.046694,331.372099,787.043186,3124895.081,1985.429364,2030.119655,2060.548713,2030.619655,2035.951287,11.046013,-16.406467,281191.6061,314.159265,763.687606,368.202396,9885.467773,895.060681,1071.508925,1533,4.860267,7.677954,7.820016,7.535892,335.088456,0.996712,1514.965787,1555.400094,1515.465787,2541.099906,11.042108,-16.352264,481784.6915,863.24807,558.106885,16344.79102,1533.568303,1073.545784,4.739093,7.624209,7.866505,7.381913,341.88286,0.993803,1025.478012,1315.537773,1025.978012,2780.962227,11.038414,-16.32673,1161956.01,1135.55297,1023.251262,39182.15234,3698.620853,1080.722577,4.967432,7.606724,7.826287,7.387162,344.516839,0.995475,2035.257346,1361.04617,2035.757346,2735.45383,11.046007,-16.330767,254314.4161,749.978842,339.095454,9165.413086,809.507928,1073.999674,4.941154,7.704525,7.83412,7.57493,327.399092,0.99357,1555.825218,3068.732531,1556.325218,1027.767469,11.042508,-16.515992,1226839.964,1159.648101,1057.941597,34184.10547,3905.152892,1083.411557,5.370646,7.849455,8.029992,7.668917,345.932771,0.997282
47,cpt1m013-fa14-20190616-0120-e91.fits,47,0,58651.2758,2458651.276,2458651.276,60.068,1.277281,6.530399,10,21,32,0.089494,0.182376,0.592231,0.08835,0.646434,0.000259,0.000359,0.000776,0.000276,0.000839,345.726908,507.949542,762.984243,319.9579,770.383472,3067625.843,1994.575846,2030.450013,2060.654915,2030.950013,2035.845085,11.046013,-16.406474,274533.0065,314.159265,773.751762,354.807601,8967.080078,873.8657,1137.907822,1617,5.268083,7.878884,8.067804,7.689964,337.648816,0.995453,1515.308985,1555.499398,1515.808985,2541.000602,11.042108,-16.352274,473165.9271,872.187825,542.504623,14744.61426,1506.133924,1144.164072,5.0893,7.838967,8.034811,7.643124,338.473864,0.99533,1025.765287,1315.625362,1026.265287,2780.874638,11.038413,-16.326742,1141004.997,1138.133099,1002.523341,33805.03906,3631.931708,1150.917152,5.217645,7.878146,8.115444,7.640848,345.175732,0.995204,2035.587661,1361.149592,2036.087661,2735.350408,11.046007,-16.330777,249022.9523,761.063136,327.204066,8150.626465,792.664676,1142.758726,5.187135,7.914591,8.028773,7.800409,326.839626,0.994841,1556.143147,3068.832368,1556.643147,1027.667632,11.042508,-16.515993,1204431.966,1158.903428,1039.285878,31000.19727,3833.82602,1148.076658,5.615131,8.069457,8.234523,7.90439,346.916451,0.997924
48,cpt1m013-fa14-20190616-0121-e91.fits,48,0,58651.2768,2458651.277,2458651.277,60.116,1.282533,6.502939,10,21,32,0.089352,0.182725,0.590797,0.08883,0.646192,0.000273,0.000376,0.000808,0.000293,0.000875,327.311003,485.947846,731.121472,303.534787,738.171474,2915161.324,1980.239079,2029.865977,2060.56847,2030.365977,2035.93153,11.046014,-16.406462,260474.1078,314.159265,775.8807,335.714122,8736.793945,829.114836,1193.053836,1558,4.952861,7.878867,8.123461,7.634273,343.163905,0.994445,1514.71739,1555.435555,1515.21739,2541.064445,11.042108,-16.35227,450378.2733,867.862219,518.951354,14278.93066,1433.598569,1196.508446,5.166783,7.883467,8.153391,7.613542,343.313306,0.993292,1025.256406,1315.545799,1025.756406,2780.954201,11.038414,-16.326741,1082645.208,1125.12933,962.240677,32769.08594,3446.16673,1202.276077,5.18326,7.872787,8.140661,7.604912,350.544633,0.994838,2035.009797,1361.100979,2035.509797,2735.399021,11.046008,-16.330772,237827.5905,766.556079,310.254653,8025.979492,757.028733,1197.96035,5.119655,7.947924,8.176407,7.719441,335.302494,0.992209,1555.587195,3068.742782,1556.087195,1027.757218,11.04251,-16.515982,1144310.252,1146.576534,998.023436,30203.15625,3642.452661,1205.488883,5.561738,8.050887,8.297337,7.804438,351.700986,0.995926
