Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
coj1m011-fa12-20190330-0148-e91.fits,0,58572.9583,2458572.958296,2458572.961428,1.457489,55,6.127801,15,30,45,0.24131,0.00825,0.025206,0.028018,0.061025,0.007116,0.272987,0.654477,0.639276,0.000358,0.00015,0.00017,0.000173,0.000207,0.00015,0.000438,0.000853,0.000836,674.031611,54.916385,148.11694,161.60434,295.290493,47.479862,623.408146,767.240906,764.80541,2872533.369,1838.408746,2064.873184,2035.152221,2065.373184,2061.347779,8.222957,12.222229,693171.281,706.858347,927.78952,747.121267,17145.2168,980.636763,192.016049,3001,5.39171,9.469917,9.513838,9.425995,25.784196,0.999777,2255.883864,1895.370255,2256.383864,2201.129745,8.224378,12.207339,23699.01982,431.280721,54.950334,764.19281,33.527255,186.692537,5.61431,9.91962,9.475217,10.364022,275.94911,0.991649,2331.278625,1845.467443,2331.778625,2251.032557,8.224939,12.202032,72404.38373,486.631299,148.786944,2067.355225,102.43125,187.569289,5.389317,9.142958,9.026111,9.259806,64.7806,0.99839,1895.086624,1827.678132,1895.586624,2268.821868,8.221722,12.199576,80483.54612,495.357517,162.475673,2212.226807,113.860926,188.675992,5.381553,9.122374,8.913508,9.33124,66.603407,0.995531,1871.270681,1756.246263,1871.770681,2340.253737,8.221552,12.191819,175296.853,582.944646,300.70926,4491.338867,247.994317,189.067218,5.344461,9.321337,9.296985,9.345689,51.81799,0.999509,1960.024056,2224.075166,1960.524056,1872.424834,8.222168,12.242538,20440.05948,430.300752,47.501798,579.18158,28.916769,189.275309,5.576181,11.424723,9.709815,13.13963,72.364948,0.870685,2607.140206,2237.7558,2607.640206,1858.7442,8.226942,12.244801,616002.8533,884.793226,696.211086,15278.04102,871.465769,191.732581,5.487436,9.504154,9.530879,9.477429,3.394101,0.999968,1535.836489,2714.292408,1536.336489,1382.207592,8.218996,12.295046,1136315.404,1142.201123,994.847038,27592.65039,1607.557453,192.716885,5.465187,9.510899,9.494174,9.527623,295.621702,0.999968,1127.033578,1893.325918,1127.533578,2203.174082,8.216049,12.205722,1120215.112,1136.778016,985.429958,27567.94727,1584.780199,196.915011,5.418945,9.417433,9.419532,9.415334,42.790816,0.999967
coj1m011-fa12-20190330-0149-e91.fits,0,58572.95924,2458572.959240,2458572.962372,1.460786,55,7.147206,15,30,45,0.241554,0.007951,0.025225,0.028182,0.060615,0.006953,0.272832,0.653558,0.640436,0.00036,0.000151,0.000171,0.000174,0.000207,0.000151,0.00044,0.000856,0.000841,671.415992,52.686056,147.584167,161.513493,292.317855,46.001456,620.593303,763.743749,761.621898,2851987.509,1833.290572,2064.93466,2034.689041,2065.43466,2061.810959,8.222957,12.222247,688908.4382,706.858347,925.569621,744.30753,12337.75195,974.606074,192.960051,2971,6.401631,10.62108,10.645224,10.596935,357.445192,0.999979,2256.051026,1894.623114,2256.551026,2201.876886,8.224379,12.207325,22676.54803,430.162002,52.716297,570.601685,32.080753,186.532753,6.42521,10.615231,10.322209,10.908254,63.14246,0.991311,2331.416438,1844.743479,2331.916438,2251.756521,8.22494,12.20202,71941.10388,485.259602,148.252819,1465.958618,101.775843,187.438993,6.471036,10.285912,10.267643,10.304182,273.130198,0.999987,1895.223455,1827.075438,1895.723455,2269.424562,8.221722,12.199577,80374.48624,494.94396,162.391084,1611.748779,113.706638,188.677257,6.321966,10.51188,10.469206,10.554554,51.720151,0.99878,1871.345394,1755.603936,1871.845394,2340.896064,8.221552,12.191815,172872.4855,580.851054,297.619302,3310.53833,244.564539,189.134007,6.30554,10.571712,10.547481,10.595944,57.629376,0.999885,1959.896693,2223.450892,1960.396693,1873.049108,8.222166,12.24254,19829.82484,430.881001,46.021581,466.22052,28.053464,189.341633,6.857322,11.960988,10.853674,13.068303,67.859174,0.934245,2607.145003,2237.325925,2607.645003,1859.174075,8.226942,12.244825,611325.2338,882.095707,693.037308,10686.66797,864.848291,191.418723,6.399069,10.68412,10.667225,10.701016,302.475414,0.999944,1535.947096,2713.760828,1536.447096,1382.739172,8.218996,12.295064,1127229.389,1138.67877,989.94503,18829.15234,1594.703371,194.335392,6.586774,10.746515,10.703639,10.789391,296.855555,0.999818,1127.061273,1892.802063,1127.561273,2203.697937,8.216048,12.205732,1113432.887,1134.139386,981.742545,19419.62695,1575.185313,197.439473,6.428503,10.602577,10.605624,10.59953,319.467438,0.999986
coj1m011-fa12-20190330-0150-e91.fits,0,58572.96019,2458572.960187,2458572.963319,1.464146,55,7.729214,15,30,45,0.2402,0.008077,0.025309,0.028031,0.060816,0.007029,0.274635,0.653837,0.637178,0.000361,0.000152,0.000173,0.000176,0.000209,0.000153,0.000444,0.00086,0.000841,666.229088,52.965895,146.611977,159.42421,290.885396,46.059223,618.508632,760.06914,757.511203,2831731.152,1829.301653,2064.90252,2035.24827,2065.40252,2061.25173,8.222957,12.222238,680180.4453,706.858347,921.547629,738.08496,10833.83789,962.258489,193.977992,2936,6.750044,11.214016,11.239965,11.188067,356.978845,0.999978,2255.946128,1895.310002,2256.446128,2201.189998,8.224379,12.207331,22870.97566,431.552866,52.996927,528.241089,32.355812,187.686844,6.78551,11.106285,11.030155,11.182416,285.865416,0.99974,2331.327842,1845.47124,2331.827842,2251.02876,8.224939,12.202031,71667.39958,486.626255,147.274009,1286.718994,101.38863,188.759795,6.858677,10.973294,10.993328,10.95326,42.26083,0.998537,1895.075286,1827.681947,1895.575286,2268.818053,8.221722,12.199575,79375.31236,495.239964,160.276468,1392.508301,112.293096,190.443156,6.993878,10.964221,10.785054,11.143388,279.735549,0.998799,1871.293835,1756.274998,1871.793835,2340.225002,8.221552,12.191821,172214.7368,581.489732,296.161269,2893.579834,243.634015,190.510853,6.760219,11.033814,10.976103,11.091524,78.229041,0.99987,1959.906718,2223.862798,1960.406718,1872.637202,8.222167,12.242514,19904.74869,431.964202,46.079626,430.157898,28.159459,190.776799,8.188543,12.525277,11.861654,13.1889,66.418032,0.975845,2607.120918,2237.896015,2607.620918,1858.603985,8.226942,12.244816,610129.6591,882.884797,691.063728,9453.02832,863.156899,193.168875,6.69575,11.271557,11.255112,11.288002,285.27573,0.999989,1535.81664,2714.520366,1536.31664,1381.979634,8.218996,12.295071,1119512.21,1136.062951,985.431492,17882.51953,1583.785796,194.906123,6.612474,11.140853,11.166242,11.115463,323.796125,0.999773,1126.905141,1893.431089,1127.405141,2203.068911,8.216048,12.205732,1102089.283,1129.699049,975.56007,16708.51172,1559.137397,198.460411,6.770623,11.18878,11.209856,11.167705,328.971961,0.999935
coj1m011-fa12-20190330-0151-e91.fits,0,58572.96113,2458572.961132,2458572.964264,1.467577,55,7.430916,15,30,45,0.24022,0.008204,0.024872,0.028238,0.061018,0.007316,0.27281,0.652509,0.641507,0.000362,0.000155,0.000174,0.000178,0.000211,0.000155,0.000444,0.000862,0.000849,662.837087,52.929703,142.579437,158.494719,289.011997,47.309764,614.473574,757.29864,755.313562,2820440.071,1828.64534,2064.639692,2035.179342,2065.139692,2061.320658,8.222957,12.222244,677524.9438,706.858347,922.954711,734.082546,11812.08008,958.501723,199.299146,2908,6.374955,11.013627,11.070565,10.95669,14.945076,0.999858,2255.782538,1895.249869,2256.282538,2201.250131,8.224379,12.207339,23138.9662,436.90661,52.960897,568.532898,32.734941,192.209189,6.70312,11.521214,11.515143,11.527284,52.11249,0.999982,2331.072521,1845.341008,2331.572521,2251.158992,8.224939,12.202031,70149.19674,489.894085,143.192578,1437.814819,99.240813,193.434985,6.368019,10.656217,10.492655,10.81978,67.954416,0.998174,1894.845172,1827.573451,1895.345172,2268.926549,8.221722,12.199577,79644.98375,499.848523,159.33824,1491.580933,112.674603,194.465081,6.539809,10.878602,10.976259,10.780945,28.720491,0.998887,1871.019786,1756.067049,1871.519786,2340.432951,8.221552,12.191812,172098.7829,584.925232,294.223558,3052.807617,243.469973,194.834625,6.382275,10.831384,10.944959,10.71781,1.060707,0.99956,1959.551891,2223.766797,1960.051891,1872.733203,8.222166,12.242517,20633.09078,435.922318,47.332036,477.507019,29.189852,195.389159,7.43546,13.029998,11.951419,14.108576,72.61892,0.959941,2606.920696,2237.750091,2607.420696,1858.749909,8.226942,12.244814,604523.944,881.373366,685.8886,10160.69824,855.226435,197.532516,6.467409,11.046456,11.093597,10.999315,16.632083,0.999896,1535.661898,2714.264753,1536.161898,1382.235247,8.218996,12.295055,1113677.662,1134.353987,981.772599,18805.35352,1575.531599,198.791365,6.494062,11.070856,11.109455,11.032258,33.521534,0.99968,1126.746329,1893.25882,1127.246329,2203.24118,8.216048,12.205725,1102238.465,1131.532501,974.111184,19151.15039,1559.348446,202.638675,6.383919,10.872562,10.92999,10.815135,24.181175,0.999747
coj1m011-fa12-20190330-0152-e91.fits,0,58572.96208,2458572.962077,2458572.965209,1.471097,55,7.317198,15,30,45,0.240583,0.008093,0.024854,0.028432,0.060829,0.007299,0.274153,0.653253,0.638547,0.000362,0.000154,0.000174,0.000178,0.00021,0.000155,0.000444,0.000861,0.000844,665.07094,52.509793,142.836135,160.11891,289.11708,47.160856,617.072496,758.833823,756.468643,2831356.676,1831.976398,2065.166759,2034.870052,2065.666759,2061.629948,8.222956,12.222224,681177.6622,706.858347,924.536634,736.777362,12053.56348,963.669263,199.302601,2976,6.385315,10.582604,10.560095,10.605113,55.866744,0.999868,2256.11803,1894.955972,2256.61803,2201.544028,8.224377,12.20732,22915.17305,436.146137,52.540126,576.988342,32.418338,192.798204,6.519966,11.019803,11.310735,10.728872,343.45152,0.996033,2331.575827,1845.126279,2332.075827,2251.373721,8.224938,12.202021,70371.00497,490.560939,143.450078,1436.966919,99.554607,194.450581,6.297348,10.372814,10.035092,10.710537,87.828842,0.995744,1895.365214,1827.424149,1895.865214,2269.075851,8.221721,12.199577,80500.1197,500.046719,160.985197,1578.40625,113.884373,195.038931,6.582871,10.354416,10.192664,10.516169,71.051569,0.998433,1871.556779,1755.927846,1872.056779,2340.572154,8.221551,12.191814,172228.36,585.188581,294.312578,3118.724365,243.653287,195.787106,6.559453,10.437903,10.326847,10.548959,72.509016,0.999326,1960.317792,2223.940093,1960.817792,1872.559907,8.222167,12.242548,20665.76995,437.993454,47.182828,493.214508,29.236084,196.035406,6.900819,12.355797,11.207649,13.503945,84.850105,0.964928,2607.400209,2237.448976,2607.900209,1859.051024,8.226941,12.244789,609208.428,883.819869,689.290261,11088.78125,861.853624,197.358,6.402344,10.569157,10.550059,10.588255,57.421131,0.999926,1536.159557,2714.21023,1536.659557,1382.28977,8.218996,12.295059,1118759.374,1137.239354,983.75014,19264.58984,1582.720751,199.373249,6.459035,10.639997,10.533773,10.746221,80.331437,0.999552,1127.258218,1892.997953,1127.758218,2203.502047,8.216048,12.205718,1103388.874,1132.11599,974.625289,20165.37305,1560.975942,203.743314,6.316713,10.431788,10.428368,10.435208,46.509674,0.999845
coj1m011-fa12-20190330-0153-e91.fits,0,58572.96304,2458572.963035,2458572.966167,1.474751,55,7.291383,15,30,45,0.23993,0.007772,0.025182,0.028196,0.060998,0.006857,0.273299,0.651351,0.641837,0.000361,0.000154,0.000173,0.000177,0.00021,0.000154,0.000443,0.000857,0.000847,665.38366,50.568744,145.338211,159.34614,290.282437,44.560072,617.521693,759.959799,758.1683,2837359.394,1832.670518,2064.68207,2034.864264,2065.18207,2061.635736,8.222957,12.222243,680768.5212,706.858347,923.813018,736.911592,11907.23535,963.090447,198.346071,2989,6.456984,10.580511,10.555324,10.605698,280.570722,0.999974,2255.606569,1894.825846,2256.106569,2201.674154,8.224377,12.207326,22051.68326,435.840711,50.59574,605.496887,31.19675,192.449581,6.375576,10.043318,10.506312,9.580324,358.219785,0.991503,2331.077954,1844.971356,2331.577954,2251.528644,8.224938,12.202024,71450.26251,489.442777,145.982873,1447.621094,101.081444,192.977144,6.414987,10.519065,10.435716,10.602414,66.98565,0.999479,1894.810494,1827.296795,1895.310494,2269.203205,8.221721,12.199582,80000.94893,499.391399,160.19689,1597.758301,113.178191,194.128477,6.342562,10.608097,10.624304,10.591889,41.735618,0.999278,1871.008818,1755.804679,1871.508818,2340.695321,8.221551,12.19182,173072.1519,585.646171,295.523407,3175.491943,244.847009,194.941814,6.578015,10.563953,10.460487,10.667419,274.291803,0.999608,1959.704998,2223.586539,1960.204998,1872.913461,8.222167,12.242529,19455.13042,436.423679,44.57854,506.180328,27.523379,195.500755,6.924501,11.803384,10.403388,13.203379,83.325915,0.942197,2606.92254,2237.248349,2607.42254,1859.251651,8.226942,12.244788,609006.3098,883.178177,689.562226,10860.73438,861.567685,197.411751,6.462338,10.625404,10.579351,10.671458,86.797774,0.999924,1535.619329,2714.056969,1536.119329,1382.443031,8.218996,12.295063,1119154.771,1136.578403,984.670102,20246.08594,1583.280124,198.592971,6.336776,10.560665,10.566257,10.555073,40.358494,0.999957,1126.707156,1893.015569,1127.207156,2203.484431,8.216048,12.205738,1109198.313,1134.401635,977.782717,19558.40039,1569.194616,203.19396,6.41351,10.541456,10.510187,10.572726,289.320095,0.999942
coj1m011-fa12-20190330-0154-e91.fits,0,58572.96398,2458572.963979,2458572.967111,1.478403,55,5.856859,15,30,45,0.241186,0.007813,0.025389,0.028013,0.060879,0.007361,0.272836,0.654168,0.63983,0.000362,0.000154,0.000174,0.000177,0.00021,0.000154,0.000443,0.000861,0.000845,666.566472,50.674448,145.812194,158.262536,289.757609,47.776026,616.206692,759.899094,757.617246,2837961.79,1834.144307,2065.108981,2034.702737,2065.608981,2061.797263,8.222957,12.222236,684475.84,706.858347,926.697029,738.618792,19306.57813,968.33523,198.827023,3035,4.999027,9.292828,9.255667,9.329988,78.604654,0.999925,2256.104731,1894.866716,2256.604731,2201.633284,8.224378,12.207341,22171.6796,437.297032,50.701647,804.334167,31.36651,193.452062,5.099248,9.705118,9.819857,9.590378,38.792104,0.987909,2331.539935,1844.94574,2332.039935,2251.55426,8.224939,12.202032,72051.96305,491.943205,146.463987,2129.428711,101.932676,193.980703,5.01695,9.248173,9.225317,9.27103,311.24031,0.998573,1895.312738,1827.229465,1895.812738,2269.270535,8.221722,12.199584,79499.44572,499.691824,159.096951,2400.393066,112.468709,195.48403,5.065072,9.111457,9.088378,9.134537,53.670259,0.999711,1871.47235,1755.693919,1871.97235,2340.806081,8.221552,12.191817,172772.722,585.717838,294.976029,5088.451172,244.423402,195.885676,5.160887,9.105446,9.060864,9.150027,59.399142,0.999587,1960.160021,2223.572257,1960.660021,1872.927743,8.222167,12.24254,20889.4162,437.027887,47.798818,645.727356,29.552479,196.402822,5.122455,11.576467,9.904284,13.24865,80.203749,0.909771,2607.321161,2237.19695,2607.821161,1859.30305,8.226942,12.244797,608325.3091,884.536103,687.733725,17168.79102,860.604266,197.937714,4.991331,9.2916,9.226082,9.357117,79.702242,0.999773,1536.07818,2713.921284,1536.57818,1382.578716,8.218996,12.295062,1122318.252,1138.663882,985.644903,30638.57031,1587.755534,200.618329,4.998678,9.137415,9.04243,9.2324,77.024457,0.999465,1127.228279,1892.775994,1127.728279,2203.724006,8.216049,12.20572,1107318.229,1133.633884,976.78646,31342.65039,1566.534842,203.944197,4.966697,9.160342,9.091751,9.228933,73.074249,0.999675
coj1m011-fa12-20190330-0155-e91.fits,0,58572.96493,2458572.964927,2458572.968059,1.482189,55,5.434277,15,30,45,0.241027,0.007988,0.025098,0.028267,0.061292,0.007115,0.274042,0.653912,0.638085,0.000362,0.000154,0.000174,0.000178,0.000211,0.000154,0.000444,0.000861,0.000843,665.920938,51.707348,144.592936,159.110759,290.548854,46.057595,617.090815,759.328691,756.90336,2834553.732,1833.043697,2064.785068,2034.950564,2065.285068,2061.549436,8.222957,12.222244,683204.8605,706.858347,925.950454,737.841704,21263.63672,966.537162,199.593648,3043,4.829178,8.866115,8.838901,8.893328,63.566263,0.999897,2255.793434,1895.109434,2256.293434,2201.390566,8.224379,12.207347,22641.99806,437.642565,51.73628,908.795898,32.031875,193.099219,4.911442,8.627406,9.257089,7.997722,10.622885,0.97573,2331.202961,1845.146801,2331.702961,2251.353199,8.224939,12.202034,71142.31881,489.862314,145.229214,2378.890137,100.645793,194.028898,4.930562,8.630171,8.60444,8.655901,307.580986,0.999458,1894.975874,1827.466289,1895.475874,2269.033711,8.221722,12.199589,80123.15389,500.895675,159.959764,2718.676025,113.351076,195.354592,4.613526,8.698413,8.477522,8.919304,270.532073,0.997423,1871.160152,1755.931752,1871.660152,2340.568248,8.221552,12.191821,173736.593,587.3102,295.817428,5772.931641,245.787001,195.776475,4.775621,8.621813,8.558115,8.685511,66.371269,0.999526,1959.95567,2224.092235,1960.45567,1872.407765,8.222168,12.242578,20167.77502,437.68737,46.078037,706.246521,28.531565,196.199467,4.688957,11.218439,9.874276,12.562602,75.827339,0.927947,2607.009839,2237.428905,2607.509839,1859.071095,8.226942,12.244805,609701.8636,884.666623,689.188274,19008.83008,862.551693,198.560036,4.710317,8.863573,8.835579,8.891568,71.565788,0.999938,1535.828186,2713.952383,1536.328186,1382.547617,8.218996,12.295049,1120705.491,1138.220384,984.612037,34894.82813,1585.473943,200.085301,4.823027,8.822219,8.766325,8.878114,274.587938,0.999835,1126.887967,1893.02653,1127.387967,2203.47347,8.216048,12.205724,1104146.378,1132.196325,975.225192,34859.99219,1562.047591,203.947514,4.769005,8.720041,8.667956,8.772125,67.749354,0.999719
coj1m011-fa12-20190330-0156-e91.fits,0,58572.96588,2458572.965876,2458572.969008,1.486026,55,6.054795,15,30,45,0.242262,0.008058,0.025294,0.027711,0.06076,0.007551,0.27401,0.651562,0.640448,0.000366,0.000156,0.000176,0.000179,0.000212,0.000156,0.000448,0.000865,0.000852,662.416128,51.703897,143.785761,154.889012,286.349952,48.401169,612.092557,753.355847,751.592705,2795586.784,1821.570698,2065.017916,2034.911406,2065.517916,2061.588594,8.222957,12.222264,677265.3783,706.858347,922.275564,734.34167,16403.35156,958.134513,198.226208,3095,5.487006,9.620053,9.606451,9.633655,287.688633,0.999988,2255.979891,1894.990903,2256.479891,2201.509097,8.224378,12.20736,22527.1836,435.448722,51.733264,758.550903,31.869446,191.787108,5.435177,9.640529,9.198878,10.082181,66.065026,0.981422,2331.441851,1845.100543,2331.941851,2251.399457,8.224939,12.202054,70710.95337,489.616851,144.420996,1909.728271,100.035536,192.841567,5.385338,9.472109,9.330292,9.613926,285.069692,0.998802,1895.206982,1827.34189,1895.706982,2269.15811,8.221722,12.199599,77467.90954,497.597406,155.683909,2106.882568,109.594673,194.797728,5.425784,9.31538,9.323026,9.307734,43.074576,0.999403,1871.385899,1755.887597,1871.885899,2340.612403,8.221552,12.191839,169859.3344,582.771165,291.468324,4450.924316,240.301802,194.530641,5.430649,9.381855,9.344079,9.419631,292.63317,0.999869,1960.180654,2223.724493,1960.680654,1872.775507,8.222168,12.242562,21108.77053,435.904147,48.425257,557.16626,29.862802,194.074438,5.615667,12.190923,10.619671,13.762175,86.602848,0.934794,2607.248597,2237.408221,2607.748597,1859.091779,8.226942,12.244831,601266.6318,879.725036,683.471093,14888.26074,850.618281,196.875454,5.409854,9.543511,9.529644,9.557378,296.792868,0.999976,1536.070717,2713.790787,1536.570717,1382.709213,8.218996,12.295055,1102894.071,1129.813615,976.173465,26158.41406,1560.275939,198.67328,5.46327,9.635231,9.553053,9.71741,280.235196,0.999669,1127.144019,1892.835276,1127.644019,2203.664724,8.216048,12.205723,1091426.081,1125.932885,969.352699,27200.01172,1544.052052,202.956495,5.406136,9.458342,9.397956,9.518728,79.735334,0.999814
coj1m011-fa12-20190330-0157-e91.fits,0,58572.96683,2458572.966825,2458572.969957,1.489944,55,6.004743,15,30,45,0.241581,0.00786,0.025107,0.02851,0.060947,0.007074,0.273708,0.652439,0.640084,0.000365,0.000155,0.000175,0.000179,0.000212,0.000156,0.000447,0.000867,0.000853,660.992751,50.612699,143.58957,159.139878,287.340848,45.471177,612.070115,752.728393,750.638344,2784049.216,1815.703957,2064.739997,2035.158486,2065.239997,2061.341514,8.222957,12.222231,672572.6764,706.858347,918.117981,732.555826,16890.38867,951.495698,194.438225,2997,5.328957,9.534403,9.590338,9.478467,19.500969,0.999772,2255.893174,1895.359723,2256.393174,2201.140277,8.224379,12.207341,21883.61534,432.138392,50.640294,751.503418,30.958983,189.321555,5.422868,9.360155,9.301558,9.418751,53.098751,0.997986,2331.108005,1845.445593,2331.608005,2251.054407,8.224939,12.202033,69898.44522,484.65413,144.223356,1860.237305,98.886072,190.396758,5.455402,9.421559,9.425522,9.417596,44.007513,0.99941,1894.904684,1827.654718,1895.404684,2268.845282,8.221721,12.199575,79372.70756,496.067055,160.003989,2184.967041,112.289411,190.21173,5.332087,9.44353,9.511525,9.375534,23.022796,0.99957,1871.104007,1756.194972,1871.604007,2340.305028,8.221552,12.191815,169680.0431,580.056739,292.523182,4354.994629,240.048157,191.404058,5.336971,9.353218,9.434444,9.271993,26.9726,0.999129,1959.878393,2223.98438,1960.378393,1872.51562,8.222168,12.24253,19695.37986,432.949374,45.491184,614.138306,27.863263,192.21075,5.241881,11.688689,9.89568,13.481697,84.518402,0.906784,2606.961775,2237.739697,2607.461775,1858.760303,8.226942,12.244804,598266.3223,875.095165,683.658585,15558.71875,846.373711,193.604051,5.311495,9.463881,9.516239,9.411524,19.624109,0.999796,1535.713702,2714.337747,1536.213702,1382.162253,8.218996,12.295051,1099237.592,1126.81256,975.528345,29094.34961,1555.103079,194.71805,5.255664,9.440935,9.456855,9.425015,38.366333,0.999784,1126.799866,1893.225415,1127.299866,2203.274585,8.216048,12.20571,1086545.302,1123.06846,967.479134,27663.63086,1537.147161,199.942277,5.302568,9.419617,9.413578,9.425656,46.943335,0.999642
coj1m011-fa12-20190330-0158-e91.fits,0,58572.96777,2458572.967769,2458572.970901,1.493944,55,6.117238,15,30,45,0.240777,0.007992,0.025159,0.02826,0.060783,0.007281,0.27426,0.652229,0.639377,0.000365,0.000155,0.000175,0.000179,0.000212,0.000156,0.000448,0.000866,0.000851,660.448936,51.444065,143.767982,158.136061,287.228934,46.808829,612.76638,753.393818,751.46379,2790369.29,1818.026974,2065.092276,2034.511039,2065.592276,2061.988961,8.222957,12.222227,671857.8689,706.858347,918.276259,731.651136,16438.88672,950.484452,195.928413,3070,5.24383,9.753325,9.810639,9.69601,353.070685,0.999853,2256.082664,1894.70031,2256.582664,2201.79969,8.224378,12.207334,22300.521,433.247081,51.472986,717.834106,31.548784,190.142669,5.729166,10.037835,10.013095,10.062575,47.602874,0.997048,2331.505969,1844.658698,2332.005969,2251.841302,8.224939,12.202012,70203.84949,486.166549,144.402879,1978.794922,99.31813,190.59596,5.257558,9.377867,9.364686,9.391048,57.709368,0.999957,1895.273216,1827.009392,1895.773216,2269.490608,8.221722,12.199569,78854.67503,495.997042,158.982148,2138.662109,111.556545,191.831857,5.396479,9.591984,9.534847,9.64912,271.69829,0.999858,1871.468922,1755.552782,1871.968922,2340.947218,8.221552,12.191809,169606.0684,580.058825,292.394601,4438.375488,239.943504,191.491767,5.387084,9.508166,9.55029,9.466042,358.3286,0.999921,1960.172518,2223.489546,1960.672518,1873.010454,8.222167,12.242543,20317.1754,433.843889,46.830613,568.652222,28.742924,192.131347,5.96625,11.439918,9.398213,13.481624,83.150969,0.873226,2607.288077,2237.03604,2607.788077,1859.46396,8.226942,12.244795,600573.3422,877.437034,684.46318,14443.40137,849.637476,194.110843,5.393748,9.762077,9.769553,9.7546,323.172832,0.99997,1536.115644,2713.629896,1536.615644,1382.870104,8.218996,12.295045,1101517.657,1128.387774,976.187161,26209.5293,1558.328712,196.67469,5.347286,9.790118,9.833717,9.74652,344.708629,0.999893,1127.229352,1892.612551,1127.729352,2203.887449,8.216048,12.205708,1088278.29,1123.417715,968.720962,27036.00195,1539.598838,199.763534,5.329001,9.609328,9.648629,9.570028,20.679876,0.999881
