Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
elp1m008-fa05-20201220-0238-e91.fits,0,59204.95147,2459204.951,2459204.955120,1.390599,89.999,11.654514,22.045004,1.35,21,37,56,0.174019,0.111593,0.158315,0.151576,1.001029,0.035458,4.361531,0.229277,0.000483,0.000442,0.000473,0.000469,0.001115,0.000394,0.011507,0.000605,360.136473,252.685442,334.767036,323.094081,898.077152,89.936534,379.034906,379.034906,2459539.175,2043.378957,2310.300419,2060.142167,2310.800419,2036.357833,10.107899,74.827165,428007.4783,1526.758056,1134.016139,377.426267,4638.797852,280.337462,423.268152,4798,10.462822,15.104769,16.063568,14.14597,339.292066,0.971571,2171.14695,1945.980368,2171.64695,2150.519632,10.11168,74.839791,274466.167,1061.992534,258.444535,3000.006348,179.770571,421.938119,10.769718,15.311532,16.193617,14.429446,340.722712,0.978436,2200.507115,1774.939227,2201.007115,2321.560773,10.110786,74.858247,389382.0474,1117.251857,348.5177,4210.606934,255.038476,425.278172,10.646999,15.461955,16.423274,14.500636,340.380229,0.974422,2011.641337,2289.458652,2012.141337,1807.041348,10.116236,74.802909,372806.1404,1111.51617,335.403254,4036.151855,244.181545,423.658495,9.835848,15.503112,16.454058,14.552167,341.684578,0.976805,2242.961781,2399.457888,2243.461781,1697.042112,10.109923,74.790574,2462069.043,1825.31446,1348.846513,24686.13867,1612.612446,431.394192,10.373773,15.272182,16.284983,14.259382,340.857224,0.971697,2126.016939,2287.218082,2126.516939,1809.281918,10.113087,74.802944,87209.44012,966.966966,90.188645,1208.204346,57.120668,421.27977,9.361421,18.338455,16.604908,20.072001,83.962806,0.963279,1759.664942,1476.500562,1760.164942,2619.999438,10.122843,74.891322,2000800.998,1691.4548,1182.887653,19058.49219,1310.489891,428.741056,10.003199,15.514189,16.321913,14.706465,339.615391,0.981199,3075.20447,1592.762901,3075.70447,2503.737099,10.086507,74.875993,458738.1771,1146.463355,400.13331,4813.699219,300.465536,425.061609,10.521678,15.405261,16.290738,14.519784,335.683493,0.969942
elp1m008-fa05-20201220-0239-e91.fits,0,59204.95281,2459204.953,2459204.956464,1.390413,89.991,11.175299,21.348068,1.35,21,37,56,0.174904,0.110986,0.158877,0.150916,1.00218,0.034753,4.356693,0.229532,0.000441,0.000397,0.000431,0.000425,0.001047,0.00035,0.010505,0.000553,397.029118,279.45412,368.828518,354.758766,957.112569,99.21915,414.726067,414.726067,2628472.791,2037.02531,2310.537681,2059.956984,2311.037681,2036.543016,10.107898,74.827178,459729.1899,1431.749393,1101.74788,417.272588,5808.220215,321.09613,405.751549,4781,9.881363,14.562357,15.58684,13.537874,338.094821,0.962357,2171.433083,1945.878236,2171.933083,2150.621764,10.111678,74.839795,291723.6417,1019.129812,286.247776,3847.143066,203.753285,403.289651,10.195066,14.646158,15.641062,13.651254,340.19716,0.96919,2200.773738,1774.868554,2201.273738,2321.631446,10.110785,74.858248,417604.9558,1085.007831,384.886582,5282.543457,291.674617,406.333054,9.735477,14.909762,15.856148,13.963377,338.638054,0.970377,2011.861643,2289.328974,2012.361643,1807.171026,10.116235,74.802915,396677.7346,1075.071885,368.977871,4914.269043,277.058078,406.53142,9.602964,14.883833,15.894785,13.872881,340.544347,0.9698,2243.197517,2399.333414,2243.697517,1697.166586,10.109922,74.79058,2634202.353,1845.870127,1427.078924,31335.58398,1839.848766,412.815638,9.538715,14.767081,15.87146,13.662701,340.185766,0.962704,2126.076516,2287.100316,2126.576516,1809.399684,10.11309,74.802949,91347.6299,917.93953,99.513777,1428.304199,63.80141,402.888739,8.994161,17.76162,15.997664,19.525575,86.791139,0.960825,1759.883364,1476.396703,1760.383364,2620.103297,10.122843,74.891324,2137783.345,1703.675643,1254.806544,24493.67578,1493.126769,411.224179,9.849986,14.993334,15.830936,14.155731,338.097235,0.976181,3075.380483,1592.696744,3075.880483,2503.803256,10.086509,74.875998,490689.4458,1116.674266,439.420394,6076.164551,342.720205,406.402772,9.950145,14.890313,15.828171,13.952455,334.084194,0.958776
elp1m008-fa05-20201220-0240-e91.fits,0,59204.95417,2459204.954,2459204.957816,1.390257,90.003,11.331509,21.736047,1.35,21,37,56,0.175345,0.111193,0.158923,0.151081,1.004243,0.035134,4.38517,0.228041,0.000424,0.000383,0.000414,0.000409,0.001016,0.000335,0.010234,0.000532,413.778712,290.631067,383.617868,369.608233,988.715533,104.971697,428.511153,428.511153,2764218.782,2072.204774,2310.398785,2060.183249,2310.898785,2036.316751,10.107894,74.82718,484691.8728,1484.263429,1113.600488,435.24754,5989.116699,326.553807,388.84904,4664,10.369887,14.950159,16.027963,13.872355,339.176769,0.963153,2171.255962,1946.000569,2171.755962,2150.499431,10.111675,74.839809,307361.0521,1032.158741,297.784672,3886.806885,207.079853,387.695669,10.142996,14.885189,15.938409,13.831969,339.538466,0.965272,2200.569837,1774.910104,2201.069837,2321.589896,10.110783,74.858271,439296.7555,1096.766798,400.537978,5520.619141,295.969534,390.726102,9.932561,14.973548,16.002851,13.944244,339.270341,0.966662,2011.716799,2289.523707,2012.216799,1806.976293,10.116232,74.802919,417621.4109,1085.664318,384.669003,5098.120605,281.366099,390.584761,9.727256,15.097708,16.237393,13.958023,341.378851,0.964441,2242.984281,2399.542885,2243.484281,1696.957115,10.10992,74.790582,2775947.194,1884.737788,1472.855912,31850.48047,1870.252369,397.46396,10.092269,14.904799,16.118494,13.691103,341.147941,0.958185,2126.174333,2287.079845,2126.674333,1809.420155,10.11308,74.802976,97117.9458,922.313164,105.298232,1415.104248,65.431745,386.985288,8.739816,18.093577,16.461035,19.726118,86.533851,0.967486,1759.80926,1476.414738,1760.30926,2620.085262,10.122838,74.891352,2250916.738,1736.655239,1296.121813,25066.74023,1516.521053,395.11166,9.978138,15.140411,16.101372,14.17945,339.407546,0.971778,3075.234089,1592.757307,3075.734089,2503.742693,10.086503,74.876018,513302.0442,1130.51369,454.043192,6232.147949,345.829476,390.775172,10.493849,14.96196,15.918684,14.005236,334.189723,0.957916
elp1m008-fa05-20201220-0241-e91.fits,0,59204.95551,2459204.956,2459204.959160,1.390132,89.98,11.719183,22.001173,1.35,21,37,56,0.174673,0.110482,0.158727,0.150436,1.001461,0.035264,4.37199,0.228729,0.000425,0.000385,0.000416,0.000411,0.001015,0.000339,0.010241,0.000536,410.739463,287.209532,381.359229,366.375875,986.546821,103.982825,426.908444,426.908444,2774705.459,2085.113648,2309.990977,2060.636807,2310.490977,2035.863193,10.107893,74.827169,484667.2543,1520.69305,1122.371466,431.824283,5669.081055,318.714717,388.060503,4618,10.794665,14.945499,16.18477,13.706228,340.150972,0.954176,2170.804658,1946.478858,2171.304658,2150.021142,10.111676,74.839795,306554.3492,1042.197863,294.142178,3733.288086,201.588578,387.405627,10.445692,15.022771,16.130956,13.914586,338.057081,0.958549,2200.131512,1775.42198,2200.631512,2321.07802,10.110783,74.858253,440420.678,1106.431086,398.055228,5143.823242,289.618393,389.628254,10.182536,15.184937,16.208739,14.161136,339.450959,0.968271,2011.297474,2289.850566,2011.797474,1806.649434,10.116231,74.802922,417415.6911,1095.278254,381.104701,4968.469238,274.490431,389.53766,10.750122,15.260815,16.362504,14.159125,341.437842,0.967549,2242.670432,2399.85827,2243.170432,1696.64173,10.109917,74.790587,2778758.941,1890.268941,1470.033645,31920.70117,1827.297719,397.180321,9.946085,15.124939,16.337705,13.912173,340.507557,0.957979,2125.559892,2287.510893,2126.059892,1808.989107,10.113085,74.802968,97848.29368,938.127146,104.30174,1356.719116,64.344539,387.193506,9.471142,18.146581,16.680471,19.612691,86.814582,0.973906,1759.296285,1476.985038,1759.796285,2619.514962,10.12284,74.891326,2258191.895,1744.4372,1294.510284,24925.51758,1484.975482,394.067876,10.757998,15.257117,16.284021,14.230212,339.792593,0.969022,3074.901269,1593.285385,3075.401269,2503.214615,10.086502,74.876,516513.5644,1142.207416,452.206453,6391.222656,339.656688,389.796627,10.073715,15.132383,16.188157,14.076609,335.356886,0.954679
elp1m008-fa05-20201220-0242-e91.fits,0,59204.95686,2459204.957,2459204.960508,1.390039,89.975,11.891494,22.084365,1.35,21,37,56,0.175106,0.111191,0.159042,0.149808,0.99999,0.035715,4.371206,0.22877,0.000421,0.00038,0.00041,0.000404,0.001005,0.000333,0.010101,0.000529,416.366794,292.598459,387.517527,370.383749,994.84008,107.339512,432.750768,432.750768,2808039.025,2090.185397,2309.766947,2060.557864,2310.266947,2035.942136,10.107894,74.827169,491705.6217,1532.214945,1122.794631,437.93015,6168.575684,320.911647,379.900378,4683,10.436333,15.008235,16.168074,13.848396,339.063522,0.957426,2170.558731,1946.324266,2171.058731,2150.175734,10.111676,74.839802,312228.0466,1041.470506,299.795381,3961.856445,203.775618,379.402763,9.99883,15.022509,16.167767,13.877252,339.139941,0.958752,2199.910745,1775.243283,2200.410745,2321.256717,10.110783,74.858263,446597.2265,1103.47105,404.720384,5346.272949,291.471655,382.311558,9.975303,15.305796,16.355104,14.256487,338.821056,0.965892,2010.967765,2289.833419,2011.467765,1806.666581,10.116234,74.802914,420666.6591,1091.741829,385.316975,4981.916016,274.548072,381.254849,10.700196,15.319581,16.345942,14.29322,337.543181,0.964519,2242.335975,2399.850416,2242.835975,1696.649584,10.109919,74.79058,2808009.69,1896.87637,1480.333529,31636.16797,1832.647371,388.650391,10.776048,15.147686,16.335594,13.959777,339.18742,0.956511,2125.236915,2287.77795,2125.736915,1808.72205,10.113087,74.802931,100287.8602,931.318153,107.683781,1347.831665,65.452866,378.109374,10.448984,18.500496,16.767323,20.23367,87.225642,0.965177,1759.073275,1476.753683,1759.573275,2619.746317,10.122841,74.891337,2285244.125,1752.172528,1304.23465,24860.34375,1491.464453,386.664536,10.762949,15.375013,16.356083,14.393942,337.981963,0.968742,3074.677092,1593.218311,3075.177092,2503.281689,10.086503,74.876004,522794.9001,1139.634339,458.739161,6352.333984,341.202063,381.503941,10.314125,15.35864,16.374421,14.342858,333.401879,0.951672
elp1m008-fa05-20201220-0243-e91.fits,0,59204.9582,2459204.958,2459204.961853,1.389978,89.979,12.261741,22.374131,1.35,21,37,56,0.175169,0.110747,0.159005,0.151497,0.999025,0.035952,4.385992,0.227999,0.000424,0.000383,0.000415,0.000411,0.001009,0.000338,0.010241,0.000532,412.881309,289.123074,383.135556,368.994116,990.412146,106.337559,428.291739,428.291739,2810113.966,2102.971335,2309.826814,2060.642652,2310.326814,2035.857348,10.107891,74.827166,492245.3768,1572.686705,1133.881805,434.124063,5624.442871,312.996463,380.040905,4786,10.927967,15.247401,16.452264,14.042539,338.094563,0.952629,2170.681388,1946.385357,2171.181388,2150.114643,10.111673,74.839802,311212.1712,1050.90253,296.137998,3658.804932,197.885676,379.486644,10.442727,15.204614,16.322951,14.086277,337.736523,0.95788,2200.012679,1775.273732,2200.512679,2321.226268,10.11078,74.858266,446822.4792,1117.260019,399.927028,5103.092285,284.114107,382.360845,10.828575,15.393905,16.539358,14.248452,338.81821,0.959879,2011.105082,2289.913631,2011.605082,1806.586369,10.116229,74.80291,425723.8347,1108.88118,383.921959,4806.342773,270.698438,380.989436,10.853734,15.462162,16.713761,14.210564,341.204984,0.9588,2242.404478,2399.949936,2242.904478,1696.550064,10.109917,74.790574,2807374.101,1902.843314,1475.357472,30290.43945,1785.081601,389.420404,10.910967,15.285057,16.529235,14.040879,339.074749,0.952862,2125.498181,2287.708796,2125.998181,1808.791204,10.11308,74.802943,101027.88,947.05465,106.675871,1321.321411,64.239037,377.897608,9.877123,18.368029,17.029353,19.706706,86.479131,0.978657,1759.151083,1476.657946,1759.651083,2619.842054,10.122839,74.891355,2288369.069,1760.569696,1299.788968,23506.26367,1455.069888,386.766101,11.594364,15.524643,16.54419,14.505096,337.988582,0.96692,3074.692208,1593.176969,3075.192208,2503.323031,10.086501,74.876016,521744.8974,1150.166415,453.625572,6008.69043,331.753868,383.332557,10.76698,15.493548,16.456329,14.530766,332.123381,0.951603
elp1m008-fa05-20201220-0244-e91.fits,0,59204.95955,2459204.96,2459204.963197,1.389948,89.976,12.68908,22.598441,1.35,21,37,56,0.175499,0.111419,0.159196,0.151168,1.003311,0.036023,4.365921,0.229047,0.000431,0.00039,0.000421,0.000416,0.001022,0.000344,0.010317,0.000541,406.77438,285.472708,377.864798,363.50404,981.892757,104.572845,423.159412,423.159412,2790171.061,2110.980222,2309.309751,2060.886387,2309.809751,2035.613613,10.107896,74.827168,489671.3617,1604.378534,1145.365328,427.52417,5409.925293,305.20937,382.952736,4749,11.519143,15.44408,16.543518,14.344642,338.161607,0.961637,2170.130052,1946.628301,2170.630052,2149.871699,10.111679,74.839803,310876.9406,1063.286956,292.373511,3505.390381,193.767826,382.379982,11.670955,15.570991,16.65154,14.490442,339.948822,0.967391,2199.501266,1775.5398,2200.001266,2320.9602,10.110786,74.858265,444184.7722,1126.451547,394.322129,4875.518066,276.857838,384.715772,11.270765,15.645168,16.790225,14.500112,338.849719,0.961248,2010.563511,2290.146161,2011.063511,1806.353839,10.116235,74.802911,421783.5612,1115.583439,378.083384,4821.849609,262.895291,384.361945,10.918331,15.710563,16.859064,14.562062,339.658053,0.96322,2241.892087,2400.20001,2242.392087,1696.29999,10.109921,74.790574,2799408.735,1908.558607,1466.765927,29496.57031,1744.855516,392.041451,10.78329,15.491326,16.676,14.306652,339.484868,0.959369,2124.967831,2287.878033,2125.467831,1808.621967,10.113085,74.802951,100508.9496,958.125263,104.90168,1272.524292,62.646656,380.724791,10.298235,18.595758,17.138459,20.053058,271.691788,0.975648,1758.70973,1476.974338,1759.20973,2619.525662,10.122843,74.891345,2270191.161,1763.350673,1287.430342,22865,1414.997217,390.612872,11.229442,15.660984,16.674686,14.647283,338.987569,0.969884,3074.254748,1593.390708,3074.754748,2503.109292,10.086505,74.876027,519979.9002,1160.53087,448.053484,6021.331543,324.100509,385.14495,11.560742,15.64255,16.583198,14.701903,332.466792,0.956205
elp1m008-fa05-20201220-0245-e91.fits,0,59204.9609,2459204.961,2459204.964548,1.38995,89.98,12.565472,22.412284,1.35,21,37,56,0.174702,0.111434,0.158241,0.150849,1.003149,0.035908,4.362897,0.229205,0.000437,0.000395,0.000427,0.000423,0.001034,0.00035,0.010448,0.000549,400.155495,281.766968,370.813243,356.967224,970.449806,102.680829,417.566187,417.566187,2731567.169,2092.387486,2309.617319,2060.033823,2310.117319,2036.466177,10.107888,74.827189,477210.8447,1578.054874,1135.158486,420.391382,5776.225586,302.404468,387.023251,4709,10.791737,15.332533,16.484315,14.180751,336.969346,0.953644,2170.432564,1945.884964,2170.932564,2150.615036,10.111671,74.839812,304389.4836,1054.82567,288.568521,3793.170654,192.889036,386.05448,11.659855,15.387595,16.42938,14.345811,335.829101,0.958878,2199.785784,1774.879342,2200.285784,2321.620658,10.110778,74.858265,432245.6051,1117.656848,386.74268,5109.094238,273.910377,388.062793,11.443825,15.548479,16.482747,14.614212,335.577414,0.966893,2010.840111,2289.36439,2011.340111,1807.13561,10.116228,74.802925,412054.2623,1110.328111,371.110358,5179.222656,261.115294,387.223978,10.548749,15.506381,16.733685,14.279076,340.573398,0.959195,2242.193275,2399.368794,2242.693275,1697.131206,10.109914,74.790593,2740168.052,1888.664186,1450.849797,31590.84766,1736.421272,394.585278,10.858164,15.342941,16.589459,14.096422,339.142169,0.953235,2125.211707,2286.929097,2125.711707,1809.570903,10.113078,74.802983,98085.60304,952.288117,102.999923,1391.109863,62.156015,385.281764,9.830133,18.42929,17.035618,19.822963,83.598755,0.976216,1758.977177,1476.354111,1759.477177,2620.145889,10.122836,74.891341,2222221.761,1746.550691,1272.348848,23900.22852,1408.203097,392.975217,11.359265,15.608001,16.550744,14.665258,336.947363,0.969863,3074.520954,1592.887663,3075.020954,2503.612337,10.086499,74.876008,509345.4089,1152.235251,442.04984,5927.375488,322.767869,388.310238,11.342966,15.533159,16.507586,14.558732,332.392278,0.952012
elp1m008-fa05-20201220-0246-e91.fits,0,59204.96224,2459204.962,2459204.965890,1.389982,89.979,13.059399,22.77188,1.35,21,37,56,0.17542,0.111007,0.158275,0.15059,1.00164,0.035863,4.373576,0.228646,0.00045,0.000408,0.000438,0.000433,0.001051,0.000363,0.010752,0.000562,389.805139,272.25688,361.199814,347.626743,953.455166,98.866112,406.768787,406.768787,2694386.851,2103.106854,2309.175698,2060.311936,2309.675698,2036.188064,10.107892,74.827174,472650.392,1629.09969,1155.041582,409.206386,5207.371582,290.129815,391.870347,4787,11.933072,15.505377,16.750292,14.260462,338.516268,0.952458,2170.000051,1946.048916,2170.500051,2150.451084,10.111674,74.839808,299096.6889,1073.489719,278.620916,3332.493408,183.596308,390.285736,11.712533,15.598596,16.769604,14.427588,338.923924,0.959443,2199.414293,1775.023786,2199.914293,2321.476214,10.11078,74.858263,426454.6529,1132.766062,376.471954,4482.508301,261.773208,392.951485,11.905675,15.750073,16.803616,14.696531,337.611169,0.964796,2010.399872,2289.514669,2010.899872,1806.985331,10.11623,74.802923,405747.168,1123.402998,361.176861,4523.22168,249.062209,392.677693,11.660924,15.644289,16.848238,14.440339,339.03479,0.9577,2241.708109,2399.560545,2242.208109,1696.939455,10.109917,74.790589,2698806.675,1890.623341,1427.469246,27761.76953,1656.624632,399.504734,10.978412,15.584042,16.886863,14.281222,339.702813,0.952186,2124.700742,2287.09695,2125.200742,1809.40305,10.113083,74.80298,96629.34214,974.461181,99.161818,1256.929932,59.314567,389.439402,9.711314,18.506436,17.255237,19.757635,89.003986,0.98186,1758.594808,1476.567733,1759.094808,2619.932267,10.122838,74.891328,2192972.709,1750.353419,1252.874239,21406.3418,1346.125545,397.984442,11.994422,15.806647,16.849215,14.764079,338.578398,0.967911,3074.053113,1593.13223,3074.553113,2503.36777,10.086504,74.876002,501414.1427,1165.899373,430.066397,5242.69873,307.78604,392.819147,12.013371,15.83038,16.781411,14.879349,332.838506,0.957861
elp1m008-fa05-20201220-0247-e91.fits,0,59204.96359,2459204.964,2459204.967239,1.390046,89.979,13.002545,22.703544,1.35,21,37,56,0.175507,0.110925,0.158735,0.151484,0.99986,0.035887,4.38396,0.228104,0.000451,0.00041,0.000441,0.000436,0.001052,0.000365,0.010826,0.000563,389.042171,270.696797,360.159327,347.473794,950.103549,98.360887,404.936917,404.936917,2676173.128,2095.386568,2309.021904,2060.341592,2309.521904,2036.158408,10.107893,74.827163,469685.9956,1619.336748,1149.913705,408.453255,5445.825684,290.048377,392.111429,4844,11.684905,15.555825,16.796456,14.315194,338.814656,0.953975,2169.791315,1946.167383,2170.291315,2150.332617,10.111677,74.839788,296853.556,1071.71274,276.989855,3605.57959,183.317989,390.738921,11.649324,15.490115,16.609775,14.370456,337.598931,0.958919,2199.271475,1775.142657,2199.771475,2321.357343,10.110781,74.858243,424802.0511,1131.614651,375.394619,4775.443848,262.330891,393.019989,11.533047,15.717333,16.935182,14.499483,339.581035,0.958543,2010.314243,2289.456832,2010.814243,1807.043168,10.11623,74.802919,405396.8585,1122.68864,361.094647,4829.97168,250.34747,392.925631,11.585314,15.703061,16.974562,14.431559,339.984319,0.955849,2241.631654,2399.55201,2242.131654,1696.94799,10.109916,74.790579,2675797.933,1882.088783,1421.717168,31206.65234,1652.403638,399.737052,11.010413,15.550607,16.870456,14.230759,339.40254,0.949835,2124.763795,2287.13981,2125.263795,1809.36019,10.113078,74.802965,96039.61676,973.500541,98.653892,1323.00769,59.307996,389.808935,9.973313,18.454578,16.712358,20.196797,88.672997,0.964902,1758.499164,1476.553818,1758.999164,2619.946182,10.122839,74.891323,2179109.026,1744.176619,1249.362594,23392.43945,1345.67997,397.844044,12.016668,15.668831,16.784277,14.553385,339.363347,0.964474,3074.05832,1593.118305,3074.55832,2503.381695,10.0865,74.875999,497064.1018,1161.246222,428.043676,5948.918945,306.955365,393.972945,11.507974,15.708052,16.856453,14.55965,333.464429,0.941402
elp1m008-fa05-20201220-0248-e91.fits,0,59204.96493,2459204.965,2459204.968584,1.390142,89.98,13.319943,23.052051,1.35,21,37,56,0.175809,0.112175,0.158018,0.150203,1.001714,0.036171,4.375549,0.228543,0.000455,0.000414,0.000443,0.000439,0.001059,0.00037,0.010914,0.00057,386.135021,270.709185,356.548522,341.859676,945.773844,97.790199,400.914007,400.914007,2688101.276,2117.628515,2308.867566,2060.734202,2309.367566,2035.765798,10.107893,74.827165,472592.0413,1669.433135,1165.904932,405.343547,5065.702637,283.085337,393.375152,4715,11.687952,15.786323,17.004692,14.567954,337.82016,0.95394,2169.709321,1946.457406,2170.209321,2150.042594,10.111675,74.839801,301537.6689,1088.256439,277.083285,3371.36499,180.622789,392.624423,11.590974,15.886726,17.074121,14.699331,338.220527,0.957921,2199.124783,1775.426419,2199.624783,2321.073581,10.110781,74.858257,424768.4511,1143.374098,371.50435,4634.780762,254.438733,395.436636,12.037816,15.900811,17.078298,14.723324,338.335793,0.958999,2010.117178,2289.845485,2010.617178,1806.654515,10.116231,74.802921,403760.1492,1137.433575,354.974706,4397.173828,241.85464,395.011323,11.984541,15.886852,17.109022,14.664683,338.642806,0.956664,2241.427339,2399.896029,2241.927339,1696.603971,10.109917,74.790587,2692707.92,1899.003962,1417.958031,27747.14063,1612.947451,401.798855,12.250259,15.745297,17.045692,14.444901,338.840411,0.950769,2124.590528,2287.396083,2125.090528,1809.103917,10.113079,74.802982,97231.65638,991.333561,98.081675,1277.667603,58.242319,392.184986,9.638973,18.591833,17.279852,19.903814,278.582155,0.978396,1758.341152,1476.873222,1758.841152,2619.626778,10.122839,74.891332,2188040.493,1757.835034,1244.735968,21210.85352,1310.648775,399.464543,12.33742,15.92528,17.027371,14.823189,338.367174,0.964216,3073.885651,1593.441733,3074.385651,2503.058267,10.086501,74.87601,500060.7832,1180.832977,423.481384,5291.290527,299.53927,395.534751,12.02906,15.883297,16.985701,14.780893,332.722921,0.943255
elp1m008-fa05-20201220-0249-e91.fits,0,59204.96628,2459204.966,2459204.969931,1.390269,90.032,13.449583,23.119211,1.35,21,37,56,0.174765,0.111023,0.15781,0.151241,1.003045,0.036222,4.360171,0.229349,0.000497,0.000455,0.000485,0.000482,0.001133,0.000411,0.011822,0.000622,351.408413,244.051973,325.556504,313.937906,885.114995,88.065331,368.810512,368.810512,2466357.478,2087.646795,2308.636758,2060.502407,2309.136758,2035.997593,10.107892,74.827181,431032.7035,1679.174797,1171.067915,368.068067,4952.918945,256.693171,410.483738,4672,11.705293,15.70754,16.97806,14.43702,337.654833,0.94889,2169.509021,1946.233469,2170.009021,2150.266531,10.111674,74.839813,273823.2609,1097.786455,249.432173,3165.067627,163.070135,409.435789,11.830181,15.837398,17.107135,14.56766,339.836219,0.956324,2198.900263,1775.227798,2199.400263,2321.272202,10.110781,74.858267,389216.9056,1149.254085,338.669151,4232.208496,231.790583,412.73351,12.179581,15.949112,17.129995,14.768229,336.95887,0.954918,2009.857545,2289.729656,2010.357545,1806.770344,10.11623,74.802922,373014.5726,1145.460596,325.645923,4220.348145,222.141598,411.973775,11.511175,15.854407,17.18933,14.519483,340.769022,0.954397,2241.197709,2399.816227,2241.697709,1696.683773,10.109916,74.790586,2473867.447,1851.21338,1336.349161,26042.27344,1473.263803,419.465217,11.818451,15.750187,17.175065,14.325309,340.420988,0.946432,2124.104357,2287.395666,2124.604357,1809.104334,10.113084,74.802972,89335.75141,1011.603563,88.311029,1226.171753,53.202175,409.454849,10.78761,18.428834,17.043342,19.814326,84.084142,0.976664,1758.081072,1476.630756,1758.581072,2619.869244,10.122841,74.891341,2006230.821,1719.689106,1166.624138,19596.14258,1194.771876,416.384871,12.436477,15.979802,17.154121,14.805482,339.971338,0.963522,3073.507003,1593.378239,3074.007003,2503.121761,10.086506,74.876014,460126.6564,1183.612486,388.747721,5071.020508,274.019511,412.066803,12.007956,16.039669,17.225687,14.853651,334.496395,0.94536
