Label,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9
elp1m008-fa05-20201224-0412-e91.fits,0,59208.91099,2459208.910985,2459208.914222,1.493408,59.979,39.159767,48.887193,1.35,35,62,93,0.041798,0.372401,0.034203,0.017919,0.006139,2.846327,0.089486,0.102451,0.092803,0.00029,0.000429,0.000288,0.000284,0.000285,0.005872,0.000328,0.000337,0.000331,144.110721,867.396513,118.787868,63.164299,21.523053,484.7402,272.829852,303.867041,280.003087,8299887.532,5482.788816,2024.191351,1822.112421,2024.691351,2274.387579,11.60747,75.568785,346917.6188,7508.273491,2396.366181,144.7682,1082.495361,46.204713,454.11972,12939,35.691504,33.487499,35.357018,31.61798,346.514378,0.984402,2319.182244,2022.063896,2319.682244,2074.436104,11.59903,75.546572,3090888.553,2920.436095,1058.365413,4503.147949,411.664354,457.506393,37.082903,33.846055,35.361827,32.330284,337.759579,0.984304,2122.406171,1986.565263,2122.906171,2109.934737,11.604705,75.550795,283878.0854,2382.421323,119.155282,785.251953,37.808703,453.297659,68.014723,44.164643,42.241074,46.088213,51.059032,0.828468,2282.698036,2144.865789,2283.198036,1951.634211,11.60015,75.533344,148722.8531,2352.48922,63.219356,752.99292,19.807863,452.537257,33.791131,34.772301,35.57356,33.971041,335.033542,0.994879,2111.091526,1883.188776,2111.591526,2213.311224,11.604982,75.562013,50950.76348,2367.025404,21.525229,647.298828,6.785949,454.758641,3.29472,30.464133,36.541347,24.38692,350.097442,0.833676,2802.536947,1159.086326,2803.036947,2937.413674,11.584495,75.638976,6142013.886,3418.57751,1796.657782,11822.16406,818.032787,462.319972,34.192399,33.761878,34.814864,32.708893,334.96364,0.990573,2606.076989,2513.315537,2606.576989,1583.184463,11.591022,75.49276,681721.065,2459.930362,277.130229,1741.972534,90.795982,452.602923,33.504511,33.540772,35.400254,31.68129,344.173642,0.983137,2132.596526,2828.480676,2133.096526,1268.019324,11.604825,75.459585,771312.0082,2488.482045,309.952812,1952.735474,102.728278,454.107008,33.664635,33.307183,35.323561,31.290805,346.734539,0.98182,1277.998635,2347.204177,1278.498635,1749.295823,11.629257,75.513003,704840.5728,2475.984802,284.670799,1757.294067,93.875186,457.191851,34.381993,33.588779,35.301119,31.876438,353.855566,0.989167
elp1m008-fa05-20201224-0413-e91.fits,0,59208.91199,2459208.911987,2459208.915224,1.49163,59.988,39.107379,49.346582,1.35,35,62,93,0.041873,0.371871,0.03314,0.017787,0.006336,2.846684,0.088713,0.102697,0.09331,0.000292,0.000431,0.000291,0.000286,0.000287,0.005924,0.000331,0.00034,0.000334,143.1595,862.08576,114.009501,62.283951,22.062858,480.537438,268.022361,301.835022,279.08717,8304453.523,5522.206392,2024.168036,1822.096568,2024.668036,2274.403432,11.607468,75.568782,347730.1162,7650.045775,2417.938692,143.812627,1030.43689,45.454645,451.367397,12959,35.713345,33.772136,35.683424,31.860848,344.907865,0.982964,2319.127942,2022.143839,2319.627942,2074.356161,11.599029,75.546558,3088187.129,2935.180844,1052.128401,4437.576172,403.682176,455.180309,37.671427,34.115738,35.685281,32.546195,337.698322,0.983369,2123.116619,1986.043753,2123.616619,2110.456247,11.604682,75.550845,275208.3322,2406.95993,114.33856,719.664551,35.97473,451.332184,63.651449,44.125938,42.701902,45.549975,49.607891,0.837916,2282.764403,2145.070016,2283.264403,1951.429984,11.600146,75.533316,147709.8177,2369.520145,62.337439,726.675903,19.308357,450.274134,34.131741,34.864951,35.757173,33.972728,341.513577,0.995901,2109.336453,1883.548453,2109.836453,2212.951547,11.605031,75.561972,52614.61443,2384.503077,22.065232,626.004639,6.877686,452.235992,3.094168,31.025441,36.403237,25.647645,353.321558,0.880343,2802.490463,1159.146,2802.990463,2937.354,11.584494,75.638965,6145593.132,3429.71029,1791.869462,11585.66699,803.340701,459.490418,34.959571,34.086409,35.185321,32.987498,334.94652,0.989914,2606.036703,2513.298034,2606.536703,1583.201966,11.59102,75.492757,676685.667,2486.554921,272.137833,1706.261475,88.455113,451.127369,34.238353,33.778693,35.694231,31.863154,344.702401,0.98275,2132.399595,2828.498948,2132.899595,1268.001052,11.604828,75.459578,773417.3553,2512.120878,307.87426,1911.994873,101.099703,452.482186,34.58099,33.674237,35.813738,31.534736,347.690863,0.98062,1278.095503,2347.319047,1278.595503,1749.180953,11.629252,75.512984,708757.3683,2497.627692,283.772225,1712.13562,92.647468,454.408787,34.765603,34.104532,36.05291,32.156155,351.494499,0.985816
elp1m008-fa05-20201224-0414-e91.fits,0,59208.91299,2459208.912987,2459208.916224,1.489877,60.032,42.615892,49.052263,1.35,35,62,93,0.041778,0.372811,0.033482,0.017521,0.005996,2.841971,0.08822,0.103416,0.093483,0.000286,0.000426,0.000285,0.00028,0.00028,0.005793,0.000324,0.000334,0.000328,145.850795,875.921105,117.569404,62.587507,21.410536,490.612557,272.537369,309.951148,284.862263,8285525.795,5423.19522,2023.864338,1821.972581,2024.364338,2274.527419,11.607475,75.568796,346152.0204,7559.063099,2362.490181,146.519983,1053.366943,45.792979,436.828072,12931,35.436931,33.742199,35.68682,31.797578,344.839141,0.982288,2319.024751,2022.150065,2319.524751,2074.349935,11.599031,75.54656,3088938.871,2889.365605,1069.071656,4408.534668,408.64044,440.028643,37.541645,33.962917,35.617618,32.308216,338.609242,0.982457,2122.769094,1986.527358,2123.269094,2109.972642,11.604691,75.550795,277412.2515,2352.564712,117.919074,709.629456,36.69929,436.267475,64.778316,44.329716,42.560183,46.09925,50.48852,0.824773,2282.920614,2145.042627,2283.420614,1951.457373,11.60014,75.533322,145171.5035,2317.549379,62.640091,699.235901,19.20496,434.921616,34.527588,34.522987,35.401015,33.644958,337.016126,0.994651,2110.221128,1883.674208,2110.721128,2212.825792,11.605004,75.561958,49681.99831,2320.218403,21.412639,599.520691,6.572507,437.309407,34.217391,29.561046,35.42303,23.699062,345.485162,0.809533,2802.504117,1159.185112,2803.004117,2937.314888,11.584493,75.638958,6128943.671,3393.311851,1806.18344,11104.61914,810.807317,445.285243,34.693455,33.931294,35.132195,32.730392,336.957765,0.989611,2606.173392,2513.522345,2606.673392,1582.977655,11.591016,75.492738,671692.96,2427.170207,276.739125,1639.103516,88.859287,435.936524,33.902356,33.510047,35.618185,31.401909,344.501878,0.978625,2132.382158,2828.655487,2132.882158,1267.844513,11.604826,75.459568,776547.7733,2454.969864,316.316622,1806.990356,102.730691,436.920253,34.606694,33.511477,35.696181,31.326773,348.502562,0.980108,1277.912997,2347.269413,1278.412997,1749.230587,11.629254,75.512993,708341.3902,2445.086671,289.699911,1676.827148,93.707564,439.903954,34.73127,33.817708,35.879861,31.755555,352.651272,0.984221
elp1m008-fa05-20201224-0415-e91.fits,0,59208.91401,2459208.914011,2459208.917248,1.488102,59.975,39.366756,48.581,1.35,35,62,93,0.042639,0.373476,0.033205,0.01792,0.005716,2.836947,0.089122,0.102473,0.093908,0.000283,0.000423,0.000281,0.000277,0.000277,0.00571,0.000321,0.000329,0.000324,150.431895,883.43866,118.143924,64.723478,20.602434,496.823749,277.422015,311.696371,289.567465,8300447.987,5376.739093,2024.015253,1822.031983,2024.515253,2274.468017,11.607474,75.568787,353918.6539,7414.515358,2341.487094,151.15123,1033.877563,47.733215,438.184472,12933,35.683679,33.446713,35.36076,31.532665,347.030229,0.983906,2319.054118,2022.187849,2319.554118,2074.312151,11.599032,75.546551,3100018.605,2877.662124,1077.269836,4489.106934,418.101313,442.297119,37.430467,33.757443,35.382614,32.132271,339.036161,0.983328,2122.732816,1986.604758,2123.232816,2109.895242,11.604695,75.550783,275618.55,2326.063322,118.491422,714.612061,37.172834,438.372016,62.870164,44.053275,42.280717,45.825834,50.411011,0.816896,2282.355132,2144.873677,2282.855132,1951.626323,11.600158,75.533335,148740.5067,2296.071377,64.780437,723.707947,20.060719,437.89463,34.668946,34.367557,34.620442,34.114672,320.364119,0.993751,2109.756155,1883.755851,2110.256155,2212.744149,11.60502,75.561947,47444.48753,2302.653269,20.604269,618.937561,6.398866,439.685984,4.115167,28.213505,35.122163,21.304847,348.816468,0.750374,2802.51785,1159.210141,2803.01785,2937.289859,11.584493,75.638963,6137153.085,3370.682197,1820.745097,10925.04492,827.721407,447.480488,34.628502,33.709863,34.834767,32.584959,336.842383,0.990684,2606.072691,2513.467954,2606.572691,1583.032046,11.591019,75.492733,679218.4227,2410.563383,281.767502,1670.372192,91.606584,438.862262,33.321217,33.443331,35.318557,31.568104,343.568267,0.982287,2132.269864,2828.442945,2132.769864,1268.057055,11.604832,75.459575,771511.2216,2425.870626,318.034776,1872.412598,104.054167,439.642797,34.146888,33.210245,35.282982,31.137507,350.429738,0.982677,1277.957385,2347.290468,1278.457385,1749.209532,11.629258,75.512981,712565.2583,2419.123949,294.555084,1642.461304,96.104091,440.505892,34.819888,33.704914,35.670329,31.739499,355.23789,0.98611
elp1m008-fa05-20201224-0416-e91.fits,0,59208.91503,2459208.915025,2459208.918262,1.486364,59.98,43.127427,48.722556,1.35,35,62,93,0.042118,0.373121,0.033919,0.017822,0.005645,2.846535,0.088999,0.10236,0.093366,0.000288,0.000426,0.000285,0.00028,0.000281,0.005812,0.000324,0.000333,0.000328,146.439716,875.245305,119.107291,63.603929,20.093854,489.794164,274.356935,307.086635,284.406918,8275194.995,5417.486248,2023.735575,1821.970983,2024.235575,2274.529017,11.607561,75.567206,348536.3498,7457.787403,2369.104397,147.117345,1095.429688,46.734552,445.336751,13035,35.875797,33.382604,35.421009,31.344198,348.0882,0.98231,2318.864164,2022.102853,2319.364164,2074.397147,11.59912,75.545019,3087645.491,2891.202472,1067.945092,4632.492676,414.016293,448.533849,37.45633,33.85478,35.402292,32.307268,339.206329,0.985122,2123.144007,1986.746195,2123.644007,2109.753805,11.604761,75.549203,280685.5696,2349.402445,119.471047,719.186523,37.636574,444.297236,69.54061,44.887369,42.710744,47.063995,51.539839,0.817212,2282.627852,2144.75938,2283.127852,1951.74062,11.600229,75.531814,147481.9435,2316.744215,63.65914,727.980774,19.775563,443.528626,33.941279,34.773032,35.465014,34.081051,335.85884,0.996426,2109.265208,1884.324057,2109.765208,2212.175943,11.605114,75.560312,46710.74686,2324.427455,20.095592,626.811646,6.263352,446.079959,34.627943,27.932579,34.599212,21.265946,350.252662,0.770486,2802.338094,1159.168007,2802.838094,2937.331993,11.584616,75.63738,6123857.646,3387.103522,1807.992465,12061.88574,821.135991,453.243236,34.711604,33.765829,34.906219,32.625439,337.768823,0.991063,2605.788721,2513.332204,2606.288721,1583.167796,11.591107,75.491281,676291.2159,2427.022722,278.65055,1803.807251,90.682555,443.28507,34.130054,33.340887,35.354678,31.327097,347.348687,0.982276,2132.223078,2828.362207,2132.723078,1268.137793,11.604892,75.458109,768398.3607,2452.883159,313.263336,1900.48938,103.03302,444.96554,33.824343,33.310524,35.426628,31.194419,349.09362,0.981422,1277.680176,2347.173454,1278.180176,1749.326546,11.62931,75.511395,706647.7722,2443.278923,289.221081,1815.670532,94.753006,448.79664,34.67213,33.725144,35.531244,31.919045,353.698158,0.988023
elp1m008-fa05-20201224-0417-e91.fits,0,59208.91602,2459208.916024,2459208.919261,1.48467,59.98,42.809588,48.627576,1.35,35,62,93,0.041964,0.373256,0.033528,0.017388,0.006159,2.849513,0.088953,0.102466,0.093068,0.000282,0.000422,0.000281,0.000276,0.000277,0.005748,0.00032,0.000329,0.000324,148.595911,883.982159,119.492418,62.887795,22.257003,495.737585,278.147257,311.532945,286.926706,8289417.175,5368.106736,2023.914144,1821.899258,2024.414144,2274.600742,11.607467,75.568625,347857.6695,7428.739178,2330.10015,149.28872,1036.615967,46.825937,435.231521,12860,35.443926,33.106718,34.935231,31.278205,347.709362,0.985335,2319.160368,2022.09338,2319.660368,2074.40662,11.599021,75.546429,3094071.334,2869.902852,1078.110129,4629.217773,416.500197,438.537711,36.907818,33.736232,35.18504,32.287424,337.272531,0.985063,2122.774865,1986.416521,2123.274865,2110.083479,11.604682,75.550649,277923.9972,2318.897392,119.851787,727.940063,37.412001,434.442809,65.331092,44.027249,42.627452,45.427046,49.417525,0.828943,2282.971209,2144.618876,2283.471209,1951.881124,11.600129,75.533236,144138.3004,2290.090179,62.940011,715.412476,19.402795,433.429065,34.238601,34.254516,34.978086,33.530945,331.840299,0.994202,2110.205109,1882.949107,2110.705109,2213.550893,11.604997,75.56187,51056.05529,2293.69387,22.259315,599.743225,6.872775,435.560439,33.71413,30.801755,36.07699,25.526519,351.217741,0.878171,2802.616441,1159.158304,2803.116441,2937.341696,11.584515,75.638806,6136049.315,3368.316164,1821.696366,11607.76367,825.987986,442.499325,34.32183,33.637309,34.663675,32.610944,335.686562,0.991491,2606.216482,2513.471691,2606.716482,1583.028309,11.591002,75.492667,677132.9957,2396.651286,282.532966,1712.599854,91.15046,433.63148,33.484036,33.269243,35.235516,31.30297,344.528139,0.981138,2132.515566,2828.528612,2133.015566,1267.971388,11.604793,75.459485,770441.412,2423.877916,317.854875,1971.886841,103.710925,435.473139,33.878718,33.177859,35.154082,31.201635,349.608658,0.983879,1277.979475,2347.096831,1278.479475,1749.403169,11.629218,75.512803,705793.4523,2419.068955,291.762436,1709.325195,95.008512,439.002001,34.838715,33.578415,35.327766,31.829063,353.233201,0.988577
elp1m008-fa05-20201224-0418-e91.fits,0,59208.91704,2459208.917036,2459208.920273,1.482974,59.983,38.674546,48.002497,1.35,35,62,93,0.041766,0.372086,0.032934,0.017042,0.005406,2.831697,0.089124,0.10356,0.093264,0.000281,0.000421,0.000278,0.000275,0.000275,0.005662,0.000319,0.000328,0.000322,148.443445,884.271385,118.316175,61.993626,19.659369,500.083399,279.406352,315.864065,289.4839,8214818.045,5303.276705,2023.719653,1821.570244,2024.219653,2274.929756,11.607472,75.568815,343103.524,7238.982488,2300.703953,149.129802,1033.752319,47.396651,437.322461,12913,35.38436,33.096773,35.138293,31.055253,350.125525,0.982949,2318.8018,2021.870922,2319.3018,2074.629078,11.599029,75.546565,3056619.802,2838.069193,1077.006794,4522.796875,422.244398,441.131622,36.799799,33.618059,35.220998,32.015121,338.175922,0.98271,2122.066584,1986.101353,2122.566584,2110.398647,11.604703,75.550816,270542.8753,2279.929353,118.662833,709.808289,37.373053,437.227551,61.591255,44.217798,42.00422,46.431376,51.537475,0.805106,2282.671586,2144.854252,2283.171586,1951.645748,11.600139,75.533316,139994.3799,2256.396777,62.043334,712.52832,19.338958,436.058804,33.899915,33.657476,34.719918,32.595033,339.506341,0.993019,2109.92203,1882.616253,2110.42203,2213.883747,11.605004,75.562047,44411.92593,2258.889883,19.660952,611.150452,6.135106,438.047336,2.467485,27.760809,32.017458,23.504159,348.521057,0.894118,2802.287947,1158.937168,2802.787947,2937.562832,11.584491,75.638969,6070906.793,3336.763452,1819.399811,11387.5625,838.640901,446.130667,33.987215,33.575812,34.746419,32.405204,337.126352,0.990039,2605.748438,2513.080543,2606.248438,1583.419457,11.591018,75.492758,672227.7881,2368.455942,283.825329,1708.259155,92.862193,436.462102,33.307175,33.252883,35.273388,31.232379,345.431517,0.980785,2132.106587,2828.078608,2132.606587,1268.421392,11.604825,75.459598,770894.9915,2390.848836,322.435689,1887.543091,106.492175,437.063395,33.731273,33.232521,35.357985,31.107056,348.387012,0.980782,1277.654346,2346.775632,1278.154346,1749.724368,11.629255,75.513014,700788.4719,2380.128519,294.433038,1666.371704,96.807593,439.339855,34.092851,33.649934,35.537965,31.761903,351.908846,0.986433
elp1m008-fa05-20201224-0419-e91.fits,0,59208.91806,2459208.918062,2459208.921299,1.481282,59.98,39.394465,49.351567,1.35,35,62,93,0.041898,0.371974,0.033578,0.017502,0.006219,2.841315,0.08904,0.102361,0.093747,0.000289,0.000427,0.000286,0.000282,0.000283,0.005825,0.000326,0.000335,0.000331,145.078261,870.330494,117.444102,62.073481,21.961963,487.773279,273.199911,305.587783,283.409305,8308287.176,5462.583163,2023.367166,1821.84953,2023.867166,2274.65047,11.607853,75.568414,348100.278,7651.59136,2388.455939,145.742809,1059.581177,45.493841,438.116928,12732,35.97406,33.78682,35.783394,31.790246,347.436607,0.983078,2318.551316,2022.067217,2319.051316,2074.432783,11.599413,75.546202,3090464.011,2912.07545,1061.258221,4480.715332,403.898204,441.390053,37.539345,34.10065,35.716241,32.485059,339.035178,0.983851,2122.012575,1986.608448,2122.512575,2109.891552,11.605077,75.550409,278976.6434,2368.306977,117.795812,714.65625,36.459951,436.807026,66.611245,43.702984,42.11593,45.290038,50.238275,0.840878,2281.854829,2144.84301,2282.354829,1951.65699,11.600537,75.532987,145412.7692,2340.639078,62.125242,726.910706,19.004252,435.956774,35.008964,34.604446,35.709306,33.499587,337.686134,0.991966,2109.539523,1883.485626,2110.039523,2213.014374,11.605388,75.561592,51672.8212,2352.587214,21.964253,597.503418,6.753212,437.913747,2.939109,31.622555,36.861676,26.383435,344.993213,0.861286,2802.112926,1159.271527,2802.612926,2937.228473,11.584893,75.638524,6145411.159,3408.341448,1803.050326,11210.56152,803.154647,446.38872,34.448968,33.984361,35.164354,32.804368,337.144214,0.990133,2605.515428,2513.337829,2606.015428,1583.162171,11.591405,75.492445,679283.9122,2448.085086,277.475614,1750.337402,88.776815,436.269938,33.99911,33.690357,35.835951,31.544763,347.377384,0.980329,2131.812018,2828.384687,2132.312018,1268.115313,11.605198,75.459294,771473.5363,2474.854753,311.724773,1911.387939,100.82524,437.35613,34.390733,33.55273,35.746276,31.359185,348.603504,0.980056,1277.435709,2347.192243,1277.935709,1749.307757,11.629607,75.512625,712118.5693,2470.829161,288.210363,1828.582764,93.068035,440.151682,34.9641,34.006943,36.077319,31.936566,353.643924,0.984534
elp1m008-fa05-20201224-0420-e91.fits,0,59208.91907,2459208.919074,2459208.922311,1.479624,59.98,42.612457,49.749367,1.35,35,62,93,0.041657,0.372972,0.034043,0.017525,0.006213,2.844888,0.089284,0.102891,0.092691,0.000292,0.00043,0.000289,0.000283,0.000285,0.00587,0.000328,0.000337,0.000332,142.748869,867.93694,117.830037,61.862879,21.79455,484.625183,272.048004,305.367979,279.179452,8311326.205,5495.840401,2023.4028,1821.97399,2023.9028,2274.52601,11.607476,75.568694,346225.9873,7775.440262,2414.590869,143.38909,1046.940552,44.528152,436.648403,12955,35.773163,33.834067,36.111223,31.556911,349.397018,0.979341,2318.434653,2022.269119,2318.934653,2074.230881,11.599039,75.546509,3099892.415,2924.792476,1059.867475,4583.410645,398.677414,439.078125,37.450534,34.231036,36.069251,32.392821,341.045787,0.981577,2122.125377,1986.892756,2122.625377,2109.607244,11.604695,75.550687,282941.6481,2393.969476,118.18933,717.801758,36.389148,435.479337,64.722072,44.425532,42.526113,46.324952,50.886011,0.82497,2281.706957,2145.286247,2282.206957,1951.213753,11.600161,75.533269,145656.9221,2352.541713,61.914703,721.902588,18.732949,434.159981,35.202192,35.121473,36.140179,34.102768,355.808127,0.996567,2110.028706,1883.651453,2110.528706,2212.848547,11.604998,75.561877,51634.47006,2368.899965,21.796813,608.558167,6.640713,436.678723,33.08237,31.836829,36.702476,26.971182,351.99135,0.903435,2801.918274,1159.268732,2802.418274,2937.231268,11.584548,75.638864,6149670.022,3429.536045,1793.14926,11933.26074,790.909558,445.27366,34.626158,34.195522,35.580917,32.810127,339.232375,0.988321,2605.318418,2513.634864,2605.818418,1582.865136,11.591024,75.492788,681243.056,2465.428023,276.318371,1751.656372,87.614724,434.616742,34.266979,33.903566,36.112145,31.694987,347.810021,0.979712,2131.78132,2828.598794,2132.28132,1267.901206,11.6048,75.459615,775381.6205,2488.613285,311.57176,1957.968262,99.721893,436.348349,34.012079,33.700677,36.157916,31.243437,349.369763,0.975773,1277.083566,2347.162879,1277.583566,1749.337121,11.629222,75.512875,705031.5055,2484.152333,283.811704,1744.123413,90.674159,439.227446,34.982105,34.038563,36.262227,31.814899,354.314573,0.982389
elp1m008-fa05-20201224-0421-e91.fits,0,59208.92008,2459208.920076,2459208.923313,1.478,59.995,43.135437,48.784995,1.35,35,62,93,0.042209,0.372342,0.033701,0.017115,0.00584,2.842037,0.088757,0.103532,0.092823,0.000285,0.000424,0.000283,0.000279,0.000279,0.005761,0.000323,0.000331,0.000326,148.266108,878.432109,118.967598,61.330238,20.915027,493.331441,275.169281,312.455558,284.618421,8306531.326,5408.066714,2023.233704,1822.416698,2023.733704,2274.083302,11.607555,75.567205,350613.6272,7476.914328,2353.715746,148.961755,1087.324951,46.892824,440.814933,12934,36.138315,33.572925,35.679662,31.466188,349.564501,0.982101,2318.30052,2022.511094,2318.80052,2073.988906,11.599117,75.545025,3092870.243,2888.241443,1070.848925,4713.619629,413.655969,443.936558,37.55775,33.989601,35.712897,32.266305,341.626716,0.984068,2122.174787,1987.494654,2122.674787,2109.005346,11.604768,75.549172,279942.0253,2346.025606,119.326074,751.173828,37.44085,439.976547,64.368843,44.610174,42.752101,46.468247,50.741159,0.82549,2281.789401,2145.456787,2282.289401,1951.043213,11.600233,75.53179,142167.3842,2316.214771,61.379189,736.581238,19.014179,439.258721,34.686116,34.124204,34.793917,33.45449,332.100577,0.995128,2108.738632,1883.884663,2109.238632,2212.615337,11.605108,75.560408,48510.55273,2319.196351,20.916967,619.647095,6.488044,441.790999,34.412973,29.028203,33.650788,24.405619,348.783582,0.887076,2801.866424,1159.674267,2802.366424,2936.825733,11.584612,75.63737,6144519.226,3385.249009,1815.086338,12530.94629,821.7988,449.752184,34.844971,33.878557,35.20652,32.550594,341.24279,0.990262,2605.209799,2513.831998,2605.709799,1582.668002,11.591104,75.491282,677157.9882,2423.174386,279.450787,1802.609985,90.566504,439.192288,34.160531,33.593603,35.691568,31.495639,347.304734,0.981033,2131.418139,2828.750314,2131.918139,1267.749686,11.604894,75.458123,779310.8205,2443.621849,318.916293,2094.459229,104.228935,440.057032,34.506164,33.503656,35.773156,31.234157,353.86118,0.980952,1277.147273,2347.581423,1277.647273,1748.918577,11.629303,75.511401,705543.2911,2438.075653,289.385315,1804.388062,94.362896,443.902198,34.930813,33.809752,35.972694,31.64681,358.058901,0.983688
elp1m008-fa05-20201224-0422-e91.fits,0,59208.92108,2459208.921084,2459208.924321,1.476396,59.984,42.968709,49.195286,1.35,35,62,93,0.041696,0.371773,0.033656,0.01747,0.006559,2.836401,0.088698,0.103274,0.093593,0.000287,0.000425,0.000285,0.00028,0.000281,0.005777,0.000324,0.000333,0.000329,145.227778,873.867851,118.001212,62.435174,23.343346,490.989026,273.549157,309.851236,284.636347,8313723.332,5440.540737,2022.799744,1821.944049,2023.299744,2274.555951,11.607559,75.567261,346646.0586,7603.20754,2376.108951,145.888116,1040.596802,45.592082,437.889121,12862,36.035222,33.745723,35.70127,31.790175,346.893252,0.983423,2317.920917,2022.1476,2318.420917,2074.3524,11.599118,75.545069,3090814.139,2901.521056,1065.239259,4564.128906,406.514504,441.520256,37.803582,34.049769,35.68872,32.410819,339.307063,0.983612,2121.27628,1986.173696,2121.77628,2110.326304,11.604785,75.54932,279810.3597,2364.169417,118.354614,720.932861,36.801621,437.191543,62.632651,44.588252,42.722613,46.453891,50.80318,0.827592,2281.134125,2145.081975,2281.634125,1951.418025,11.600243,75.531835,145243.1796,2324.361229,62.487353,731.930969,19.102882,436.647682,35.546544,34.685517,35.499578,33.871456,338.471698,0.995878,2109.707816,1883.251398,2110.207816,2213.248602,11.605071,75.560478,54526.70923,2335.584037,23.34607,605.982239,7.17154,438.057906,33.662927,32.111667,35.671955,28.55138,351.108424,0.94708,2801.473905,1159.352555,2801.973905,2937.147445,11.584614,75.637415,6146660.378,3399.310993,1808.20772,11670.66992,808.429909,447.382847,34.978163,33.951088,35.180399,32.721777,337.811989,0.989762,2604.869493,2513.429169,2605.369493,1583.070831,11.591104,75.49133,677329.688,2438.211807,277.797723,1816.507568,89.08473,437.501974,34.217772,33.725895,35.79663,31.655161,346.850437,0.981378,2131.146642,2828.410443,2131.646642,1268.089557,11.604892,75.458161,778218.1096,2461.09221,316.208432,1958.015625,102.353922,438.259573,34.289525,33.567344,35.749743,31.384944,348.838815,0.980408,1276.836937,2347.109558,1277.336937,1749.390442,11.629303,75.51145,711515.1564,2458.112406,289.455907,1740.713501,93.58092,440.560634,34.416562,33.864554,35.957662,31.771446,354.774801,0.984319
