Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,AIRMASS
lsc1m005-fa15-20190224-0197-e91.fits,132,0,58539.63608,2458539.636,2458539.637280,1.429419,42,15.525974,11,20,30,0.174453,0.229758,0.829647,0.202082,0.237029,0.000233,0.000301,0.000831,0.000278,0.000307,747.402742,762.985065,998.0153,726.133262,772.522425,3724565.612,1867.947333,2077.354985,2032.081758,2077.854985,2064.418242,5.267016,-31.413019,649760.6329,380.132711,805.97347,806.181168,6506.577148,1709.299447,214.723265,1363,12.466584,10.946047,11.275277,10.616817,343.644128,0.994898,3031.430587,2148.88591,3031.930587,1947.61409,5.275063,-31.399578,695866.7601,826.86312,841.574311,5991.285156,1830.589002,212.129013,12.683379,11.266516,11.822687,10.710344,339.190971,0.982644,3033.846359,1850.334939,3034.346359,2246.165061,5.275105,-31.431846,1688890.698,1217.514241,1387.162992,16114.29492,4442.897568,220.857483,12.71178,11.133686,11.44518,10.822191,330.032911,0.987545,1633.916821,2859.349704,1634.416821,1237.150296,5.263224,-31.32394,626137.8287,791.608978,790.968579,6520.399902,1647.155876,211.532209,11.967399,10.74645,11.215896,10.277003,357.178531,0.992322,2410.102661,1637.326023,2410.602661,2459.173977,5.269851,-31.455417,713670.3259,834.589073,855.115828,6681.410156,1877.424134,208.096366,12.74033,11.104921,11.33522,10.874623,330.102634,0.993209,1.429419
lsc1m005-fa15-20190224-0198-e91.fits,133,0,58539.63687,2458539.637,2458539.638280,1.435519,42,15.793462,11,20,30,0.174756,0.229078,0.829325,0.202972,0.236923,0.000234,0.000302,0.000833,0.00028,0.000308,746.477793,759.750551,995.127294,725.152834,769.624643,3710377.636,1866.379755,2077.289429,2031.610162,2077.789429,2064.889838,5.267015,-31.413022,648410.7259,380.132711,805.066297,805.412831,6415.236816,1705.748301,217.547804,1299,12.602403,11.108849,11.317066,10.900631,337.619527,0.997215,3031.411517,2148.464154,3031.911517,1948.035846,5.275063,-31.399577,691546.8866,825.519774,837.710868,5663.29834,1819.224882,214.360788,12.867834,11.338004,11.870653,10.805356,339.882342,0.984918,3033.847316,1849.787045,3034.347316,2246.712955,5.275105,-31.43186,1682101.03,1215.709852,1383.636915,15542.35645,4425.036259,223.067919,12.815404,11.300893,11.502236,11.09955,326.112339,0.991131,1633.56281,2858.988114,1634.06281,1237.511886,5.263221,-31.323926,626035.2719,792.25259,790.19656,6817.163574,1646.886084,211.63122,12.243721,10.917085,11.321221,10.51295,357.607437,0.994495,2410.025137,1636.743063,2410.525137,2459.756937,5.26985,-31.455434,710694.4482,834.431473,851.710981,6424.40918,1869.595611,210.050481,12.911973,11.273208,11.420693,11.125723,327.353169,0.996082,1.435519
lsc1m005-fa15-20190224-0199-e91.fits,134,0,58539.63766,2458539.638,2458539.639280,1.441639,42,15.688288,11,20,30,0.17457,0.229486,0.827893,0.203619,0.236482,0.000238,0.000307,0.000845,0.000285,0.000312,733.17022,748.383971,980.122731,714.324401,757.464739,3616866.749,1847.359518,2077.410167,2031.771418,2077.910167,2064.728582,5.267014,-31.413012,631395.2152,380.132711,798.522359,790.70449,5454.416504,1660.986274,219.980594,1363,12.480505,11.328601,11.434077,11.223125,332.872136,0.998984,3031.378282,2148.472011,3031.878282,1948.027989,5.275062,-31.399584,675096.4713,818.077897,825.222725,5086.131836,1775.949429,218.070082,12.623322,11.564938,12.003037,11.126839,342.294931,0.991384,3033.746279,1849.936434,3034.246279,2246.563566,5.275103,-31.431853,1638158.41,1201.835888,1363.046674,13180.46875,4309.438157,228.272074,12.669295,11.497995,11.671467,11.324523,329.959665,0.996342,1633.917976,2859.039137,1634.417976,1237.460863,5.263222,-31.323923,611873.1564,786.030871,778.434002,5545.289551,1609.63037,216.142503,12.140318,11.195048,11.494562,10.895534,357.356056,0.997116,2410.153993,1636.924151,2410.653993,2459.575849,5.26985,-31.455424,691738.7116,825.367621,838.097708,5802.187988,1819.729509,213.850975,12.734539,11.44619,11.507186,11.385194,323.204315,0.998577,1.441639
lsc1m005-fa15-20190224-0200-e91.fits,135,0,58539.63844,2458539.638,2458539.639280,1.447806,42,15.44927,11,20,30,0.174994,0.229668,0.828476,0.20375,0.235894,0.000234,0.000301,0.00083,0.00028,0.000306,748.724506,762.632566,997.723744,727.569687,770.769025,3731122.154,1871.897677,2077.409563,2031.876913,2077.909563,2064.623087,5.267015,-31.413013,652925.1444,380.132711,808.188104,807.887596,7043.414551,1717.624202,219.66532,1368,12.193646,10.92987,11.217555,10.642184,336.591993,0.994091,3031.429113,2148.646287,3031.929113,1947.853713,5.275062,-31.399576,696870.0702,828.462722,841.160443,6118.759277,1833.22837,216.084831,12.667293,11.209014,11.776459,10.641569,337.84276,0.980079,3033.933207,1850.070062,3034.433207,2246.429938,5.275105,-31.431848,1690558.171,1218.940668,1386.907677,17131.41797,4447.284124,226.732297,12.438574,11.134414,11.432056,10.836773,327.464435,0.983934,1634.01116,2859.155863,1634.51116,1237.344137,5.263223,-31.323927,631539.0177,796.437263,792.955135,7335.026855,1661.364569,214.977369,11.753755,10.691445,11.124819,10.258071,352.590691,0.992991,2410.228265,1637.023924,2410.728265,2459.476076,5.269851,-31.455423,712154.8955,835.177685,852.698663,7330.833496,1873.437552,214.002811,12.504794,11.085606,11.278883,10.89233,326.973257,0.992624,1.447806
lsc1m005-fa15-20190224-0201-e91.fits,136,0,58539.63924,2458539.639,2458539.640280,1.454106,42,15.721537,11,20,30,0.175141,0.229119,0.828811,0.203389,0.236677,0.000235,0.000302,0.000834,0.000281,0.000308,744.974698,757.936109,993.383841,723.861203,768.349128,3703220.396,1866.163839,2077.45941,2031.620431,2077.95941,2064.879569,5.267015,-31.413027,648585.2689,380.132711,806.93433,803.764625,6122.625977,1706.207464,221.046631,1386,12.541132,11.118043,11.487888,10.748198,349.338268,0.99491,3031.495326,2148.475345,3031.995326,1948.024655,5.275062,-31.399584,690313.5826,826.155233,835.573697,5647.589844,1815.980479,217.594745,12.77951,11.340325,11.953158,10.727492,342.603269,0.982779,3033.99723,1849.838417,3034.49723,2246.661583,5.275105,-31.431862,1678286.829,1214.808185,1381.524137,14690.95508,4415.002394,226.732146,12.83962,11.315153,11.630309,10.999997,333.71543,0.991613,1633.757883,2859.133236,1634.257883,1237.366764,5.263221,-31.323917,625893.1812,793.4845,788.790683,6279.191406,1646.512292,216.156373,12.148111,10.923261,11.451765,10.394757,3.722668,0.990521,2410.292659,1636.828932,2410.792659,2459.671068,5.269851,-31.455431,708726.803,833.461712,850.341165,6062.464355,1864.419405,214.622249,12.850041,11.308224,11.555644,11.060804,336.632336,0.995927,1.454106
lsc1m005-fa15-20190224-0202-e91.fits,137,0,58539.64002,2458539.64,2458539.641280,1.460453,42,15.696823,11,20,30,0.175304,0.229198,0.828808,0.203281,0.236711,0.000234,0.000301,0.00083,0.000279,0.000307,748.671437,762.361257,998.295639,727.70233,772.050578,3733382.954,1871.954814,2077.526193,2031.690333,2078.026193,2064.809667,5.267015,-31.413033,654476.9482,380.132711,810.252278,807.744657,7167.104004,1721.70647,219.119668,1328,12.277554,11.006281,11.171763,10.840798,337.056105,0.998135,3031.618637,2148.67536,3032.118637,1947.82464,5.275062,-31.399576,696132.5495,828.094829,840.643518,5856.771973,1831.288203,217.143555,12.838103,11.338203,11.829202,10.847204,339.464089,0.986851,3034.063746,1850.084863,3034.563746,2246.415137,5.275104,-31.431848,1691953.365,1219.188229,1387.770423,16819.34375,4450.954404,225.419498,12.802694,11.267964,11.479639,11.05629,327.179838,0.991709,1633.98726,2859.14635,1634.48726,1237.35365,5.263222,-31.323932,630713.8593,795.321258,793.030304,7264.943359,1659.193857,214.484776,12.019893,10.835999,11.175288,10.49671,358.016273,0.996067,2410.228093,1636.962762,2410.728093,2459.537238,5.26985,-31.455429,714583.181,836.371891,854.384501,7193.550781,1879.825545,211.999784,12.824335,11.251804,11.374191,11.129416,323.685361,0.994692,1.460453
lsc1m005-fa15-20190224-0203-e91.fits,138,0,58539.64081,2458539.641,2458539.642280,1.466876,42,15.584705,11,20,30,0.175421,0.229657,0.82807,0.202817,0.237076,0.000234,0.000301,0.00083,0.000279,0.000307,749.074068,761.968855,997.15241,725.728044,771.559979,3727573.861,1871.260308,2077.366182,2031.699043,2077.866182,2064.800957,5.267015,-31.413031,653895.824,380.132711,808.868503,808.408068,7121.150391,1720.17773,219.472063,1316,12.404801,11.003048,11.284655,10.721441,341.51439,0.995901,3031.493776,2148.577116,3031.993776,1947.922884,5.275063,-31.399583,696179.5116,828.423726,840.366457,6141.213867,1831.411745,217.176556,12.716098,11.283025,11.821967,10.744082,339.299769,0.983854,3033.88669,1850.00556,3034.38669,2246.49444,5.275104,-31.431854,1688498.073,1218.00335,1386.283603,17271.23242,4441.864706,224.081863,12.578725,11.186518,11.458817,10.91422,330.222479,0.99078,1633.90583,2859.068988,1634.40583,1237.431012,5.263223,-31.323941,628536.2196,795.016184,790.595503,7418.503418,1653.465227,214.382823,11.905122,10.786403,11.196527,10.37628,359.288704,0.99423,2410.219278,1636.966291,2410.719278,2459.533709,5.269851,-31.455427,714360.0565,836.508445,853.978296,7304.829102,1879.238581,212.376092,12.621958,11.19457,11.395532,10.993608,328.504002,0.993753,1.466876
lsc1m005-fa15-20190224-0204-e91.fits,139,0,58539.6416,2458539.642,2458539.643280,1.473436,42,15.691654,11,20,30,0.175658,0.229454,0.828813,0.202855,0.2369,0.000235,0.000302,0.000833,0.00028,0.000308,747.621256,759.635619,994.734485,723.835123,769.629885,3716673.885,1870.40161,2077.076455,2032.173473,2077.576455,2064.326527,5.267015,-31.413004,652865.3313,380.132711,809.092724,806.910397,6890.816895,1717.466854,222.49838,1374,12.451949,11.068007,11.275119,10.860896,331.306227,0.995181,3031.163992,2148.894766,3031.663992,1947.605234,5.275063,-31.39957,693646.323,828.083058,837.653079,6121.125,1824.747786,219.605476,12.791953,11.333926,11.87014,10.797712,337.090862,0.98165,3033.531995,1850.307628,3034.031995,2246.192372,5.275104,-31.431842,1684386.641,1217.563324,1383.407834,15836.40527,4431.048925,230.265994,12.802345,11.226916,11.431822,11.02201,324.71568,0.987969,1633.402763,2859.454382,1633.902763,1237.045618,5.263221,-31.323924,626797.5119,794.917568,788.506302,7271.9375,1648.891278,217.869441,12.11841,10.838534,11.262221,10.414847,345.785211,0.99212,2409.864904,1637.309858,2410.364904,2459.190142,5.269851,-31.455413,711843.4087,835.659167,851.83462,7344.237305,1872.618136,217.029336,12.708906,11.16119,11.282788,11.039592,322.693215,0.993257,1.473436
lsc1m005-fa15-20190224-0205-e91.fits,140,0,58539.64239,2458539.642,2458539.643280,1.480075,42,15.90435,11,20,30,0.175211,0.229218,0.827718,0.203866,0.236572,0.000236,0.000304,0.000837,0.000283,0.000309,742.077965,754.943791,989.137737,720.419249,764.946106,3682055.377,1863.573842,2076.985536,2032.219348,2077.485536,2064.280652,5.267014,-31.413013,645137.1038,380.132711,805.71836,800.69803,6742.049316,1697.136513,224.542688,1383,12.67564,11.228695,11.598564,10.858826,346.511394,0.994547,3031.082014,2149.087409,3031.582014,1947.412591,5.275062,-31.399565,686610.2549,824.890805,832.365025,5892.972656,1806.238282,222.59222,13.116349,11.527537,12.117523,10.93755,343.512187,0.985189,3033.401132,1850.392831,3033.901132,2246.107169,5.275103,-31.431848,1667490.845,1212.048687,1375.762264,16166.72754,4386.601827,232.158716,12.94185,11.39656,11.740806,11.052314,334.821794,0.99105,1633.42329,2859.519253,1633.92329,1236.980747,5.263221,-31.323932,623529.1052,794.349773,784.955351,6909.875488,1640.293211,221.189499,12.237414,11.011268,11.526705,10.495832,359.744536,0.991273,2409.783182,1637.39216,2410.283182,2459.10784,5.26985,-31.455417,704425.1718,832.111196,846.551729,7220.092773,1853.103275,217.542889,12.858841,11.363015,11.632839,11.09319,336.862633,0.995284,1.480075
lsc1m005-fa15-20190224-0206-e91.fits,141,0,58539.64318,2458539.643,2458539.644280,1.486705,42,15.984008,11,20,30,0.175642,0.228784,0.829019,0.203602,0.236695,0.000237,0.000305,0.000842,0.000284,0.000311,739.769245,750.687337,984.883472,717.014164,761.301301,3659971.421,1860.620156,2076.825856,2032.132474,2077.325856,2064.367526,5.267014,-31.413028,642843.5129,380.132711,805.185486,798.37941,5963.302246,1691.102855,228.979075,1373,12.73287,11.291979,11.735091,10.848868,337.838093,0.988002,3030.913018,2148.967223,3031.413018,1947.532777,5.275062,-31.399584,681440.4958,823.602432,827.390096,5534.518555,1792.638402,226.216864,12.981259,11.588774,12.336957,10.84059,339.854402,0.971581,3033.28821,1850.325776,3033.78821,2246.174224,5.275103,-31.431863,1658914.341,1209.980603,1371.025566,13939.72266,4364.03996,235.305203,13.05944,11.465896,11.972025,10.959767,332.790374,0.977067,1633.314195,2859.443331,1633.814195,1237.056669,5.263221,-31.323938,619123.2197,792.537794,781.190783,6004.219238,1628.702823,224.410648,12.117749,11.043604,11.644705,10.442504,347.709923,0.985755,2409.510267,1637.315391,2410.010267,2459.184609,5.269849,-31.455435,700493.364,831.514993,842.430226,5834.101074,1842.760024,222.567912,13.124372,11.397869,11.760386,11.035351,332.25199,0.987415,1.486705
lsc1m005-fa15-20190224-0207-e91.fits,142,0,58539.64397,2458539.644,2458539.645280,1.493419,42,15.764259,11,20,30,0.175735,0.22941,0.828107,0.203518,0.236567,0.000237,0.000304,0.000838,0.000283,0.00031,742.264971,754.264991,988.292536,719.231971,763.861536,3684910.643,1866.773722,2077.046337,2031.722406,2077.546337,2064.777594,5.267011,-31.413021,647569.4068,380.132711,808.393788,801.056882,7118.041992,1703.535076,230.298139,1359,12.363526,11.125647,11.600667,10.650626,340.953388,0.98827,3031.221492,2148.608998,3031.721492,1947.891002,5.27506,-31.39957,687611.422,826.82934,831.624362,6183.047852,1808.872012,227.719051,12.883179,11.446976,12.302273,10.591678,343.106005,0.968028,3033.611307,1849.884949,3034.111307,2246.615051,5.275101,-31.431857,1669213.184,1213.714339,1375.293289,16774.27148,4391.132717,237.318706,12.83684,11.351757,11.935657,10.767856,336.887139,0.978005,1633.613625,2859.167667,1634.113625,1237.332333,5.263219,-31.323922,623127.1469,795.278511,783.533239,7511.086914,1639.235795,225.581667,11.973602,10.86866,11.509283,10.228038,352.201269,0.985124,2409.855157,1636.93821,2410.355157,2459.56179,5.269847,-31.455422,704958.8896,834.042546,845.231329,7344.24707,1854.507305,223.453634,12.780138,11.287866,11.691144,10.884589,334.524406,0.987168,1.493419
lsc1m005-fa15-20190224-0208-e91.fits,143,0,58539.64476,2458539.645,2458539.646280,1.500309,42,15.922885,11,20,30,0.175902,0.229816,0.828128,0.203524,0.23614,0.000237,0.000305,0.000838,0.000283,0.00031,742.39395,754.15917,988.049109,719.762304,762.187818,3683715.687,1866.771387,2077.562845,2031.531319,2078.062845,2064.968681,5.267015,-31.413031,647972.7627,380.132711,808.690576,801.261672,6484.081543,1704.596168,230.935925,1275,12.631938,11.238875,11.626848,10.850902,340.032663,0.991912,3031.585162,2148.418518,3032.085162,1948.081482,5.275062,-31.39958,688377.7432,827.8281,831.546722,5777.249512,1810.887943,227.484733,13.054757,11.472851,12.072732,10.87297,340.320853,0.981807,3034.000166,1849.804261,3034.500166,2246.695739,5.275104,-31.431855,1668694.992,1213.15065,1375.50517,15126.72266,4389.769528,237.280082,13.019104,11.441259,11.72489,11.157629,328.874033,0.988674,1633.89137,2858.981119,1634.39137,1237.518881,5.263221,-31.323929,622942.0787,794.255824,784.30911,6973.240723,1638.748944,225.692671,12.128538,11.023754,11.573342,10.474166,353.817336,0.989632,2410.261466,1636.724802,2410.761466,2459.775198,5.26985,-31.455435,703700.8731,834.840842,842.916203,6706.668945,1851.197891,224.575126,13.015828,11.375926,11.626576,11.125276,329.938332,0.992182,1.500309
lsc1m005-fa15-20190224-0209-e91.fits,144,0,58539.64555,2458539.646,2458539.647280,1.507224,42,16.080694,11,20,30,0.175771,0.22967,0.828505,0.203561,0.236078,0.000237,0.000305,0.000839,0.000283,0.00031,741.297509,753.022169,986.953309,718.514226,762.074581,3675982.781,1864.892409,2077.58141,2031.496635,2078.08141,2065.003365,5.267015,-31.413044,646129.3816,380.132711,807.633753,800.02771,6477.356445,1699.746859,232.759682,1401,12.808306,11.224663,11.616379,10.832947,350.997149,0.994627,3031.701954,2148.461931,3032.201954,1948.038069,5.275063,-31.399591,686576.0587,827.003746,830.197036,5700.291992,1806.148323,229.269487,13.27828,11.491378,12.140822,10.841934,343.951475,0.982311,3034.10756,1849.824893,3034.60756,2246.675107,5.275104,-31.431869,1665606.609,1212.258388,1373.969961,15363.58594,4381.645044,239.119773,13.109298,11.453359,11.796716,11.110002,334.591489,0.99101,1634.140051,2858.837302,1634.640051,1237.662698,5.263223,-31.323951,621726.2966,794.204498,782.828979,6451.400391,1635.550634,227.817871,12.284529,11.0465,11.518076,10.574924,1.443817,0.992718,2410.263868,1636.789379,2410.763868,2459.710621,5.269849,-31.455439,702073.8163,832.800887,843.02722,6576.562012,1846.917658,226.301712,13.000173,11.409223,11.667761,11.150685,337.808525,0.995983,1.507224
lsc1m005-fa15-20190224-0210-e91.fits,145,0,58539.64634,2458539.646,2458539.647280,1.514258,42,16.162853,11,20,30,0.175431,0.229246,0.829599,0.202761,0.236851,0.000238,0.000306,0.000843,0.000284,0.000312,738.009268,750.300175,983.643898,714.809983,760.112977,3655744.525,1860.934196,2077.166207,2031.737264,2077.666207,2064.762736,5.267014,-31.413022,641330.9916,380.132711,805.346776,796.341416,6171.65918,1687.123925,232.407542,1337,12.713689,11.331708,11.781736,10.881679,343.697544,0.991138,3031.308445,2148.677277,3031.808445,1947.822723,5.275062,-31.399568,681770.8101,824.24326,827.14757,5733.934082,1793.507347,229.309414,13.098702,11.568621,12.314467,10.822774,342.258403,0.975132,3033.709737,1850.075868,3034.209737,2246.424132,5.275104,-31.431843,1657631.729,1210.024905,1369.915382,14470.17773,4360.665844,238.731768,13.271622,11.518493,11.997825,11.039161,334.341454,0.982329,1633.655509,2859.056854,1634.155509,1237.443146,5.263221,-31.323931,616284.5846,791.657121,778.474125,6511.776367,1621.235339,228.678796,12.4042,11.138895,11.785342,10.492449,353.227232,0.985841,2409.964099,1636.932266,2410.464099,2459.567734,5.26985,-31.455427,700057.4007,832.356812,841.05445,6236.543457,1841.613153,225.088571,13.245359,11.527353,11.938304,11.116403,336.335474,0.988962,1.514258
lsc1m005-fa15-20190224-0211-e91.fits,146,0,58539.64712,2458539.647,2458539.648280,1.521379,42,15.512226,11,20,30,0.175226,0.22977,0.827796,0.20357,0.23629,0.000235,0.000303,0.000833,0.000281,0.000308,745.41294,759.22407,994.025518,723.925727,767.982847,3725605.883,1876.384661,2077.036402,2031.728596,2077.536402,2064.771404,5.267016,-31.41303,652823.7288,380.132711,811.726963,804.240537,7662.317871,1717.357412,232.197308,1377,12.187149,10.863368,11.407203,10.319533,348.879023,0.988357,3031.058094,2148.520552,3031.558094,1947.979448,5.275063,-31.399592,696091.0904,831.395852,837.25591,6406.506836,1831.179138,230.798522,12.395571,11.144716,12.003348,10.286085,345.348814,0.969146,3033.475569,1849.927778,3033.975569,2246.572222,5.275105,-31.431866,1687301.241,1220.263346,1382.73533,18454.71094,4438.716247,239.565381,12.589075,11.037454,11.562576,10.512332,338.127612,0.98273,1633.426667,2859.066755,1633.926667,1237.433245,5.263222,-31.323938,630144.5711,798.89573,788.769482,7828.239746,1657.696254,228.365975,11.663005,10.609558,11.296512,9.922604,0.030068,0.98337,2409.698837,1636.916605,2410.198837,2459.583395,5.26985,-31.455436,712068.9813,838.047321,849.676341,7760.927734,1873.21154,227.021275,12.563478,11.030697,11.473399,10.587994,340.882336,0.989591,1.521379
lsc1m005-fa15-20190224-0212-e91.fits,147,0,58539.64791,2458539.648,2458539.649280,1.528552,42,15.623455,11,20,30,0.176082,0.228551,0.828185,0.203427,0.237498,0.000236,0.000302,0.000834,0.000282,0.000309,745.707666,755.834342,992.546881,722.360299,768.149746,3718983.444,1876.067944,2077.771592,2031.542825,2078.271592,2064.957175,5.267015,-31.41304,654845.0229,380.132711,813.650038,804.823932,7215.574707,1722.67475,235.53153,1352,12.299781,10.972222,11.440802,10.503642,342.394991,0.989112,3031.798382,2148.461309,3032.298382,1948.038691,5.275062,-31.399591,691854.1317,830.700996,832.855787,6358.955566,1820.03314,233.431409,12.857982,11.242408,11.998735,10.486081,342.088297,0.972711,3034.095706,1849.84301,3034.595706,2246.65699,5.275103,-31.431868,1684734.193,1219.366953,1381.646591,17003.75977,4431.963217,240.437568,12.73297,11.202498,11.657483,10.747512,333.866763,0.982441,1634.172716,2858.956008,1634.672716,1237.543992,5.263222,-31.323938,628656.4426,798.840184,786.961467,7393.783203,1653.781493,231.643534,11.958898,10.726519,11.329202,10.123836,354.128815,0.98691,2410.432792,1636.787947,2410.932792,2459.712053,5.26985,-31.455442,713738.6763,839.383929,850.312535,7386.461426,1877.603941,227.985312,12.755418,11.135079,11.459789,10.810369,332.013402,0.989156,1.528552
lsc1m005-fa15-20190224-0213-e91.fits,148,0,58539.6487,2458539.649,2458539.650280,1.535808,42,15.877281,11,20,30,0.17641,0.229764,0.825329,0.203535,0.237465,0.000238,0.000306,0.000838,0.000284,0.000312,741.564557,751.644714,984.974676,716.267751,762.168616,3673244.894,1867.25857,2077.591094,2031.729261,2078.091094,2064.770739,5.267013,-31.413029,647998.08,380.132711,809.360511,800.629721,7102.608398,1704.662769,235.863292,1367,12.583457,11.183438,11.67887,10.688006,339.96948,0.986651,3031.725477,2148.530475,3032.225477,1947.969525,5.275061,-31.399589,686293.0006,828.135942,828.72022,6128.381836,1805.403694,235.337202,13.045205,11.492214,12.314925,10.669503,340.57848,0.966551,3034.09268,1849.898553,3034.59268,2246.601447,5.275102,-31.431866,1660870.502,1211.933524,1370.430365,16988.75586,4369.185953,242.553851,13.005076,11.383887,11.899585,10.86819,333.680471,0.9778,1633.91391,2859.083377,1634.41391,1237.416623,5.263219,-31.32394,621199.0221,796.231375,780.174007,7348.588867,1634.163554,233.59941,12.055236,10.90055,11.56998,10.231121,351.204976,0.983522,2410.296389,1636.894749,2410.796389,2459.605251,5.269848,-31.455436,704882.3698,835.510718,843.654491,6884.095703,1854.306008,230.351033,13.073976,11.356242,11.768296,10.944188,332.84497,0.984568,1.535808
lsc1m005-fa15-20190224-0214-e91.fits,149,0,58539.64948,2458539.649,2458539.650280,1.543158,42,15.629469,11,20,30,0.175155,0.229159,0.828748,0.203765,0.236268,0.000235,0.000303,0.000835,0.000282,0.000308,743.808374,756.25958,992.79083,723.277439,766.367305,3720423.934,1876.503187,2077.739938,2031.631492,2078.239938,2064.868508,5.267014,-31.413029,651652.274,380.132711,812.111477,802.41727,8075.95752,1714.275712,236.59519,1340,12.266347,10.935502,11.306117,10.564886,340.76859,0.992524,3031.76763,2148.528016,3032.26763,1947.971984,5.275061,-31.39958,693618.3811,832.261959,833.413535,6949.562012,1824.674281,234.554802,12.677285,11.245594,11.948617,10.542571,340.912925,0.974901,3034.231186,1849.90315,3034.731186,2246.59685,5.275103,-31.431856,1686013.152,1219.288944,1382.783925,19383.95117,4435.327723,242.249121,12.678736,11.105852,11.478566,10.733137,331.724004,0.985204,1634.095357,2858.978874,1634.595357,1237.521126,5.26322,-31.323939,629767.5056,799.028879,788.166138,7994.114258,1656.704323,231.756843,11.870187,10.720714,11.23088,10.210547,355.373638,0.990743,2410.415589,1636.800479,2410.915589,2459.699521,5.269849,-31.455436,711024.8954,838.744039,847.725722,8242.84668,1870.464905,230.123491,12.777508,11.11151,11.385179,10.837841,331.23605,0.991592,1.543158
lsc1m005-fa15-20190224-0215-e91.fits,150,0,58539.65028,2458539.65,2458539.651280,1.550669,42,15.408864,11,20,30,0.175276,0.228971,0.828,0.204009,0.236543,0.000235,0.000302,0.000833,0.000281,0.000308,745.735991,757.983807,994.198072,725.009564,767.810635,3726191.964,1876.490425,2077.554551,2031.699101,2078.054551,2064.800899,5.267019,-31.413019,653111.6966,380.132711,811.688954,804.632974,8746.411133,1718.114957,235.278366,1346,11.97568,10.807271,11.154788,10.459754,340.470649,0.993155,3031.665538,2148.5888,3032.165538,1947.9112,5.275063,-31.39956,694230.2983,830.93037,835.485527,7048.92041,1826.284027,232.360405,12.599961,11.188352,11.902175,10.47453,340.652109,0.973487,3034.071744,1849.949148,3034.571744,2246.550852,5.275105,-31.431825,1687793.194,1219.903997,1383.545916,19627.75195,4440.010408,240.191455,12.6375,11.121251,11.533437,10.709066,332.206155,0.982844,1634.16241,2859.096299,1634.66241,1237.403701,5.263228,-31.323968,631370.5995,798.991932,790.208979,8992.611328,1660.921518,229.536598,11.678666,10.626982,11.127847,10.126118,355.506717,0.990933,2410.257405,1636.974808,2410.757405,2459.525192,5.269853,-31.455392,712797.8731,839.176479,849.401634,8684.09668,1875.129007,228.687262,12.523044,11.022577,11.318846,10.726308,332.984359,0.991635,1.550669
