Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5
lsc1m009-fa04-20181102-0185-e91.fits,121,148503.9688,58425.61961,2458425.62,2018,NaN,2458425.621,NaN,NaN,42,1.304481,4.188376,12,21,32,0.087388,0.265288,0.199731,0.657143,0.294167,0.000145,0.000284,0.000237,0.000577,0.000305,600.842576,933.787433,843.384946,1139.791756,965.816847,4833955.713,2089.593242,2022.355069,2061.685197,2022.855069,2034.814803,22.196525,-58.946351,422431.9625,452.389342,678.937897,622.195292,33514.32031,933.779652,150.262665,1621,3.25188,6.487768,6.659523,6.316013,26.326467,0.992393,3336.462334,1995.012462,3336.962334,2101.487538,22.214922,-58.953729,1013515.267,967.820723,1047.213852,56857.4375,2240.360619,152.911237,3.710044,6.572363,6.880526,6.264201,12.928083,0.989188,2668.692581,1823.254074,2669.192581,2273.245926,22.205569,-58.972327,804757.2886,875.729904,918.956045,56950.36328,1778.904173,150.192299,3.33067,6.483416,6.714632,6.2522,19.546295,0.991576,1268.684043,2004.800356,1269.184043,2091.699644,22.18597,-58.952158,1916913.119,1288.247661,1488.000465,148503.9688,4237.308311,156.628809,3.423469,6.388673,6.490092,6.287255,33.830292,0.993026,1423.749007,1785.129723,1424.249007,2311.370277,22.188126,-58.97604,1098770.039,1001.617725,1096.995402,84010.48438,2428.815042,153.491647,3.158961,6.367448,6.451488,6.283409,35.424335,0.993528
lsc1m009-fa04-20181102-0186-e91.fits,122,148731.9844,58425.62041,2458425.62,2018,NaN,2458425.621,NaN,NaN,42,1.307028,4.068423,12,21,32,0.086943,0.264755,0.199719,0.657791,0.294344,0.000145,0.000283,0.000236,0.000576,0.000304,600.924164,935.050969,844.61558,1141.372347,967.534913,4836856.964,2087.780082,2021.902215,2061.66293,2022.402215,2034.83707,22.196524,-58.946351,420528.6604,452.389342,675.852162,622.219894,37925.44141,929.572431,142.335568,1582,3.122638,6.29255,6.412763,6.172337,29.859726,0.994262,3336.139403,1994.968657,3336.639403,2101.531343,22.214922,-58.953733,1012513.524,965.593848,1048.591523,64247.63672,2238.146282,146.355849,3.631423,6.465965,6.732908,6.199022,8.676936,0.992542,2668.282129,1823.193539,2668.782129,2273.306461,22.205569,-58.972331,805197.8278,874.934576,920.2949,63033.57422,1779.877979,143.584898,3.268312,6.313017,6.504846,6.121187,18.437525,0.994239,1268.210685,2004.733773,1268.710685,2091.766227,22.18597,-58.952162,1919205.444,1288.172893,1489.866348,148731.9844,4242.375462,149.712582,3.062005,6.250078,6.294967,6.205189,38.741683,0.995608,1423.262772,1785.10934,1423.762772,2311.39066,22.188125,-58.976038,1099940.168,1000.776836,1099.086358,98429.96094,2431.401596,146.426673,3.069359,6.253538,6.290774,6.216301,39.563002,0.996015
lsc1m009-fa04-20181102-0187-e91.fits,123,148709.0469,58425.62122,2458425.621,2018,NaN,2458425.622,NaN,NaN,42,1.309598,4.10801,12,21,32,0.087681,0.265357,0.199227,0.65691,0.294824,0.000145,0.000283,0.000236,0.000575,0.000305,604.397676,936.513027,844.520995,1141.5077,968.04122,4833149.6,2085.427423,2022.054025,2061.643334,2022.554025,2034.856666,22.196525,-58.94635,423776.7422,452.389342,676.892759,626.061864,34380.625,936.752268,140.457554,1575,3.105372,6.465574,6.591647,6.3395,30.687943,0.993378,3336.236396,1994.950359,3336.736396,2101.549641,22.214922,-58.953731,1013555.564,964.672499,1050.673224,58917.0625,2240.449697,143.05372,3.710614,6.634773,6.883447,6.3861,9.2918,0.993763,2668.367664,1823.1851,2668.867664,2273.3149,22.205568,-58.972329,802928.2257,872.658987,920.093917,56759.45313,1774.861057,141.994442,3.442033,6.514247,6.687889,6.340604,19.390148,0.99533,1268.421968,2004.735369,1268.921968,2091.764631,22.185971,-58.952159,1916184.764,1286.670428,1489.258416,148709.0469,4235.698293,147.46166,3.261168,6.412081,6.460689,6.363473,38.065805,0.995999,1423.440866,1785.062218,1423.940866,2311.437782,22.188125,-58.976041,1100481.046,1000.679772,1099.733478,87966.73438,2432.597198,144.822871,2.952441,6.407949,6.459884,6.356014,38.025883,0.995478
lsc1m009-fa04-20181102-0188-e91.fits,124,127780.8047,58425.62201,2458425.622,2018,NaN,2458425.623,NaN,NaN,42,1.312193,4.522608,12,21,32,0.087041,0.26455,0.19936,0.659023,0.294226,0.000145,0.000283,0.000236,0.000578,0.000304,601.096269,934.489274,844.004443,1140.62048,966.323413,4826217.624,2084.699251,2022.054487,2061.765963,2022.554487,2034.734037,22.196525,-58.946347,420079.9074,452.389342,674.888341,622.443569,26739.16602,928.580469,142.818456,1572,3.53722,6.767251,6.867833,6.666669,35.014453,0.992428,3336.332535,1995.059416,3336.832535,2101.440584,22.214923,-58.953727,1009666.704,963.414289,1048.008854,48668.06641,2231.853429,145.343038,4.098434,6.93615,7.196038,6.676263,16.136309,0.992167,2668.465697,1823.278075,2668.965697,2273.221925,22.20557,-58.972329,802224.9638,872.331786,919.632847,46921.375,1773.306506,142.916232,3.799937,6.828013,6.985232,6.670794,25.631302,0.99459,1268.373791,2004.8535,1268.873791,2091.6465,22.18597,-58.952158,1917145.232,1287.389369,1489.1728,127780.8047,4237.821394,150.083674,3.456625,6.736726,6.782318,6.691133,39.562947,0.994852,1423.421748,1785.116267,1423.921748,2311.383733,22.188125,-58.976047,1097180.724,999.734837,1097.471733,71505.0625,2425.301885,146.321554,3.612812,6.718588,6.763281,6.673896,39.588312,0.994981
lsc1m009-fa04-20181102-0189-e91.fits,125,115756.4766,58425.62282,2458425.623,2018,NaN,2458425.624,NaN,NaN,42,1.314836,4.606129,12,21,32,0.0873,0.264738,0.199244,0.659138,0.294094,0.000145,0.000284,0.000237,0.000579,0.000305,600.427764,932.863426,841.797065,1138.908426,964.86365,4818291.264,2084.727839,2022.03593,2061.534262,2022.53593,2034.965738,22.196525,-58.946347,420638.785,452.389342,676.511974,621.775817,24607.49219,929.81586,145.544232,1629,3.469798,7.039313,7.202608,6.876019,30.737507,0.990571,3336.176234,1994.822703,3336.676234,2101.677297,22.214922,-58.953728,1008576.435,964.080833,1046.153394,48566.62109,2229.443405,147.117025,4.051969,7.139487,7.35313,6.925843,16.409922,0.994937,2668.346559,1823.032672,2668.846559,2273.467328,22.205568,-58.97233,800516.7919,872.953921,917.020673,44200.22656,1769.530617,145.830356,3.736954,7.018926,7.167345,6.870506,27.282328,0.994684,1268.316575,2004.5906,1268.816575,2091.9094,22.185969,-58.952161,1914198.59,1286.932945,1487.411289,115756.4766,4231.307885,153.151574,3.671552,6.983303,7.07142,6.895185,35.449445,0.994054,1423.389295,1784.911965,1423.889295,2311.588035,22.188125,-58.976044,1094999.447,999.196357,1095.880143,61334.16406,2420.480203,149.825859,3.577762,7.01677,7.110634,6.922907,36.249281,0.992088
lsc1m009-fa04-20181102-0190-e91.fits,126,138331.0469,58425.62363,2458425.624,2018,NaN,2458425.625,NaN,NaN,42,1.317493,4.36115,12,21,32,0.087357,0.264886,0.199255,0.658878,0.294085,0.000146,0.000284,0.000237,0.000579,0.000305,600.072437,932.627385,841.560591,1138.747165,964.470108,4825270.813,2088.212457,2022.007336,2061.581812,2022.507336,2034.918188,22.196525,-58.946345,421520.8097,452.389342,678.350087,621.391252,29247.51563,931.765562,149.045186,1553,3.13623,6.689307,6.759691,6.618922,31.446476,0.997868,3336.177563,1994.85589,3336.677563,2101.64411,22.214922,-58.953729,1010484.79,966.16071,1045.876509,54542.79297,2233.661795,150.995618,3.928579,6.847847,7.049093,6.646601,9.565245,0.996136,2668.321035,1823.087223,2668.821035,2273.412777,22.205569,-58.972328,801712.5378,874.515662,916.750348,50384.97266,1772.173796,149.780614,3.551995,6.725251,6.816321,6.634182,27.838363,0.997694,1268.333304,2004.64898,1268.833304,2091.85102,22.18597,-58.952157,1916515.327,1288.479364,1487.424153,138331.0469,4236.428998,155.173638,3.429001,6.645174,6.657142,6.633205,42.938774,0.997489,1423.383346,1784.972987,1423.883346,2311.527013,22.188126,-58.97604,1096558.158,1001.103408,1095.34954,75510.72656,2423.925712,152.534521,3.153818,6.654409,6.653918,6.654901,45.079724,0.997183
lsc1m009-fa04-20181102-0191-e91.fits,127,122056.5469,58425.62443,2458425.624,2018,NaN,2458425.625,NaN,NaN,42,1.320174,4.523895,12,21,32,0.087619,0.264445,0.199948,0.658327,0.294076,0.000146,0.000284,0.000237,0.000578,0.000305,600.086221,932.153118,842.657391,1138.185468,963.933096,4823472.609,2088.121417,2022.088773,2061.703649,2022.588773,2034.796351,22.196525,-58.946346,422628.5979,452.389342,680.099896,621.421354,26306.05273,934.214312,149.985797,1556,3.647601,6.807981,6.941338,6.674625,28.004561,0.995093,3336.211267,1994.995555,3336.711267,2101.504445,22.214921,-58.953729,1008775.896,965.075953,1045.281351,50122.75781,2229.88431,152.295232,3.908127,6.926947,7.139701,6.714192,15.166317,0.994944,2668.3547,1823.212135,2668.8547,2273.287865,22.205568,-58.972329,803738.6123,875.253533,918.292337,50545.89844,1776.652404,149.856818,3.674295,6.775713,6.918473,6.632953,24.709428,0.995808,1268.335657,2004.704699,1268.835657,2091.795301,22.18597,-58.952165,1914834.444,1288.445808,1486.15831,122056.5469,4232.713431,156.627019,3.615151,6.74162,6.774176,6.709065,40.037846,0.99686,1423.396001,1785.030524,1423.896001,2311.469476,22.188125,-58.976047,1096123.656,1001.358132,1094.636995,68481.25781,2422.965252,154.486909,3.413153,6.751676,6.793218,6.710133,38.766675,0.996751
lsc1m009-fa04-20181102-0192-e91.fits,128,107994.8359,58425.62523,2458425.625,2018,NaN,2458425.626,NaN,NaN,42,1.322867,4.753916,12,21,32,0.087685,0.264662,0.199253,0.658894,0.294312,0.000146,0.000284,0.000237,0.000579,0.000305,600.556486,931.441131,840.763459,1137.307897,963.445645,4812651.637,2085.245668,2022.315111,2061.766289,2022.815111,2034.733711,22.196524,-58.946351,421997.5982,452.389342,678.471504,621.982789,24331.59961,932.819496,147.481991,1548,3.642324,7.058775,7.28305,6.834499,24.025493,0.990982,3336.502553,1995.073029,3337.002553,2101.426971,22.214921,-58.953732,1007167.595,964.239901,1044.519724,43979.42188,2226.329183,151.743758,4.069665,7.237509,7.575348,6.899669,11.796337,0.989667,2668.59697,1823.246009,2669.09697,2273.253991,22.205567,-58.972337,799611.488,872.999451,915.935843,42526.47656,1767.529457,148.956879,3.881904,7.074315,7.365899,6.782731,16.628012,0.990315,1268.635735,2004.865103,1269.135735,2091.634897,22.185969,-58.952159,1911530.353,1286.929046,1485.342459,107994.8359,4225.409785,155.69473,3.897474,7.02229,7.177713,6.866866,31.075926,0.991029,1423.717166,1785.190015,1424.217166,2311.309985,22.188125,-58.976041,1094342.202,1000.088245,1094.24564,59940.08594,2419.027373,151.78652,3.754316,7.018707,7.157605,6.87981,31.592399,0.992308
lsc1m009-fa04-20181102-0193-e91.fits,129,131800.125,58425.62604,2458425.626,2018,NaN,2458425.627,NaN,NaN,42,1.325586,4.437233,12,21,32,0.087606,0.264707,0.199535,0.659148,0.293783,0.000145,0.000283,0.000236,0.000578,0.000304,602.53855,934.160352,843.820341,1140.659722,966.12488,4832741.259,2087.704709,2022.343697,2061.694415,2022.843697,2034.805585,22.196524,-58.946354,423375.3747,452.389342,678.432332,624.049525,30104.25391,935.865051,146.062994,1622,3.422364,6.641071,6.746097,6.536044,28.058186,0.996783,3336.599994,1995.040983,3337.099994,2101.459017,22.214923,-58.953733,1011508.533,965.601688,1047.542218,54871.13281,2235.924765,149.065074,3.742832,6.794794,6.992084,6.597504,10.479334,0.99614,2668.754481,1823.242795,2669.254481,2273.257205,22.205569,-58.972333,803894.0253,874.365563,919.402661,51868.57031,1776.995942,146.175041,3.459559,6.640826,6.76706,6.514592,21.946753,0.997219,1268.666753,2004.825794,1269.166753,2091.674206,22.18597,-58.952158,1919955.668,1288.901764,1489.605897,131800.125,4244.033821,153.343533,3.516574,6.609061,6.651669,6.566453,36.907029,0.997861,1423.716325,1785.143238,1424.216325,2311.356762,22.188125,-58.976041,1097383.033,1000.170704,1097.195737,77104.17188,2425.749085,149.66685,3.290918,6.60029,6.624043,6.576537,40.067788,0.998235
lsc1m009-fa04-20181102-0194-e91.fits,130,116459.1797,58425.62684,2458425.627,2018,NaN,2458425.628,NaN,NaN,42,1.328342,4.686947,12,21,32,0.087848,0.264958,0.19904,0.658867,0.294267,0.000146,0.000284,0.000237,0.000579,0.000305,600.882448,932.640147,840.44914,1138.431511,964.009492,4822683.698,2087.883914,2022.236302,2061.587286,2022.736302,2034.912714,22.196525,-58.946346,423663.5613,452.389342,680.79408,622.30794,25455.89063,936.502083,151.186054,1555,3.729848,6.954192,7.083361,6.825024,28.843781,0.995174,3336.350961,1994.840221,3336.850961,2101.659779,22.214921,-58.953733,1010159.657,965.703291,1046.035222,49514.97656,2232.943092,153.116492,4.047591,7.077005,7.285035,6.868976,12.634687,0.995781,2668.584715,1823.098002,2669.084715,2273.401998,22.205569,-58.972329,800561.9897,874.607452,915.338633,43424.98047,1769.630527,151.328654,3.798321,6.989543,7.130488,6.848598,24.658501,0.996175,1268.52858,2004.633348,1269.02858,2091.866652,22.18597,-58.95216,1915467.557,1287.86867,1487.315906,116459.1797,4234.112917,158.379517,3.83386,6.911089,6.952981,6.869197,39.454608,0.996029,1423.581212,1784.932377,1424.081212,2311.567623,22.188125,-58.976046,1096494.495,1001.565019,1094.781142,64265.26563,2423.784985,154.699843,3.587881,6.938325,6.98143,6.895219,39.796245,0.995269
lsc1m009-fa04-20181102-0195-e91.fits,131,126254.5234,58425.62765,2458425.628,2018,NaN,2458425.629,NaN,NaN,42,1.331125,4.567642,12,21,32,0.087318,0.263672,0.19921,0.66046,0.294448,0.000146,0.000284,0.000237,0.00058,0.000305,598.59313,929.9583,840.376035,1138.07026,963.940697,4828477.914,2091.629292,2022.322288,2061.82207,2022.822288,2034.67793,22.196524,-58.946352,421615.1383,452.389342,680.252234,619.792362,27401.87305,931.974074,155.558297,1589,3.460568,6.832797,6.943371,6.722222,28.097412,0.996618,3336.546033,1995.143051,3337.046033,2101.356949,22.214922,-58.95373,1007486.658,966.694585,1042.197477,51258.11719,2227.034468,156.53654,3.886222,7.017073,7.271916,6.76223,4.998285,0.994575,2668.695235,1823.374238,2669.195235,2273.125762,22.205569,-58.972329,802095.4289,876.256593,915.365927,49412.77734,1773.020171,154.563029,3.693739,6.898073,7.08742,6.708726,13.902441,0.996154,1268.621003,2004.896502,1269.121003,2091.603498,22.18597,-58.952163,1920561.712,1290.881292,1487.791112,126254.5234,4245.373472,162.831268,3.59761,6.807641,6.866105,6.749176,34.368624,0.997757,1423.669913,1785.182757,1424.169913,2311.317243,22.188125,-58.976049,1098334.115,1003.102462,1094.937113,69125.10938,2427.851437,159.46951,3.513125,6.798867,6.839716,6.758019,37.549342,0.997817
lsc1m009-fa04-20181102-0196-e91.fits,132,131136.3125,58425.62845,2458425.628,2018,NaN,2458425.629,NaN,NaN,42,1.333922,4.343466,12,21,32,0.087813,0.264793,0.200256,0.657308,0.293974,0.000146,0.000284,0.000238,0.000577,0.000305,601.469102,932.521864,842.944639,1138.85146,964.751318,4832415.823,2090.848104,2022.14005,2061.723507,2022.64005,2034.776493,22.196525,-58.946352,424349.4926,452.389342,681.21249,622.932637,29525.49023,938.018324,153.328608,1654,3.295118,6.7072,6.820746,6.593654,27.021833,0.996677,3336.241289,1995.064383,3336.741289,2101.435617,22.214921,-58.95373,1011698.311,967.542864,1045.636682,56430.94141,2236.344265,156.268934,3.681656,6.757377,6.930728,6.584026,13.561323,0.996681,2668.462286,1823.2815,2668.962286,2273.2185,22.205569,-58.97233,806261.2516,877.747375,918.557292,57193.1875,1782.228661,152.83198,3.452093,6.670014,6.778437,6.56159,24.937767,0.997456,1268.460453,2004.764974,1268.960453,2091.735026,22.18597,-58.952166,1916594.193,1288.844511,1487.063937,131136.3125,4236.60333,160.415084,3.511779,6.694297,6.780513,6.608082,27.993703,0.99788,1423.546256,1785.106487,1424.046256,2311.393513,22.188126,-58.976047,1097862.068,1001.971044,1095.702391,75569.39844,2426.807985,157.776857,3.20904,6.674769,6.748747,6.600792,29.779915,0.998086
lsc1m009-fa04-20181102-0197-e91.fits,133,142782.7344,58425.62926,2458425.629,2018,NaN,2458425.63,NaN,NaN,42,1.336744,4.176767,12,21,32,0.087444,0.264044,0.19908,0.660692,0.294068,0.000146,0.000283,0.000237,0.00058,0.000305,599.667876,931.655907,840.259288,1138.853727,963.935531,4826917.351,2089.584755,2022.111583,2061.596704,2022.611583,2034.903296,22.196524,-58.946356,422084.6029,452.389342,679.733273,620.956219,29838.7793,933.011819,151.537706,1523,3.331745,6.613757,6.686015,6.5415,34.90598,0.995992,3336.305811,1994.941243,3336.805811,2101.558757,22.214922,-58.953733,1008285.493,965.304874,1044.525435,62738.73828,2228.800282,154.762711,3.585161,6.683157,6.80599,6.560325,21.634081,0.997453,2668.444156,1823.133853,2668.944156,2273.366147,22.205568,-58.972336,801399.6916,875.780352,915.069275,57501.52734,1771.482254,152.639707,3.132553,6.591657,6.682744,6.500569,29.806303,0.997016,1268.477702,2004.727846,1268.977702,2091.772154,22.18597,-58.95216,1920347.316,1289.745963,1488.934543,142782.7344,4244.899552,157.13461,3.309855,6.572341,6.591654,6.553028,41.168346,0.998058,1423.501166,1785.037158,1424.001166,2311.462842,22.188125,-58.976044,1096884.85,1002.055425,1094.63491,76851.97656,2424.647859,154.85744,3.181055,6.583367,6.593513,6.57322,43.176243,0.997652
lsc1m009-fa04-20181102-0198-e91.fits,134,148386.7031,58425.63006,2458425.63,2018,NaN,2458425.631,NaN,NaN,42,1.339619,4.004556,12,21,32,0.087758,0.265075,0.199879,0.657764,0.29384,0.000146,0.000284,0.000237,0.000578,0.000305,601.367829,933.175762,842.439991,1138.908503,964.048996,4832892.847,2091.137666,2022.188377,2061.825303,2022.688377,2034.674697,22.196525,-58.946348,424123.4259,452.389342,680.970603,622.821931,35133.42969,937.518607,153.414157,1548,3.130578,6.413456,6.504204,6.322708,27.18174,0.997642,3336.35037,1995.127934,3336.85037,2101.372066,22.214922,-58.95373,1012651.346,967.524663,1046.641378,67808.875,2238.450935,155.457099,3.438792,6.523479,6.676919,6.37004,8.063652,0.997605,2668.546303,1823.341821,2669.046303,2273.158179,22.205569,-58.97233,805074.7516,877.093143,917.889689,67697.35156,1779.605921,153.540397,3.214074,6.403846,6.498144,6.309548,22.494464,0.998267,1268.485811,2004.869076,1268.985811,2091.630924,22.18597,-58.952162,1917583.896,1289.183444,1487.440677,148386.7031,4238.791053,160.819454,3.124253,6.397421,6.431397,6.363446,34.813027,0.999069,1423.543685,1785.196397,1424.043685,2311.303603,22.188125,-58.976045,1097582.854,1002.72949,1094.595167,92277.83594,2426.190787,157.554198,2.938317,6.366556,6.385361,6.34775,39.543516,0.999026
lsc1m009-fa04-20181102-0199-e91.fits,135,140277.25,58425.63087,2458425.631,2018,NaN,2458425.632,NaN,NaN,42,1.342497,4.106054,12,21,32,0.087689,0.263857,0.199523,0.659332,0.294575,0.000146,0.000283,0.000237,0.000579,0.000306,599.182774,931.047824,840.860813,1138.196595,963.894665,4836903.422,2094.73109,2022.261584,2061.700207,2022.761584,2034.799793,22.196526,-58.946347,424142.4022,452.389342,683.62074,620.435246,32415.20703,937.560554,159.363882,1565,3.235503,6.579159,6.680633,6.477684,28.293682,0.996863,3336.411334,1994.925367,3336.911334,2101.574633,22.214922,-58.953738,1009805.674,967.478778,1043.749689,61553.32813,2232.16062,162.133197,3.563762,6.684597,6.846655,6.522539,18.079873,0.996398,2668.622497,1823.230755,2669.122497,2273.269245,22.20557,-58.972327,804547.1652,878.366133,915.958773,57934.91016,1778.439699,159.194973,3.263097,6.567119,6.685892,6.448346,25.861664,0.996593,1268.464359,2004.791876,1268.964359,2091.708124,22.18597,-58.952154,1921932.824,1292.12906,1487.415525,140277.25,4248.404296,166.959556,3.302708,6.543078,6.591157,6.494999,35.154336,0.998098,1423.526585,1785.07268,1424.026585,2311.42732,22.188125,-58.976041,1100617.758,1005.364899,1094.744564,78215.82813,2432.899397,164.3645,3.160644,6.520484,6.589205,6.451763,32.155109,0.997636
lsc1m009-fa04-20181102-0200-e91.fits,136,130397.1406,58425.63167,2458425.632,2018,NaN,2458425.633,NaN,NaN,42,1.345399,4.254656,12,21,32,0.087676,0.265396,0.199545,0.658107,0.293683,0.000147,0.000285,0.000238,0.000579,0.000306,597.499303,930.3621,838.63845,1135.941605,961.202594,4821771.761,2092.438232,2022.321977,2061.63307,2022.821977,2034.86693,22.196525,-58.946355,422754.2539,452.389342,683.341403,618.657456,32718.94531,934.492072,160.884911,1591,3.350217,6.620469,6.695698,6.545241,33.760897,0.996468,3336.540001,1994.979606,3337.040001,2101.520394,22.214922,-58.953734,1011287.934,969.178284,1043.448817,58423.89844,2235.437133,164.028119,3.567158,6.794864,6.962396,6.627333,22.276669,0.995217,2668.630421,1823.169517,2669.130421,2273.330483,22.205568,-58.972335,802103.1923,878.144575,913.406761,58696.39063,1773.037332,162.868197,3.209486,6.595672,6.682674,6.50867,30.395847,0.997078,1268.620802,2004.834748,1269.120802,2091.665252,22.18597,-58.95215,1913773.877,1289.137669,1484.538015,130397.1406,4230.369062,167.249426,3.569768,6.675138,6.712946,6.637331,38.859767,0.997164,1423.704292,1785.100021,1424.204292,2311.399979,22.188126,-58.976039,1094606.758,1002.98424,1091.349909,70695.38281,2419.612171,165.450882,3.470596,6.673845,6.699299,6.64839,40.475712,0.997648
lsc1m009-fa04-20181102-0201-e91.fits,137,134172.3906,58425.63248,2458425.632,2018,NaN,2458425.633,NaN,NaN,42,1.348378,4.183708,12,21,32,0.087281,0.26501,0.199682,0.658505,0.293685,0.000146,0.000284,0.000237,0.000579,0.000305,597.460561,931.639284,841.046531,1138.162697,963.604955,4829726.656,2091.566892,2022.369277,2061.828537,2022.869277,2034.671463,22.196525,-58.94635,421541.1556,452.389342,681.529103,618.522604,31888.66406,931.810537,156.020347,1618,3.221356,6.591975,6.701455,6.482495,27.588255,0.996618,3336.506449,1995.148884,3337.006449,2101.351116,22.214922,-58.953729,1011791.131,968.565546,1044.628456,63958.92578,2236.549443,159.204094,3.424656,6.637686,6.795894,6.479479,16.84773,0.996721,2668.664011,1823.339279,2669.164011,2273.160721,22.205569,-58.972332,803888.7158,877.41489,916.201361,60075.19141,1776.984206,155.274577,3.299257,6.576679,6.733169,6.420188,18.9353,0.99637,1268.660985,2004.882248,1269.160985,2091.617752,22.18597,-58.952163,1917630.471,1289.477429,1487.13768,134172.3906,4238.894007,161.990288,3.447825,6.580015,6.677744,6.482285,28.853982,0.99691,1423.70865,1785.204605,1424.20865,2311.295395,22.188125,-58.976046,1096416.338,1001.960038,1094.271524,77923.35938,2423.61222,158.93011,3.270789,6.549839,6.626755,6.472924,32.034349,0.997116
lsc1m009-fa04-20181102-0202-e91.fits,138,123426.1484,58425.63329,2458425.633,2018,NaN,2458425.634,NaN,NaN,42,1.351333,4.344593,12,21,32,0.087638,0.26451,0.20008,0.658237,0.293909,0.000146,0.000284,0.000238,0.000579,0.000306,598.71836,930.05836,840.605839,1136.185787,961.873223,4815382.695,2088.733377,2022.293883,2061.767493,2022.793883,2034.732507,22.196525,-58.94635,422008.4925,452.389342,680.668809,619.990937,29156.72266,932.843578,156.102016,1581,3.388312,6.75897,6.864607,6.653333,24.698394,0.997694,3336.373654,1995.092214,3336.873654,2101.407786,22.214922,-58.953729,1007281.006,965.91114,1042.829888,56061.79688,2226.579877,158.367667,3.768445,6.839049,7.014827,6.663271,15.384117,0.996426,2668.531974,1823.236068,2669.031974,2273.263932,22.205568,-58.972337,802830.3438,876.496162,915.954203,53243.53516,1774.64469,155.721617,3.375139,6.768664,6.902074,6.635253,24.146932,0.996492,1268.629814,2004.83694,1269.129814,2091.66306,22.185971,-58.952161,1911466.503,1287.897104,1484.176413,123426.1484,4225.268647,163.487078,3.606579,6.793352,6.878142,6.708563,31.468751,0.996991,1423.673733,1785.165539,1424.173733,2311.334461,22.188126,-58.976043,1093804.842,1001.44811,1092.223183,71738.63281,2417.839548,159.822183,3.400782,6.767934,6.849477,6.686391,32.243553,0.996871
lsc1m009-fa04-20181102-0203-e91.fits,139,130995.6875,58425.63409,2458425.634,2018,NaN,2458425.635,NaN,NaN,42,1.354314,4.290909,12,21,32,0.087397,0.264708,0.199398,0.657476,0.294959,0.000147,0.000285,0.000238,0.000579,0.000307,596.415348,929.009553,837.62145,1134.707214,961.520232,4814375.946,2091.172381,2022.440323,2061.719612,2022.940323,2034.780388,22.196525,-58.94635,420761.1874,452.389342,681.399356,617.495722,31329.04102,930.086428,160.698302,1565,3.460918,6.668514,6.755178,6.58185,33.249277,0.995753,3336.598359,1994.992377,3337.098359,2101.507623,22.214922,-58.953737,1007666.023,967.288048,1041.743485,59129.8125,2227.430951,162.314726,3.615549,6.774787,6.958118,6.591457,17.646608,0.99561,2668.844108,1823.298703,2669.344108,2273.201297,22.20557,-58.972327,800383.1478,877.382443,912.239758,52922.14453,1769.235199,161.541781,3.317576,6.660295,6.797774,6.522816,24.248901,0.996122,1268.819806,2004.827541,1269.319806,2091.672459,22.185971,-58.952155,1909733.184,1288.265439,1482.406596,130995.6875,4221.43717,169.176816,3.426292,6.675753,6.746499,6.605008,32.838543,0.997353,1423.886537,1785.13709,1424.386537,2311.36291,22.188126,-58.976041,1096593.591,1003.956157,1092.272391,71738.94531,2424.004036,165.197714,3.289618,6.656279,6.702761,6.609797,36.346697,0.997796
