Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,RA_T1,DEC_T1
lsc1m005-fa15-20190226-0308-e91.fits,0,58541.77852,2458541.778516,2019,NaN,2458541.782524,NaN,NaN,2019,11.311427,12.293747,1.4,8,32,48,0.057608,0.496147,0.16732,0.176133,0.093416,0.218293,0.124451,0.000157,0.000572,0.000268,0.000276,0.000199,0.000315,0.000228,367.165817,866.975243,623.841385,637.383478,469.208078,693.705017,544.64283,3148455.376,1748.351836,1629.995758,1487.983392,1630.495758,1543.516608,181374.8773,474.808435,483.609626,375.043977,3345.301514,381.995904,91.496572,3415,8.800734,8.69164,8.615025,8.768254,55.791564,0.997703,1467.0623,1524.831107,1467.5623,1506.668893,1044079.719,962.13826,1085.165992,19699.9375,2198.94939,94.657545,9.881864,8.682303,8.692247,8.672358,43.051931,0.998863,1619.646424,1934.836678,1620.146424,1096.663322,451289.7467,671.078134,672.484654,8815.929688,950.466995,93.073644,10.15652,8.691987,8.730977,8.652998,35.370052,0.99926,1822.962142,1968.660619,1823.462142,1062.839381,471499.2046,683.281423,690.051256,8617.067383,993.030387,93.44425,10.279282,8.778196,8.599663,8.956729,64.944585,0.99598,1128.133114,1489.582155,1128.633114,1541.917845,268987.6563,551.936469,487.352569,5522.562012,566.518276,91.887906,9.913598,8.651013,8.781883,8.520142,19.73331,0.998465,2021.986895,1729.723843,2022.486895,1301.776157,564137.5474,735.851214,766.646214,10925.18945,1188.137163,94.164409,9.986609,8.683135,8.570138,8.796132,55.955978,0.995138,1852.406067,2154.33705,1852.906067,877.16295,348461.5019,606.377663,574.660848,6449.944824,733.899139,92.034127,8.701769,8.811715,8.521307,9.102122,71.14951,0.993075,10.243478,-47.216788
lsc1m005-fa15-20190226-0309-e91.fits,0,58541.77911,2458541.779113,2019,NaN,2458541.783121,NaN,NaN,2019,11.155639,12.445624,1.4,8,32,48,0.05787,0.495618,0.166617,0.176178,0.093933,0.218041,0.125029,0.000159,0.000576,0.00027,0.000279,0.000201,0.000317,0.000231,364.118494,860.901652,617.503744,632.545727,466.366972,687.894337,541.167163,3121089.163,1746.486767,1630.174189,1488.264343,1630.674189,1543.235657,180616.0388,486.612473,485.630846,371.920442,3322.725586,371.170179,91.448557,3448,8.638053,8.642262,8.469919,8.814606,67.730444,0.996871,1467.211741,1525.150842,1467.711741,1506.349158,1034266.354,959.196674,1078.263074,19589.18359,2125.441517,94.920581,9.091351,8.696409,8.525682,8.867135,70.082081,0.997387,1619.88235,1935.170367,1620.38235,1096.329633,445756.2958,669.982972,665.324814,8658.875,916.039601,94.04376,9.922665,8.716767,8.617092,8.816443,59.334263,0.997728,1823.125342,1969.044077,1823.625342,1062.455923,467504.4597,682.667739,684.819911,8703.644531,960.732585,92.959198,9.616198,8.769477,8.51462,9.024333,69.386029,0.994038,1128.287262,1489.739385,1128.787262,1541.760615,267998.8791,553.183676,484.466355,5794.477051,550.743957,92.066664,9.822934,8.592902,8.643626,8.542178,28.356027,0.999537,2022.156817,1730.172211,2022.656817,1301.327789,558704.4674,735.076079,760.06346,10613.34473,1148.150732,95.437431,9.314766,8.727909,8.454217,9.001601,67.212399,0.991988,1852.583851,2154.685117,1853.083851,876.814883,346858.7075,607.368359,571.084586,6963.642578,712.802746,92.273914,10.37208,8.778751,8.395676,9.161825,74.76211,0.989785,10.243478,-47.216801
lsc1m005-fa15-20190226-0310-e91.fits,0,58541.77971,2458541.779709,2019,NaN,2458541.783717,NaN,NaN,2019,11.606005,12.565452,1.4,8,32,48,0.058142,0.498009,0.165625,0.176392,0.094701,0.218011,0.123621,0.00016,0.000579,0.000269,0.000279,0.000203,0.000318,0.00023,363.673377,860.386718,614.787452,631.474844,466.794397,686.513637,536.699118,3123952.376,1751.427138,1630.046642,1488.300589,1630.546642,1543.199411,181634.1946,496.027869,488.951638,371.47681,3549.51123,366.177399,92.082001,3418,8.915184,8.748525,8.642511,8.854539,75.522676,0.999233,1467.131365,1525.173127,1467.631365,1506.326873,1038549.572,962.22397,1079.322075,17024.875,2093.732305,95.353938,9.847048,8.865491,8.764623,8.966358,76.513405,0.999348,1619.706836,1935.12377,1620.206836,1096.37623,443885.9512,670.440072,662.081474,8008.756348,894.881073,94.211658,10.33308,8.854945,8.827546,8.882344,52.036174,0.999352,1822.97124,1969.029542,1823.47124,1062.470458,468416.3734,685.129169,683.690601,8530.935547,944.334791,94.190236,10.4338,8.9401,8.735026,9.145175,72.320395,0.996839,1128.214064,1489.789127,1128.714064,1541.710873,270249.0176,557.183196,485.027222,5322.544434,544.826278,92.980088,10.383493,8.750724,8.832829,8.668619,10.393009,0.999597,2022.040266,1730.133315,2022.540266,1301.366685,559154.1669,737.168398,758.516193,10661.04297,1127.263612,95.861368,9.902514,8.83146,8.648029,9.014892,66.011454,0.996153,1852.404308,2154.640841,1852.904308,876.859159,343697.2943,607.338309,565.907484,6514.052246,692.899162,93.14953,10.271275,8.969327,8.643322,9.295331,76.168476,0.993281,10.243478,-47.216798
lsc1m005-fa15-20190226-0311-e91.fits,0,58541.7803,2458541.780302,2019,NaN,2458541.784310,NaN,NaN,2019,11.125606,12.289052,1.4,8,32,48,0.057749,0.498971,0.164807,0.175921,0.094336,0.219002,0.123812,0.000158,0.000577,0.000267,0.000277,0.000201,0.000316,0.000229,365.999754,865.193329,617.688691,635.148505,470.231469,692.156434,541.34987,3132940.382,1745.249239,1630.26182,1488.370458,1630.76182,1543.129542,180923.6147,474.445821,483.94369,373.852617,3379.73877,381.336723,92.71161,3359,8.294342,8.65179,8.550598,8.752983,58.460008,0.997331,1467.271262,1525.209815,1467.771262,1506.290185,1042880.324,961.685116,1084.430139,17526.89648,2198.102034,96.163284,9.406649,8.649053,8.598619,8.699487,53.160023,0.998278,1619.967181,1935.282367,1620.467181,1096.217633,443276.3544,666.589148,664.991855,7654.016602,934.303423,94.358266,9.736394,8.667161,8.628792,8.70553,52.047012,0.998678,1823.171499,1969.173764,1823.671499,1062.326236,468696.8104,681.659636,687.581875,7672.731445,987.882683,94.360956,9.524654,8.708067,8.426408,8.989727,73.191653,0.993978,1128.358515,1489.84146,1128.858515,1541.65854,270072.0913,552.699736,488.641615,5302.952148,569.236949,93.086185,9.447221,8.521404,8.615892,8.426915,21.697909,0.999069,2022.2128,1730.20751,2022.7128,1301.29249,562853.1114,735.623619,765.137356,9652.084961,1186.338011,95.994757,9.408882,8.655665,8.48711,8.824219,60.201742,0.994082,1852.667836,2154.789418,1853.167836,876.710582,345161.6911,604.51351,570.974321,6331.152832,727.504967,92.676074,10.455094,8.70012,8.353843,9.046398,73.122102,0.990862,10.243478,-47.2168
lsc1m005-fa15-20190226-0312-e91.fits,0,58541.7809,2458541.780900,2019,NaN,2458541.784908,NaN,NaN,2019,11.597362,12.65217,1.4,8,32,48,0.057784,0.495469,0.164695,0.176422,0.095008,0.218842,0.124862,0.00016,0.000578,0.000269,0.00028,0.000204,0.000319,0.000232,360.996189,857.953018,611.554739,630.318793,466.06448,685.791801,537.553051,3119276.412,1752.994794,1630.19722,1488.500847,1630.69722,1542.999153,180242.8606,502.897997,488.909958,368.662691,3504.16333,358.408389,92.750906,3348,8.708456,8.735699,8.536048,8.935351,65.304182,0.995073,1467.28031,1525.383486,1467.78031,1506.116514,1033458.758,960.847419,1075.570103,17013.88086,2055.00671,96.022783,10.010573,8.846114,8.673533,9.018694,67.640471,0.996987,1619.975079,1935.304793,1620.475079,1096.195207,441083.8423,670.095786,658.239988,7859.109863,877.084111,95.166751,10.086535,8.833192,8.685066,8.981318,72.185579,0.998298,1823.176345,1969.340396,1823.676345,1062.159604,467783.0749,685.377188,682.519178,7516.46582,930.174862,94.044395,10.368015,8.895104,8.53634,9.253869,76.543872,0.991843,1128.221752,1489.893722,1128.721752,1541.606278,270641.8039,558.827886,484.30261,5185.282715,538.16441,93.473143,10.136042,8.723027,8.690114,8.755941,61.59901,0.99981,2022.220215,1730.386333,2022.720215,1301.113667,560063.5182,738.863159,758.007097,9369.853516,1113.6722,96.163336,10.059712,8.826599,8.577239,9.07596,65.020356,0.992299,1852.600114,2154.758415,1853.100114,876.741585,346245.4149,610.56151,567.09342,6623.299805,688.500287,93.503098,10.686596,8.852292,8.464868,9.239717,78.578275,0.991013,10.243479,-47.216795
lsc1m005-fa15-20190226-0313-e91.fits,0,58541.7815,2458541.781495,2019,NaN,2458541.785503,NaN,NaN,2019,11.431281,12.326731,1.4,8,32,48,0.057599,0.495601,0.166564,0.17664,0.094077,0.218558,0.124073,0.000158,0.000574,0.000269,0.000278,0.000201,0.000316,0.000229,365.526108,864.141523,620.267483,636.118275,469.190096,691.415422,541.735432,3135738.972,1747.264409,1629.952983,1488.130924,1630.452983,1543.369076,180616.9595,477.359624,483.771129,373.352085,3438.616943,378.366645,92.444743,3418,9.04104,8.651276,8.538473,8.764079,58.206747,0.996565,1467.049217,1525.003677,1467.549217,1506.496323,1039097.255,960.563457,1081.758052,17799.62891,2176.759831,96.046808,9.864191,8.683882,8.637006,8.730758,51.863598,0.99793,1619.615621,1935.051088,1620.115621,1096.448912,447725.9416,669.915129,668.332334,8520.5625,937.921682,94.633421,10.09285,8.691446,8.702766,8.680125,43.71598,0.99662,1822.982571,1968.912242,1823.482571,1062.587758,470744.4497,683.339217,688.888385,9144.016602,986.142157,93.934807,10.332775,8.769501,8.511938,9.027064,65.181316,0.991787,1128.078888,1489.633107,1128.578888,1541.866893,269635.0734,553.124823,487.475995,5582.719238,564.846836,93.565942,10.039367,8.576252,8.666597,8.485906,32.187499,0.997627,2021.96531,1729.995281,2022.46531,1301.504719,562420.2721,736.015314,764.142078,10757.19629,1178.189867,96.525788,10.022006,8.655422,8.489907,8.820937,57.039218,0.991219,1852.369074,2154.505457,1852.869074,876.994543,346115.9808,605.678447,571.451705,6775.038574,725.063376,93.187837,9.029376,8.77481,8.424836,9.124784,70.500995,0.989499,10.243479,-47.216784
lsc1m005-fa15-20190226-0314-e91.fits,0,58541.78209,2458541.782091,2019,NaN,2458541.786099,NaN,NaN,2019,11.439282,12.413808,1.4,8,32,48,0.057758,0.49975,0.16538,0.176039,0.092959,0.219186,0.124032,0.000158,0.000577,0.000267,0.000277,0.000199,0.000316,0.000229,366.080445,865.848358,618.632778,635.218125,465.96045,692.565827,541.65517,3143773.868,1751.049147,1630.418148,1488.134259,1630.918148,1543.365741,181578.1667,484.12771,485.585645,373.936438,3129.76123,375.062536,91.904337,3365,9.030214,8.757325,8.636941,8.877708,56.9094,0.995367,1467.393578,1524.969882,1467.893578,1506.530118,1047575.488,964.577854,1086.045552,19049.15039,2163.841208,95.768601,9.914595,8.754492,8.691339,8.817645,55.033509,0.998232,1620.130657,1935.046456,1620.630657,1096.453544,446135.9002,669.688417,666.184287,8112.399902,921.525232,94.320865,9.943321,8.731994,8.764491,8.699497,40.795835,0.997409,1823.391443,1968.943385,1823.891443,1062.556615,470586.5216,684.336783,687.653409,8166.162598,972.029719,93.83111,9.522432,8.787122,8.539975,9.03427,68.415238,0.994061,1128.542907,1489.691207,1129.042907,1541.808793,267385.8164,552.660413,483.815758,5519.150879,552.304301,93.063957,10.10081,8.687935,8.761213,8.614657,33.733316,0.998063,2022.4199,1729.977147,2022.9199,1301.522853,565189.6418,738.144597,765.6896,10318.7666,1167.43915,95.579342,9.947348,8.749124,8.587695,8.910552,59.206449,0.99399,1852.934428,2154.594998,1853.434428,876.905002,346900.5002,607.183903,571.326906,6314.865723,716.5475,92.252964,10.184969,8.783611,8.452508,9.114713,71.937787,0.991313,10.243477,-47.21679
lsc1m005-fa15-20190226-0315-e91.fits,0,58541.78269,2458541.782687,2019,NaN,2458541.786695,NaN,NaN,2019,11.658696,12.436842,1.4,8,32,48,0.05798,0.496041,0.166354,0.176803,0.093362,0.21885,0.124377,0.000158,0.000573,0.000268,0.000278,0.0002,0.000316,0.000229,366.991159,864.988941,620.328584,636.448788,467.047056,692.055072,542.383096,3145073.702,1751.610263,1630.301962,1487.973668,1630.801962,1543.526332,182351.8374,485.925991,486.393895,374.905687,3237.749756,375.266688,91.017651,3338,9.045079,8.667333,8.548222,8.786444,60.762704,0.997238,1467.275976,1524.788969,1467.775976,1506.711031,1042809.769,962.512861,1083.424244,18896.73828,2146.025914,94.574322,9.882983,8.74979,8.694689,8.804891,54.650132,0.998548,1619.9973,1934.760317,1620.4973,1096.739683,448574.4858,671.168723,668.348316,8980.213867,923.133346,93.129306,10.66614,8.776247,8.732052,8.820442,51.198082,0.997799,1823.187641,1968.618915,1823.687641,1062.881085,472516.5251,685.551278,689.250448,9172.547852,972.404304,93.08076,10.271634,8.888923,8.666274,9.111572,64.262904,0.993539,1128.398454,1489.621136,1128.898454,1541.878864,268556.4893,553.683052,485.036499,5388.086426,552.669531,92.272633,10.340812,8.662603,8.740188,8.585017,17.670392,0.999518,2022.173074,1729.744005,2022.673074,1301.755995,564712.7027,738.240569,764.944012,11524.99219,1162.137267,95.099749,9.969244,8.762474,8.620627,8.904321,56.569263,0.993215,1852.674199,2154.245143,1853.174199,877.254857,347903.7308,608.025851,572.185756,6591.220703,715.960326,91.682174,9.995695,8.842749,8.513972,9.171525,73.372391,0.992114,10.243478,-47.216793
lsc1m005-fa15-20190226-0316-e91.fits,0,58541.78328,2458541.783282,2019,NaN,2458541.787290,NaN,NaN,2019,11.492459,12.427462,1.4,8,32,48,0.058146,0.498425,0.164518,0.175875,0.094371,0.219111,0.124301,0.000159,0.000577,0.000267,0.000278,0.000201,0.000317,0.00023,366.48759,863.393504,615.496912,633.353112,468.90005,690.579059,540.545654,3130862.668,1748.329274,1630.279116,1488.369676,1630.779116,1543.130324,182046.7329,485.193258,486.220099,374.412192,3641.588135,375.20458,91.679871,3403,8.587722,8.694666,8.571823,8.817509,57.513681,0.99554,1467.296904,1525.243911,1467.796904,1506.256089,1041427.092,962.019358,1082.542762,18578.42188,2146.417071,95.383096,9.873175,8.735671,8.64388,8.827461,57.434133,0.997503,1620.029998,1935.252865,1620.529998,1096.247135,442315.4425,667.655606,662.490419,8501.178711,911.627346,94.0847,10.013009,8.723203,8.674731,8.771674,52.313644,0.998063,1823.182885,1969.165918,1823.682885,1062.334082,468281.8253,683.044345,685.580414,9223.597656,965.144955,93.751917,9.769044,8.785239,8.495872,9.074605,68.558556,0.991935,1128.355818,1489.797175,1128.855818,1541.702825,269984.9741,554.110843,487.240013,5545.552246,556.448321,92.286974,9.793818,8.593503,8.659482,8.527525,34.606959,0.998128,2022.230859,1730.235642,2022.730859,1301.264358,562711.0078,737.087184,763.425305,10197.27148,1159.766749,95.651772,9.895552,8.734074,8.497694,8.970454,61.793725,0.990441,1852.723689,2154.729906,1853.223689,876.770094,346142.3261,607.061839,570.192859,6671.389648,713.411244,93.066949,10.856197,8.777016,8.405949,9.148082,73.277073,0.989768,10.243476,-47.216799
lsc1m005-fa15-20190226-0317-e91.fits,0,58541.78388,2458541.783879,2019,NaN,2458541.787887,NaN,NaN,2019,11.582933,12.380467,1.4,8,32,48,0.057841,0.496824,0.165522,0.176849,0.095007,0.218182,0.1235,0.000159,0.000577,0.000269,0.000279,0.000202,0.000317,0.00023,364.495952,861.156668,615.689745,633.678031,469.46382,688.300247,537.814709,3117872.882,1744.609715,1630.017078,1488.40379,1630.517078,1543.09621,180341.1173,481.530675,484.368687,372.321998,3428.96167,374.516363,92.366438,3281,9.181816,8.689972,8.650845,8.729098,50.150202,0.997464,1467.056042,1525.301253,1467.556042,1506.198747,1034880.794,959.145937,1078.960723,18664.98047,2149.14822,95.886844,9.842009,8.741333,8.675339,8.807328,58.179879,0.998844,1619.69887,1935.357447,1620.19887,1096.142553,442786.2993,667.861088,662.991612,8060.167969,919.539132,95.416015,10.078127,8.747079,8.765622,8.728535,41.756581,0.998592,1822.941853,1969.259476,1823.441853,1062.240524,468531.9975,682.696866,686.295808,7770.091797,973.005504,93.785302,10.440512,8.900661,8.683677,9.117645,65.635265,0.994543,1128.08103,1489.823583,1128.58103,1541.676417,270518.2484,554.382489,487.963191,5279.199707,561.788194,92.957066,10.083613,8.629529,8.793263,8.465794,17.296041,0.997877,2021.987907,1730.313229,2022.487907,1301.186771,558424.3704,734.161055,760.629247,10095.66309,1159.685975,95.687698,9.966844,8.780804,8.634899,8.926708,57.861064,0.99414,1852.398289,2154.762792,1852.898289,876.737208,342731.1728,604.364367,567.093614,6343.864258,711.753561,92.658663,9.995153,8.843678,8.560127,9.127228,70.632636,0.993256,10.243479,-47.216783
lsc1m005-fa15-20190226-0318-e91.fits,0,58541.78448,2458541.784482,2019,NaN,2458541.788490,NaN,NaN,2019,11.804432,12.465513,1.4,8,32,48,0.057993,0.498425,0.165428,0.175961,0.09356,0.218535,0.124724,0.000159,0.000577,0.000268,0.000278,0.000201,0.000317,0.00023,365.656515,863.513686,617.097069,633.472194,466.20127,690.204949,541.446895,3135489.706,1750.788211,1630.088971,1488.322573,1630.588971,1543.177427,181835.7725,488.168993,486.810174,373.525005,3272.092529,372.485298,91.611502,3385,9.642662,8.702535,8.575747,8.829323,57.38439,0.995165,1467.131928,1525.161098,1467.631928,1506.338902,1042965.404,963.234948,1082.773633,16357.61914,2136.484331,94.969053,9.81476,8.745135,8.650617,8.839654,62.30312,0.998552,1619.836616,1935.17073,1620.336616,1096.32927,445069.888,669.750487,664.530891,7270.714355,911.712737,94.04975,10.6062,8.767432,8.701277,8.833586,55.534341,0.998238,1823.016976,1969.001024,1823.516976,1062.498976,469167.8645,684.191611,685.725836,8228.208984,961.076741,93.732998,10.40597,8.856451,8.587721,9.125182,68.433603,0.993098,1128.244163,1489.812338,1128.744163,1541.687662,268258.137,554.035245,484.18966,4933.441406,549.519001,92.721134,10.158203,8.585993,8.66557,8.506416,23.233748,0.999276,2021.993161,1730.138504,2022.493161,1301.361496,562325.6399,737.110821,762.878015,9973.612305,1151.907738,95.476226,10.077576,8.745798,8.537554,8.954042,61.219495,0.992127,1852.491358,2154.62255,1852.991358,876.87745,347702.773,608.659597,571.259822,6106.819336,712.25903,93.067257,10.342721,8.86213,8.484897,9.239363,73.976764,0.989949,10.243479,-47.216779
lsc1m005-fa15-20190226-0319-e91.fits,0,58541.78508,2458541.785078,2019,NaN,2458541.789086,NaN,NaN,2019,11.858617,12.511074,1.4,8,32,48,0.057706,0.496267,0.166543,0.176622,0.094154,0.218361,0.123819,0.000159,0.000576,0.00027,0.000279,0.000202,0.000317,0.00023,362.877264,861.084944,617.201817,633.14124,466.630938,688.297363,537.945458,3126803.094,1750.048535,1630.000303,1488.226266,1630.500303,1543.273734,180433.9015,491.743976,486.867948,370.601315,3062.484863,366.926511,92.484501,3344,9.359612,8.701048,8.524375,8.877722,65.160325,0.996064,1467.051706,1525.114081,1467.551706,1506.385919,1037067.62,961.111349,1079.029626,17022.96094,2108.958462,95.529575,10.074207,8.749453,8.613159,8.885747,62.574098,0.997073,1619.651984,1935.108405,1620.151984,1096.391595,446402.3194,671.318495,664.963535,7280.224609,907.79418,94.30415,10.418473,8.751008,8.695736,8.806279,51.671288,0.997004,1822.978962,1968.955369,1823.478962,1062.544631,469361.9884,684.57132,685.629057,7411.283203,954.48447,93.556488,10.457716,8.8576,8.590623,9.124576,67.729665,0.99286,1128.134865,1489.765896,1128.634865,1541.734104,269067.0082,555.037771,484.772429,4790.68457,547.168895,92.521689,10.328316,8.656754,8.733321,8.580187,30.486012,0.998671,2021.993358,1730.064523,2022.493358,1301.435477,560401.6807,736.711699,760.679763,9144.816406,1139.620835,95.420634,10.227755,8.784906,8.553618,9.016194,61.276686,0.990437,1852.427921,2154.578771,1852.927921,876.921229,344502.478,607.303368,567.265878,5586.614746,700.572848,93.077418,10.339809,8.867393,8.470123,9.264664,71.198905,0.98726,10.24348,-47.21679
lsc1m005-fa15-20190226-0320-e91.fits,0,58541.78568,2458541.785676,2019,NaN,2458541.789684,NaN,NaN,2019,11.841004,12.3403,1.4,8,32,48,0.058028,0.49702,0.164326,0.17749,0.094045,0.218264,0.124863,0.000159,0.000576,0.000267,0.000279,0.000201,0.000317,0.00023,365.895382,862.270693,615.154917,635.694159,467.741563,689.492415,542.026368,3121610.405,1743.870533,1630.130788,1488.718615,1630.630788,1542.781385,181139.338,478.411206,484.605238,373.787412,3350.155762,378.626871,91.834375,3469,10.073073,8.700546,8.672427,8.728664,47.504168,0.994518,1467.173861,1525.545375,1467.673861,1505.954625,1036394.726,959.638131,1079.984937,18187.43555,2166.326195,95.982358,10.083495,8.744302,8.70178,8.786824,49.685115,0.996432,1619.823094,1935.585335,1620.323094,1095.914665,440564.4617,665.400627,662.104068,8258.088867,920.890766,93.788231,10.823662,8.670456,8.691908,8.649003,42.490147,0.996802,1823.061141,1969.524907,1823.561141,1061.975093,470539.4908,683.224405,688.704161,8257.344727,983.546132,93.491474,10.173334,8.765796,8.558094,8.973497,60.929286,0.991948,1128.263535,1490.108516,1128.763535,1541.391484,268337.214,552.192483,485.948691,4983.460449,560.89241,93.01915,9.778755,8.632665,8.63207,8.63326,45.103065,0.998532,2022.089484,1730.535102,2022.589484,1300.964898,559266.9538,733.974791,761.970248,10335.00586,1169.008893,95.240433,9.903529,8.737298,8.5906,8.883995,54.882035,0.990144,1852.553172,2155.124863,1853.053172,876.375137,346507.5586,605.796978,571.986278,6363.134766,724.288133,92.661136,10.192561,8.78077,8.515282,9.046258,63.053074,0.989489,10.243479,-47.216794
lsc1m005-fa15-20190226-0321-e91.fits,0,58541.78627,2458541.786270,2019,NaN,2458541.790278,NaN,NaN,2019,11.860383,12.379072,1.4,8,32,48,0.057597,0.502176,0.16283,0.176918,0.09377,0.219456,0.123161,0.000158,0.00058,0.000265,0.000278,0.0002,0.000317,0.000228,365.283526,865.930063,614.062204,636.364292,468.254032,692.401889,539.700691,3138714.963,1749.131936,1630.41399,1488.304832,1630.91399,1543.195168,180779.466,481.422137,484.539356,373.095526,3074.590332,375.511328,92.068483,3441,9.030294,8.717094,8.666134,8.768054,51.153736,0.996992,1467.436522,1525.132866,1467.936522,1506.367134,1049269.33,965.244357,1087.050468,17955.92578,2179.520322,96.205554,9.80903,8.716052,8.668215,8.763889,53.056986,0.998436,1620.18636,1935.305468,1620.68636,1096.194532,439510.3942,665.517436,660.404026,7858.35498,912.941804,94.559205,10.793875,8.75184,8.754936,8.748745,44.494069,0.998395,1823.345689,1969.048937,1823.845689,1062.451063,471821.2338,684.5651,689.227706,7751.226074,980.057205,94.410569,10.166965,8.790713,8.507092,9.074334,71.986567,0.993647,1128.542081,1489.821615,1129.042081,1541.678385,269085.1634,553.190239,486.424279,5149.060059,558.938077,93.370331,10.442497,8.619896,8.771438,8.468353,18.268043,0.998086,2022.383901,1730.177856,2022.883901,1301.322144,564850.3588,737.817279,765.569437,9976.334961,1173.295359,96.013884,9.798187,8.763197,8.594275,8.932118,58.464084,0.992758,1852.962301,2154.79201,1853.462301,876.70799,344178.4825,604.8382,569.042237,5952.67041,714.92035,92.613049,11.140832,8.812218,8.484569,9.139866,68.859621,0.989926,10.243477,-47.216777
lsc1m005-fa15-20190226-0322-e91.fits,0,58541.78687,2458541.786868,2019,NaN,2458541.790876,NaN,NaN,2019,12.007995,12.512208,1.4,8,32,48,0.057923,0.497325,0.165357,0.17626,0.094374,0.217681,0.125003,0.000159,0.000577,0.000268,0.000278,0.000202,0.000316,0.000231,364.015771,862.473594,616.2209,632.996213,467.702963,688.144782,541.412346,3135730.556,1752.952463,1630.049177,1488.209598,1630.549177,1543.290402,181631.5392,491.833123,488.525856,371.79514,3104.949463,369.295053,92.814073,3372,9.492641,8.709152,8.559761,8.858544,61.423537,0.996002,1467.140267,1525.051354,1467.640267,1506.448646,1041508.266,963.167952,1081.336089,18397.17773,2117.604972,96.308763,10.131282,8.76506,8.64716,8.88296,62.603342,0.997823,1619.771206,1934.962647,1620.271206,1096.537353,444941.6845,670.543124,663.554168,8838.791016,904.659861,94.918926,10.924422,8.761837,8.729414,8.79426,49.008993,0.997185,1822.999007,1968.884494,1823.499007,1062.615506,469883.1345,685.692295,685.268214,8103.535156,955.371065,95.285773,10.567267,8.880948,8.616544,9.145353,67.183083,0.992761,1128.195671,1489.770502,1128.695671,1541.729498,270410.7321,556.478166,485.93233,5263.516602,549.801792,93.678023,10.282697,8.608779,8.634671,8.582886,40.68352,0.998394,2022.021565,1730.097825,2022.521565,1301.402175,560564.4923,737.384326,760.206683,10421.23438,1139.745304,96.676073,10.180081,8.756788,8.520172,8.993405,62.755853,0.991357,1852.454146,2154.560862,1852.954146,876.939138,348422.2459,609.872312,571.303598,6446.880859,708.415578,93.235436,10.617191,8.877035,8.450439,9.303631,72.676449,0.986414,10.243479,-47.216797
