Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6
lsc1m005-fa15-20181120-0228-e91.fits,0,58443.78412,2458443.784,2018,NaN,2458443.784,NaN,1.386288,42,11.511206,13.332251,1.4,10,25,38,0.095435,0.138974,0.106515,0.138916,0.68738,0.337585,0.00024,0.000297,0.000266,0.000296,0.000874,0.000488,398.215176,468.710877,400.203006,468.637414,786.666428,692.142056,2935620.992,1884.441907,2018.234693,2068.262056,2018.734693,2028.237944,7.666898,-72.205315,280160.2136,558.414709,680.165676,411.899958,5643.958984,501.706364,310.701989,2052,9.546116,9.180046,9.6016,8.758493,353.44546,0.991145,2110.156821,1889.7477,2110.656821,2206.7523,7.669125,-72.224503,358195.7317,724.97547,494.079795,6659.637207,641.451104,310.380871,9.722233,9.278701,9.551433,9.00597,335.632496,0.992069,2256.408389,2661.156596,2256.908389,1435.343404,7.672319,-72.140794,282587.1761,680.853268,415.048571,5891.172363,506.052529,309.25893,9.435074,9.053083,9.658017,8.44815,353.982078,0.981494,2515.000547,1698.422861,2515.500547,2398.077139,7.678765,-72.244561,358064.3544,724.837238,493.992769,7030.791016,641.215836,311.723775,10.056046,9.297294,9.663321,8.931267,337.072293,0.987258,928.553669,2133.811117,929.053669,1962.688883,7.641159,-72.199382,1195869.539,1095.484069,1091.635718,25732.61133,2141.543764,317.677659,9.272102,8.988925,9.287535,8.690316,16.893113,0.993624,1242.396589,1924.74221,1242.896589,2171.75779,7.648608,-72.221753,740904.1909,914.601733,810.083957,14065.86914,1326.799202,314.0935,9.546321,9.098301,9.376313,8.820289,9.94299,0.995784
lsc1m005-fa15-20181120-0229-e91.fits,0,58443.78512,2458443.785,2018,NaN,2458443.785,NaN,1.385048,42,11.892854,13.744973,1.4,10,25,38,0.095341,0.138756,0.106504,0.138743,0.687227,0.338237,0.000241,0.000298,0.000268,0.000298,0.000876,0.00049,395.368977,466.126628,397.244139,465.676342,784.379111,690.851967,2945420.193,1897.34327,2017.972014,2068.197449,2018.472014,2028.302551,7.666895,-72.20533,280820.2892,593.523109,686.85225,408.851088,6174.077148,473.14129,295.119568,2150,9.926065,9.42291,9.862732,8.983088,344.324031,0.988103,2109.902777,1889.698258,2110.402777,2206.801742,7.669123,-72.224515,358895.5832,730.612769,491.225446,6853.427246,604.68679,295.187082,9.995122,9.518351,9.780365,9.256336,328.67549,0.985663,2256.220733,2661.154453,2256.720733,1435.345547,7.672318,-72.140803,283505.4819,688.390191,411.838352,6283.817871,477.665448,293.786272,9.883063,9.265519,9.892822,8.638217,346.790341,0.977348,2514.782541,1698.314933,2515.282541,2398.185067,7.678764,-72.244578,358865.9909,731.352164,490.688356,7160.842773,604.636931,296.592115,10.499219,9.610384,9.977953,9.242816,331.200581,0.979681,928.268471,2133.811809,928.768471,1962.688191,7.641157,-72.199391,1199704.031,1100.554805,1090.090221,25423.14063,2021.326573,300.867281,9.78178,9.318513,9.646976,8.99005,3.913415,0.994949,1242.146363,1924.716762,1242.646363,2171.783238,7.648607,-72.221764,744449.1052,919.857893,809.308819,14803.91211,1254.288324,298.71199,9.760672,9.398647,9.746177,9.051117,353.859129,0.994287
lsc1m005-fa15-20181120-0230-e91.fits,0,58443.7861,2458443.786,2018,NaN,2458443.786,NaN,1.383834,42,12.238601,13.835778,1.4,10,25,38,0.095924,0.139267,0.105745,0.138786,0.688009,0.338092,0.000244,0.000301,0.00027,0.000301,0.000884,0.000493,393.831075,462.208158,391.598973,461.002796,778.385776,685.971815,2929836.776,1902.774679,2017.986696,2068.390283,2018.486696,2028.109717,7.6669,-72.205333,281040.9844,601.391174,689.871198,407.38182,4595.92334,467.318106,298.561182,2222,10.345898,9.565902,9.965855,9.165949,349.41926,0.991988,2109.936731,1889.825967,2110.436731,2206.674033,7.669128,-72.224526,358151.1688,735.315141,487.071663,5542.400391,595.537787,297.793804,10.381234,9.667988,9.904049,9.431927,332.17193,0.992516,2256.172576,2661.31943,2256.672576,1435.18057,7.672322,-72.140807,280186.1842,690.489894,405.778834,4925.319336,465.896735,298.188956,9.980197,9.368112,9.975214,8.761011,351.927663,0.981945,2514.819814,1698.498934,2515.319814,2398.001066,7.678769,-72.244584,357065.7798,735.247729,485.640099,5244.765137,593.73299,299.211221,10.599539,9.696657,10.040303,9.35301,334.442061,0.987283,928.205395,2133.981861,928.705395,1962.518139,7.641158,-72.199394,1194160.471,1102.213245,1083.420542,20951.49609,1985.663447,305.35355,10.065615,9.411648,9.638332,9.184963,19.323864,0.9962,1242.075419,1924.885367,1242.575419,2171.614633,7.648609,-72.221769,740273.1718,920.664742,804.063779,12226.7334,1230.934546,302.931069,10.166268,9.529008,9.772439,9.285576,3.877196,0.997345
lsc1m005-fa15-20181120-0231-e91.fits,0,58443.7871,2458443.787,2018,NaN,2458443.787,NaN,1.38264,42,12.554263,13.828632,1.4,10,25,38,0.095663,0.139447,0.105583,0.13909,0.685963,0.338949,0.000242,0.000299,0.000268,0.000299,0.000877,0.000492,394.773153,465.703199,393.354609,464.920846,781.801035,688.619456,2943891.203,1902.877414,2018.347185,2068.304352,2018.847185,2028.195648,7.666897,-72.205335,281621.1523,600.770118,689.758442,408.289533,5227.462891,468.766911,296.113437,2064,10.511229,9.518829,9.93545,9.102208,351.853652,0.991715,2110.259085,1889.810075,2110.759085,2206.689925,7.669125,-72.224521,360276.9225,733.858393,490.935207,6379.788574,599.691815,295.372475,10.686849,9.625141,9.874633,9.375649,332.452248,0.991803,2256.558474,2661.269537,2257.058474,1435.230463,7.67232,-72.140808,281141.0065,689.762665,407.590931,5794.941895,467.967694,296.558761,10.358045,9.308004,9.930863,8.685144,351.414721,0.980553,2515.173061,1698.514014,2515.673061,2397.985986,7.678766,-72.244576,359467.0834,733.598402,490.00527,6644.840332,598.343813,296.393043,10.831471,9.682211,10.081939,9.282483,337.01236,0.985932,928.583584,2133.927744,929.083584,1962.572256,7.641157,-72.199391,1197772.53,1102.380746,1086.53252,22905.17578,1993.728539,302.660635,10.226322,9.345336,9.652173,9.038498,15.508536,0.994142,1242.468501,1924.808887,1242.968501,2171.691113,7.648607,-72.221768,745233.6606,923.694675,806.796532,13690.29102,1240.463928,299.359603,10.473058,9.48124,9.790508,9.171973,6.587759,0.99552
lsc1m005-fa15-20181120-0232-e91.fits,0,58443.78809,2458443.788,2018,NaN,2458443.788,NaN,1.381462,42,12.261588,13.521868,1.4,10,25,38,0.094857,0.138884,0.106622,0.138793,0.688687,0.336903,0.000238,0.000295,0.000265,0.000295,0.000873,0.000485,398.314761,471.065435,401.820647,469.936763,789.319689,694.743082,2942091.23,1881.722637,2017.819748,2068.325244,2018.319748,2028.174756,7.666898,-72.205338,279079.2269,574.411654,677.532128,411.905525,4996.349121,485.852306,293.301239,2214,10.285138,9.451967,9.727607,9.176328,342.880905,0.995031,2109.784481,1889.827258,2110.284481,2206.672742,7.669126,-72.224524,358779.671,722.394691,496.65325,5581.649414,624.603746,292.605038,10.499408,9.582253,9.700903,9.463602,322.787363,0.991495,2255.968539,2661.322785,2256.468539,1435.177215,7.672319,-72.140805,283466.5865,680.201416,416.739189,4920.787109,493.490312,290.736414,10.102258,9.277457,9.761063,8.793852,346.710651,0.986484,2514.661118,1698.503158,2515.161118,2397.996842,7.678767,-72.244581,358574.7559,723.94558,495.30623,5599.898926,624.247007,294.864574,10.548195,9.604118,9.850153,9.358082,329.017732,0.988133,928.11865,2133.919491,928.61865,1962.580509,7.641158,-72.199399,1199855.251,1095.869215,1094.889093,22934.53125,2088.842108,297.615487,9.732453,9.260859,9.377775,9.143943,17.019423,0.999072,1241.966894,1924.868158,1242.466894,2171.631842,7.648608,-72.221769,741414.9658,911.770523,813.159613,12634.85645,1290.738028,296.707646,9.847815,9.411525,9.533361,9.28969,356.141962,0.999318
lsc1m005-fa15-20181120-0233-e91.fits,0,58443.78909,2458443.789,2018,NaN,2458443.789,NaN,1.380297,42,12.102988,13.702506,1.4,10,25,38,0.095914,0.13957,0.105621,0.13832,0.688747,0.338034,0.00024,0.000297,0.000266,0.000296,0.000876,0.000488,398.915341,469.477641,396.825929,467.319632,786.456699,692.640651,2942541.069,1889.768101,2018.095111,2068.503058,2018.595111,2027.996942,7.666897,-72.205332,282232.351,589.861277,683.887095,412.688517,6129.301758,478.472417,288.663559,2165,9.939318,9.423106,9.869358,8.976854,352.244961,0.990381,2110.046944,1889.993828,2110.546944,2206.506172,7.669126,-72.224519,360391.667,728.035147,495.0196,6741.030762,610.976989,290.082897,10.357993,9.552919,9.846463,9.259375,333.809369,0.989882,2256.283791,2661.47916,2256.783791,1435.02084,7.672319,-72.140803,281103.6753,683.501669,411.269918,6869.937988,476.558958,289.132573,9.741711,9.220306,9.857665,8.582946,349.5478,0.978306,2514.915517,1698.650838,2515.415517,2397.849162,7.678766,-72.244578,357555.8051,726.064012,492.457688,6965.841797,606.169313,290.691847,10.448145,9.534267,9.913635,9.1549,334.446192,0.983986,928.347927,2134.074225,928.847927,1962.425775,7.641157,-72.199395,1200101.029,1098.660219,1092.331376,25119.66406,2034.547912,295.839423,9.828642,9.274544,9.588149,8.96094,12.408394,0.994461,1242.201823,1925.006185,1242.701823,2171.493815,7.648607,-72.221766,743388.8922,916.400862,811.204925,14719.13379,1260.277494,293.298623,10.040531,9.361662,9.649756,9.073567,2.936645,0.996179
lsc1m005-fa15-20181120-0234-e91.fits,0,58443.79007,2458443.79,2018,NaN,2458443.79,NaN,1.379164,42,12.349305,13.606403,1.4,10,25,38,0.095554,0.139945,0.10547,0.139365,0.68696,0.337421,0.000239,0.000297,0.000265,0.000297,0.000872,0.000487,399.856592,471.356593,398.552393,469.625442,787.726758,693.447119,2934177.416,1880.735443,2017.83096,2068.539299,2018.33096,2027.960701,7.6669,-72.205332,280370.9549,581.616281,677.757829,413.67424,4486.805176,482.05486,286.305788,2148,10.25816,9.555304,9.764288,9.346321,334.969569,0.995362,2109.777244,1890.051744,2110.277244,2206.448256,7.669128,-72.224517,360213.2064,724.581322,497.13289,5313.336914,619.331367,285.948323,10.506618,9.699302,9.739146,9.659458,317.391181,0.990289,2255.99234,2661.505907,2256.49234,1434.994093,7.672321,-72.140803,279941.8022,677.584687,413.146589,4620.249023,481.316998,285.524377,10.008029,9.366244,9.835136,8.897353,343.68338,0.985935,2514.635392,1698.651048,2515.135392,2397.848952,7.678769,-72.244582,358903.2529,724.954309,495.07017,5404.637207,617.079103,288.035973,10.750689,9.739566,9.8959,9.583232,323.062958,0.986648,928.011628,2134.13889,928.511628,1962.36111,7.641158,-72.199393,1194848.846,1093.574288,1092.60876,19220.93164,2054.359352,292.082981,10.143933,9.434713,9.500366,9.369059,16.265534,0.999728,1241.907569,1925.023368,1242.407569,2171.476632,7.648609,-72.221769,740270.3087,911.90089,811.78812,11167.29981,1272.78127,289.937628,10.325415,9.551019,9.578322,9.523717,324.665697,0.999702
lsc1m005-fa15-20181120-0235-e91.fits,0,58443.79106,2458443.791,2018,NaN,2458443.791,NaN,1.37805,42,12.446671,13.674399,1.4,10,25,38,0.094966,0.139146,0.105671,0.138494,0.687642,0.339001,0.000238,0.000295,0.000264,0.000295,0.000871,0.000487,398.494223,471.147116,399.70686,469.423021,789.4852,695.992039,2947242.515,1884.800111,2017.868372,2068.170431,2018.368372,2028.329569,7.666899,-72.205325,279887.7228,587.443872,679.17313,412.100701,4443.166016,476.450153,284.989652,2208,10.47445,9.571642,9.859795,9.283488,342.744185,0.994671,2109.795396,1889.665138,2110.295396,2206.834862,7.669126,-72.224511,360004.3205,724.733877,496.74002,5257.450195,612.83186,285.400664,10.673275,9.653713,9.813431,9.493996,325.125937,0.990867,2256.040377,2661.163855,2256.540377,1435.336145,7.67232,-72.140793,281674.556,679.777557,414.362835,4972.223145,479.491862,285.106899,10.191076,9.33769,9.842315,8.833065,347.33144,0.985782,2514.71964,1698.29845,2515.21964,2398.20155,7.678768,-72.244572,358521.8391,724.741573,494.689214,5305.033203,610.308246,286.145637,10.711486,9.659486,9.856486,9.462486,326.809352,0.989644,928.088419,2133.810064,928.588419,1962.689936,7.641158,-72.199384,1200875.589,1096.600417,1095.089487,20680.96094,2044.238857,291.126066,9.980054,9.393991,9.566431,9.221552,17.409576,0.998002,1241.982266,1924.672235,1242.482266,2171.827765,7.648608,-72.221762,746166.2101,915.069351,815.420393,11865.60254,1270.191495,289.217334,10.300377,9.495138,9.666109,9.324166,5.775802,0.99865
lsc1m005-fa15-20181120-0236-e91.fits,0,58443.79205,2458443.792,2018,NaN,2458443.792,NaN,1.376951,42,12.249077,13.637422,1.4,10,25,38,0.094959,0.139138,0.106025,0.138535,0.688208,0.338081,0.000238,0.000295,0.000264,0.000294,0.00087,0.000485,399.06342,472.366246,401.280445,471.132421,790.845252,697.096992,2943588.32,1878.630135,2018.110195,2068.324607,2018.610195,2028.175393,7.666897,-72.20533,279519.4734,584.271141,677.340807,412.671835,5115.023438,478.407119,279.776394,2231,10.10327,9.398683,9.786786,9.01058,349.391929,0.992178,2110.083895,1889.793483,2110.583895,2206.706517,7.669126,-72.22452,359540.1724,721.878631,498.061803,5990.088867,615.365276,280.649892,10.275247,9.520109,9.761023,9.279195,331.008801,0.990899,2256.288223,2661.230066,2256.788223,1435.269934,7.672319,-72.140809,282176.0504,678.212595,416.058405,5433.326172,482.953941,279.376711,10.125031,9.254061,9.853393,8.654728,350.229324,0.981266,2514.951849,1698.478583,2515.451849,2398.021417,7.678767,-72.244576,358171.0107,721.253525,496.595161,5737.174805,613.021909,282.259352,10.485922,9.569097,9.897649,9.240545,332.154111,0.985192,928.429882,2133.922409,928.929882,1962.577591,7.641159,-72.19939,1199970.919,1094.645856,1096.218391,21759.19922,2053.791183,284.280503,9.890435,9.272223,9.544525,8.999921,12.274463,0.995838,1242.270631,1924.831716,1242.770631,2171.668284,7.648608,-72.221764,743730.1677,910.886329,816.490647,12122.3877,1272.919566,283.106962,10.167887,9.363575,9.602718,9.124433,359.204758,0.997392
lsc1m005-fa15-20181120-0237-e91.fits,0,58443.79304,2458443.793,2018,NaN,2458443.793,NaN,1.375874,42,12.192962,13.506343,1.4,10,25,38,0.094726,0.139851,0.105606,0.139108,0.686314,0.338112,0.000236,0.000293,0.000262,0.000293,0.000864,0.000483,402.080592,476.66316,403.826486,475.053234,794.073629,699.554614,2938047.194,1866.308605,2017.950811,2068.317924,2018.450811,2028.182076,7.666899,-72.205337,278310.9174,573.093441,669.219413,415.873945,4759.382324,485.629214,274.321405,2179,10.215218,9.37325,9.726915,9.019585,346.847163,0.992934,2109.903604,1889.801263,2110.403604,2206.698737,7.669127,-72.224524,360475.9633,716.825242,502.878445,5599.487305,629.00033,275.637317,10.309694,9.474337,9.67703,9.271643,329.196548,0.991911,2256.091105,2661.313546,2256.591105,1435.186454,7.672319,-72.140808,280637.9921,670.159964,418.762694,4921.121582,489.689765,274.69954,10.053796,9.224591,9.757241,8.691942,349.28672,0.984712,2514.813782,1698.460433,2515.313782,2398.039567,7.678768,-72.244583,358794.6243,716.213018,500.960769,5860.895996,626.066535,275.86069,10.524521,9.500042,9.825168,9.174916,332.912269,0.986356,928.165041,2133.939514,928.665041,1962.560486,7.641159,-72.199395,1195758.056,1088.682225,1098.353614,22262.89258,2086.497543,280.075338,9.902691,9.189488,9.400203,8.978773,18.575611,0.996693,1242.036397,1924.825156,1242.536397,2171.674844,7.648609,-72.221771,742380.5582,906.622815,818.84169,12999.92481,1295.391826,278.991621,9.902777,9.309389,9.49777,9.121008,2.672893,0.998349
lsc1m005-fa15-20181120-0238-e91.fits,0,58443.79404,2458443.794,2018,NaN,2458443.794,NaN,1.374816,42,12.322482,13.568859,1.4,10,25,38,0.094715,0.138828,0.106147,0.138645,0.687772,0.338453,0.000235,0.000292,0.000262,0.000292,0.000866,0.000484,402.624594,475.404537,404.815155,474.549925,793.970228,699.57754,2941341.749,1868.506639,2018.19853,2068.21823,2018.69853,2028.28177,7.666898,-72.205329,278590.0873,578.411006,668.919732,416.477604,4967.410645,481.647279,270.561434,2115,10.278585,9.4663,9.751857,9.180744,349.573234,0.99584,2110.074803,1889.716037,2110.574803,2206.783963,7.669124,-72.224515,358562.0664,715.138797,501.388077,5812.602051,619.908789,272.569353,10.308579,9.561679,9.672482,9.450876,323.995284,0.994371,2256.373278,2661.203547,2256.873278,1435.296453,7.672319,-72.140801,282254.4229,672.236339,419.873795,5218.368164,487.982455,270.139685,10.084253,9.306872,9.765334,8.848409,350.487924,0.989192,2514.933357,1698.359909,2515.433357,2398.140091,7.678764,-72.244574,358146.1347,715.764864,500.368421,5731.834961,619.189696,272.47756,10.697709,9.650958,9.857549,9.444367,327.975643,0.990437,928.471317,2133.790803,928.971317,1962.709197,7.641159,-72.199394,1198605.366,1091.223761,1098.404754,22366.92969,2072.238173,277.398827,10.139925,9.320915,9.502314,9.139516,24.611659,0.996451,1242.309521,1924.719116,1242.809521,2171.780884,7.648608,-72.221765,743773.759,908.241835,818.915987,12671.82031,1285.891436,275.256554,10.232877,9.432887,9.602719,9.263055,10.412697,0.998517
lsc1m005-fa15-20181120-0239-e91.fits,0,58443.79504,2458443.795,2018,NaN,2458443.795,NaN,1.373778,42,12.831473,13.69323,1.4,10,25,38,0.094374,0.139135,0.105384,0.138852,0.68878,0.338228,0.000236,0.000293,0.000262,0.000293,0.000869,0.000484,399.456801,474.523862,402.093342,473.446018,792.749955,698.41739,2947095.36,1875.661342,2017.937552,2068.126247,2018.437552,2028.373753,7.666898,-72.205342,278129.8902,589.062948,673.393107,413.027528,4367.383301,472.156484,271.2384,2153,10.831178,9.745407,9.869453,9.621362,339.541562,0.998865,2109.897231,1889.601624,2110.397231,2206.898376,7.669126,-72.22453,359960.1413,719.263596,500.4565,5118.224121,611.072455,271.168739,10.92518,9.834255,9.782839,9.885672,310.519672,0.995493,2256.113329,2661.157596,2256.613329,1435.342404,7.672319,-72.140807,280967.2248,673.973727,416.881569,4700.142578,476.973176,269.965408,10.669689,9.569789,9.874496,9.265082,347.868018,0.995131,2514.793297,1698.196398,2515.293297,2398.303602,7.678767,-72.244596,359317.4159,719.828017,499.171201,5382.466797,609.981357,271.405842,11.296047,9.920312,9.932585,9.908039,315.882653,0.993548,928.218293,2133.731956,928.718293,1962.768044,7.641158,-72.199401,1201992.339,1094.755624,1097.954935,20089.15039,2040.515949,276.26797,10.306539,9.565294,9.542427,9.58816,47.868359,0.997712,1242.100467,1924.621085,1242.600467,2171.878915,7.648608,-72.221777,744858.2383,910.978879,817.646002,11488.48731,1264.479868,275.016649,10.637722,9.713052,9.683474,9.74263,53.250497,0.99954
lsc1m005-fa15-20181120-0240-e91.fits,0,58443.79603,2458443.796,2018,NaN,2458443.796,NaN,1.372761,42,12.610618,13.664029,1.4,10,25,38,0.094003,0.138818,0.106369,0.139334,0.68604,0.338279,0.000236,0.000293,0.000263,0.000293,0.000864,0.000484,399.151363,474.264367,404.689418,475.707873,793.990596,699.581557,2948076.305,1873.178142,2018.108484,2068.519135,2018.608484,2027.980865,7.666897,-72.205338,277129.0776,586.553229,671.595553,412.642812,4734.932129,472.470466,271.043084,2181,10.420884,9.58022,9.866429,9.294011,347.741125,0.995695,2110.048247,1890.033593,2110.548247,2206.466407,7.669125,-72.224522,359360.8353,718.665532,500.039057,5546.139648,612.665343,270.681685,10.731676,9.678624,9.788563,9.568686,323.181117,0.993498,2256.323839,2661.435319,2256.823839,1435.064681,7.67232,-72.140815,283436.3692,675.271253,419.737058,5064.59082,483.223611,268.890595,10.320165,9.376524,9.835837,8.917211,348.540335,0.98874,2514.951153,1698.675542,2515.451153,2397.824458,7.678767,-72.244584,360533.7739,718.539612,501.759079,5482.725586,614.665057,269.916219,10.736357,9.708516,9.886722,9.53031,325.855539,0.990158,928.371302,2134.10493,928.871302,1962.39507,7.641157,-72.199399,1199555.25,1091.867792,1098.626828,20807.01758,2045.091887,276.826971,10.166703,9.404198,9.500468,9.307929,29.45454,0.998428,1242.246041,1925.040957,1242.746041,2171.459043,7.648608,-72.22177,745190.0766,909.862897,819.013589,12364.79297,1270.456013,274.265215,10.456451,9.559645,9.682105,9.437184,8.194929,0.999287
lsc1m005-fa15-20181120-0241-e91.fits,0,58443.79703,2458443.797,2018,NaN,2458443.797,NaN,1.37176,42,12.20684,13.400986,1.4,10,25,38,0.093775,0.139117,0.106147,0.139078,0.688025,0.337296,0.000233,0.00029,0.00026,0.00029,0.000862,0.00048,402.408413,479.821503,409.027313,479.038454,798.569423,702.613836,2941151.269,1856.58114,2018.23638,2068.255185,2018.73638,2028.244815,7.666896,-72.205336,275806.5098,564.187375,662.908488,416.055179,5838.552246,488.856224,268.813878,2122,10.106923,9.344217,9.62451,9.063924,353.123259,0.996192,2110.174763,1889.757462,2110.674763,2206.742538,7.669124,-72.224521,359195.1826,709.533513,506.241321,7152.432129,636.659377,268.351555,10.111634,9.48958,9.621937,9.357224,326.727935,0.995091,2256.405043,2661.278212,2256.905043,1435.221788,7.672318,-72.140801,282236.6675,665.035758,424.393221,6390.414551,500.253427,268.175304,10.065539,9.205789,9.663295,8.748282,351.731025,0.989302,2515.044275,1698.440297,2515.544275,2398.059703,7.678765,-72.244578,359106.6676,710.674081,505.304298,6778.121582,636.502487,269.119715,10.468499,9.529606,9.736965,9.322248,329.842356,0.992285,928.44879,2133.880346,928.94879,1962.619654,7.641155,-72.199393,1198788.694,1086.640172,1103.206678,26649.81836,2124.805955,274.670059,9.790619,9.207122,9.34782,9.066425,27.737319,0.997094,1242.337096,1924.756356,1242.837096,2171.743644,7.648606,-72.22177,741824.0571,902.961047,821.546023,15242.57813,1314.854054,273.484131,10.087208,9.303236,9.438269,9.168203,14.687446,0.998891
lsc1m005-fa15-20181120-0242-e91.fits,0,58443.79802,2458443.798,2018,NaN,2458443.798,NaN,1.370778,42,11.836149,13.069081,1.4,10,25,38,0.093584,0.140014,0.105755,0.138586,0.687893,0.337397,0.00023,0.000288,0.000256,0.000286,0.000855,0.000476,407.210137,486.083217,413.426875,483.722338,804.447434,708.217668,2944201.224,1843.102825,2018.287935,2068.299747,2018.787935,2028.200253,7.666897,-72.205329,275531.5536,536.586794,654.278214,421.122922,6551.458984,513.489256,274.170747,2169,9.700638,9.068678,9.426049,8.711306,354.291468,0.993555,2110.228039,1889.802777,2110.728039,2206.697223,7.669125,-72.224514,361600.5738,704.653177,513.161064,7550.425781,673.890185,273.971746,9.961615,9.192682,9.388389,8.996975,330.677533,0.99331,2256.42601,2661.260959,2256.92601,1435.239041,7.672317,-72.140802,281585.8618,656.295799,429.053275,6890.251465,524.772255,271.630583,9.754847,8.880949,9.413614,8.348284,353.200443,0.984877,2515.108681,1698.441877,2515.608681,2398.058123,7.678766,-72.244574,358360.3938,702.188802,510.347634,7527.803223,667.851684,274.551129,10.24798,9.205529,9.493802,8.917256,334.139726,0.989799,928.498226,2133.90411,928.998226,1962.59589,7.641156,-72.199389,1199895.393,1082.525394,1108.422398,30168.27148,2236.162737,279.711383,9.46986,8.884665,9.083411,8.685919,26.321522,0.994569,1242.387067,1924.851756,1242.887067,2171.648244,7.648607,-72.221758,742759.0018,897.127307,827.930435,17535.1875,1384.229002,278.502301,9.675117,8.99368,9.205082,8.782278,14.896777,0.997069
lsc1m005-fa15-20181120-0243-e91.fits,0,58443.79901,2458443.799,2018,NaN,2458443.799,NaN,1.369821,42,12.011263,13.255076,1.4,10,25,38,0.093205,0.138741,0.106114,0.138542,0.687442,0.338971,0.000232,0.00029,0.00026,0.000289,0.00086,0.000481,401.979339,479.215853,408.436352,478.928041,799.259471,705.296865,2944470.041,1856.748459,2018.345506,2068.437524,2018.845506,2028.062476,7.666895,-72.205332,274439.9361,551.968498,660.423619,415.551365,5764.990723,497.202172,277.468447,2223,10.128145,9.248377,9.549982,8.946771,341.06193,0.993187,2110.309963,1889.944645,2110.809963,2206.555355,7.669124,-72.224516,358746.7232,709.756984,505.450078,7187.522949,649.940576,277.989372,10.210364,9.386085,9.517913,9.254258,322.461083,0.988105,2256.571919,2661.514137,2257.071919,1434.985863,7.672318,-72.140794,282473.8182,666.703619,423.687243,6322.094727,511.757137,277.077878,9.902134,9.04288,9.544263,8.541497,345.577196,0.984071,2515.17564,1698.598204,2515.67564,2397.901796,7.678764,-72.244575,358295.0415,709.343226,505.108146,7212.809082,649.122265,278.492686,10.421946,9.368973,9.658608,9.079337,328.686108,0.98195,928.57212,2134.122135,929.07212,1962.377865,7.641156,-72.199383,1199538.711,1087.032673,1103.498305,28258.5,2173.201399,283.581401,9.75509,9.0517,9.18445,8.918951,15.963115,0.998806,1242.438545,1925.015408,1242.938545,2171.484592,7.648605,-72.221758,745415.7469,902.473436,825.969737,15816.6709,1350.467916,280.859932,9.813747,9.193064,9.352251,9.033877,353.326832,0.998734
