 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
87,coj1m011-fa12-20190425-0144-e91.fits,87,0,58598.96006,2458598.96,2019,NaN,2458598.962,NaN,NaN,1.232339,80.024,5.435066,10,18,27,0.143748,0.082093,0.190932,0.189595,0.317643,0.211947,0.152936,0.151678,0.000223,0.00018,0.000283,0.000282,0.000391,0.000301,0.00025,0.00025,643.412079,456.344025,674.355185,672.032117,811.462904,704.91937,610.699198,606.683285,3630627.129,1966.69986,2084.174178,2098.756926,2084.674178,1997.743074,8.939285,-12.93065,521895.91,314.159265,760.276282,686.455598,19002.66992,1661.246277,376.195114,1041,4.715833,7.261344,6.816811,7.705878,283.984082,0.980925,2073.316293,2059.823242,2073.816293,2036.676758,8.939208,-12.934875,298050.3865,632.856369,470.960554,11003.83984,948.723846,378.440928,4.713218,7.244337,6.788202,7.700472,283.51381,0.980173,2237.766544,2222.590709,2238.266544,1873.909291,8.940411,-12.917065,582067.2309,791.751012,735.164492,21381.37695,1852.77754,380.145044,4.608828,7.254549,6.824201,7.684897,285.873888,0.980671,2433.558378,2416.838579,2434.058378,1679.661421,8.941843,-12.895809,578641.097,790.441864,732.047635,21169.26563,1841.871817,383.533692,4.482025,7.262545,6.834926,7.690163,286.017321,0.980836,1448.954839,1553.126575,1449.454839,2543.373425,8.934629,-12.990446,875231.8401,927.276037,943.874105,34312.10547,2785.949474,377.218987,4.857659,7.210908,6.791214,7.630602,279.654572,0.984889,2717.385051,1360.445578,2717.885051,2736.054422,8.944034,-13.009735,634928.9483,817.015708,777.131874,22005.87305,2021.041613,371.545192,4.828097,7.225992,6.774658,7.677326,281.436967,0.98176,2161.938572,1207.98734,2162.438572,2888.51266,8.939935,-13.026919,481598.7934,737.667411,652.867113,18381.85938,1532.976571,372.608439,4.952786,7.310329,6.862171,7.758486,282.160343,0.982032,1738.722458,2554.833817,1739.222458,1541.666183,8.936691,-12.881732,478159.2191,738.059351,647.860119,18318.78125,1522.028066,377.874493,4.803789,7.265166,6.872486,7.657846,286.360624,0.983587
88,coj1m011-fa12-20190425-0145-e91.fits,88,0,58598.96131,2458598.961,2019,NaN,2458598.964,NaN,NaN,1.237846,79.976,5.581062,10,18,27,0.144192,0.082625,0.190821,0.189022,0.319055,0.211675,0.152486,0.151935,0.000224,0.00018,0.000283,0.000282,0.000393,0.000301,0.00025,0.00025,644.62641,458.384466,674.110252,669.952831,812.445182,704.069549,609.8888,607.520574,3624766.618,1964.220314,2084.364018,2098.834481,2084.864018,1997.665519,8.939285,-12.930645,522661.136,314.159265,759.720849,687.964713,18411.07031,1663.682067,375.629162,1075,4.74908,7.313725,6.93437,7.693081,288.241336,0.983443,2073.481235,2059.884334,2073.981235,2036.615666,8.939207,-12.934872,299497.6787,632.89927,473.215396,10415.48731,953.33072,376.03184,4.807129,7.336461,6.930107,7.742815,287.652971,0.981686,2237.924741,2222.664925,2238.424741,1873.835075,8.940411,-12.91706,580844.5722,790.376517,734.896039,21040.41992,1848.885697,380.679322,4.717696,7.324014,6.948824,7.699204,288.357777,0.98375,2433.716111,2416.953243,2434.216111,1679.546757,8.941843,-12.895799,576239.0719,790.100775,729.323512,21728.54492,1834.225934,382.778342,5.022183,7.30743,6.942093,7.672768,288.051501,0.98476,1449.211102,1553.139953,1449.711102,2543.360047,8.934629,-12.990447,876764.3764,927.00213,945.806216,31096.08008,2790.827689,375.540216,4.92953,7.323817,6.977812,7.669823,284.735672,0.988273,2717.592296,1360.470243,2718.092296,2736.029757,8.944034,-13.009738,633232.3039,816.005916,776.014354,21584.0293,2015.641026,371.076694,5.279041,7.281488,6.869702,7.693274,284.299401,0.983511,2162.154511,1208.008832,2162.654511,2888.491168,8.939935,-13.026921,479595.7454,735.69427,651.895447,17291.35547,1526.600671,373.139943,4.925925,7.338209,6.908042,7.768377,282.924384,0.983145,1739.009548,2554.881795,1739.509548,1541.618205,8.936691,-12.881728,478090.5483,736.724171,648.941038,17815.39063,1521.80948,375.646446,4.782846,7.34257,7.0056,7.679539,290.7993,0.984999
89,coj1m011-fa12-20190425-0146-e91.fits,89,0,58598.96255,2458598.963,2019,NaN,2458598.965,NaN,NaN,1.243465,80.028,5.525715,10,18,27,0.143804,0.082532,0.19078,0.188903,0.318352,0.212,0.15233,0.152484,0.000223,0.000179,0.000282,0.000281,0.000392,0.0003,0.00025,0.00025,644.385211,459.808144,675.566304,672.183451,812.085063,705.668629,609.982848,609.458014,3624819.67,1961.285098,2084.363389,2098.731363,2084.863389,1997.768637,8.939285,-12.930649,521264.4071,314.159265,758.172329,687.527607,17296.83789,1659.236141,368.72958,1052,4.732254,7.240598,6.878133,7.603063,285.436847,0.986461,2073.487777,2059.795469,2073.987777,2036.704531,8.939208,-12.934874,299164.4335,630.171585,474.734883,10600.52539,952.269968,369.14403,4.716404,7.24759,6.850259,7.644921,283.378128,0.985012,2237.967131,2222.560656,2238.467131,1873.939344,8.940411,-12.917064,580747.6009,788.422035,736.594838,20760.8418,1848.577028,371.768938,4.750222,7.240511,6.876087,7.604934,286.256192,0.985823,2433.723859,2416.789232,2434.223859,1679.710768,8.941843,-12.895811,575941.2343,786.743993,732.056729,20407.03906,1833.277887,374.384068,4.897956,7.262669,6.903349,7.621989,285.617806,0.986673,1449.118938,1553.114639,1449.618938,2543.385361,8.934629,-12.990442,875312.3154,926.813913,944.431566,31345.48828,2786.205635,370.232033,4.807266,7.224145,6.832636,7.615655,279.648319,0.986889,2717.616813,1360.363507,2718.116813,2736.136493,8.944034,-13.009739,634044.7216,815.032338,777.938116,22825.38672,2018.227032,362.415725,5.0087,7.259809,6.870514,7.649103,282.616134,0.986024,2162.183889,1207.934168,2162.683889,2888.565832,8.939936,-13.026919,479177.1316,735.106581,651.847153,16644.22266,1525.268182,365.124664,4.909471,7.311398,6.914166,7.70863,281.465298,0.986161,1738.940163,2554.802799,1739.440163,1541.697201,8.936691,-12.881732,479596.6664,736.49195,651.190643,17232.73828,1526.603603,368.474176,4.80238,7.252303,6.88354,7.621066,285.355525,0.986081
90,coj1m011-fa12-20190425-0147-e91.fits,90,0,58598.96379,2458598.964,2019,NaN,2458598.966,NaN,NaN,1.249202,80.028,5.611723,10,18,27,0.144106,0.082556,0.191281,0.188822,0.319004,0.212253,0.152501,0.151194,0.000223,0.000179,0.000283,0.000281,0.000392,0.0003,0.00025,0.000249,645.529912,460.196778,676.250281,671.248552,812.990927,706.41946,611.211191,607.56278,3622025.359,1959.093981,2084.180703,2098.69157,2084.680703,1997.80843,8.939285,-12.930648,521954.6854,314.159265,757.680094,688.885309,18558.91992,1661.433365,367.769788,1120,4.835136,7.233834,6.806975,7.660693,283.576043,0.98253,2073.308229,2059.739643,2073.808229,2036.760357,8.939208,-12.934875,299020.3109,629.315379,475.151761,10522.44336,951.811211,368.912213,4.818299,7.227512,6.777359,7.677666,283.636051,0.980511,2237.792029,2222.524259,2238.292029,1873.975741,8.940411,-12.917063,581579.4477,788.630657,737.45478,20996.77539,1851.224878,369.503049,4.888316,7.248218,6.832684,7.663753,285.389618,0.982306,2433.607236,2416.737455,2434.107236,1679.762545,8.941844,-12.895812,575290.9801,787.264055,730.74717,19767.59766,1831.208064,375.105162,5.104164,7.259629,6.857355,7.661903,287.433447,0.981867,1448.884814,1553.027121,1449.384814,2543.472879,8.934629,-12.990445,875994.5468,926.125204,945.87054,32181.91992,2788.377245,369.672111,4.992002,7.228398,6.838606,7.618189,281.59544,0.986313,2717.391448,1360.298608,2717.891448,2736.201392,8.944034,-13.00974,634180.4449,814.180496,778.918738,21607.19727,2018.659052,361.735355,4.866252,7.248256,6.805442,7.69107,283.785492,0.981142,2161.964854,1207.840485,2162.464854,2888.659515,8.939935,-13.026923,479273.8739,733.571469,653.343122,17149.32422,1525.576122,364.585922,4.882374,7.299127,6.844467,7.753788,282.619866,0.981177,1738.705544,2554.758397,1739.205544,1541.741603,8.936691,-12.881732,475706.0658,733.213029,648.796526,16868.44141,1514.219437,370.058152,4.981525,7.270284,6.878046,7.662523,288.093165,0.98223
91,coj1m011-fa12-20190425-0148-e91.fits,91,0,58598.96504,2458598.965,2019,NaN,2458598.967,NaN,NaN,1.255124,79.976,5.521857,10,18,27,0.14355,0.082743,0.190973,0.189714,0.318038,0.211397,0.153006,0.151653,0.000223,0.00018,0.000283,0.000282,0.000392,0.0003,0.000251,0.000249,642.771066,460.677745,674.243077,672.307573,811.296836,703.899564,610.785696,608.068904,3626251.749,1964.220727,2084.037446,2098.673673,2084.537446,1997.826327,8.939285,-12.930647,520549.8692,314.159265,759.181989,685.672049,19765.86719,1656.961696,375.322921,1128,4.65217,7.181849,6.765219,7.598479,285.646964,0.981688,2073.164941,2059.733985,2073.664941,2036.766015,8.939207,-12.934872,300047.7518,630.714339,475.72686,11238.46191,955.081657,372.985719,4.749996,7.205447,6.789898,7.620996,286.469719,0.981236,2237.628724,2222.49842,2238.128724,1874.00158,8.940411,-12.917062,581470.4915,791.11183,735.004167,21731.57617,1850.87806,376.955801,4.795614,7.199075,6.801322,7.596829,287.468949,0.981941,2433.418191,2416.77065,2433.918191,1679.72935,8.941843,-12.895803,578248.461,789.517507,732.407396,20998.29688,1840.622018,379.284014,4.60142,7.184194,6.75953,7.608857,286.697665,0.980089,1448.822507,1553.033513,1449.322507,2543.466487,8.934629,-12.990444,875002.419,927.333702,943.568014,34366.74609,2785.219204,375.102782,4.929901,7.15445,6.750141,7.558759,282.329343,0.984632,2717.248809,1360.31729,2717.748809,2736.18271,8.944034,-13.009738,632804.71,815.796572,775.689346,22821.32813,2014.279952,370.017569,4.851698,7.137203,6.672739,7.601666,281.771491,0.980014,2161.773774,1207.851077,2162.273774,2888.648923,8.939935,-13.026923,481209.8436,736.956928,652.96875,18139.48828,1531.738505,369.427573,5.109293,7.228872,6.791328,7.666415,283.669584,0.981564,1738.663038,2554.735794,1739.163038,1541.764206,8.936691,-12.881729,477515.8244,735.11216,649.582268,17856.76758,1519.980077,374.994098,4.87304,7.171445,6.772257,7.570633,287.419621,0.981715
92,coj1m011-fa12-20190425-0149-e91.fits,92,0,58598.96628,2458598.966,2019,NaN,2458598.969,NaN,NaN,1.261102,79.971,5.401212,10,18,27,0.143776,0.082514,0.191072,0.188742,0.318732,0.211798,0.152831,0.151755,0.000223,0.00018,0.000283,0.000281,0.000393,0.000301,0.00025,0.000249,644.553151,459.126503,674.853544,670.839209,811.892636,704.754494,610.655845,608.325193,3624470.823,1962.728207,2084.161547,2098.662154,2084.661547,1997.837846,8.939285,-12.930648,521112.3019,314.159265,757.638928,687.810885,20360.69531,1658.751975,372.690035,1120,4.755279,7.106158,6.722801,7.489515,286.844439,0.983283,2073.280683,2059.72027,2073.780683,2036.77973,8.939207,-12.934874,299069.1776,630.933331,474.010744,11568.84863,951.966759,373.353134,4.63449,7.111581,6.689469,7.533693,284.24379,0.981885,2237.711669,2222.527313,2238.211669,1873.972687,8.94041,-12.917059,581437.1405,790.233627,735.778788,22440.82227,1850.7719,375.192704,4.601724,7.11306,6.734515,7.491605,287.473066,0.983234,2433.499399,2416.733143,2433.999399,1679.766857,8.941843,-12.895807,575474.5422,787.892999,730.396822,21018.35547,1831.79236,378.423388,4.520162,7.107667,6.687218,7.528115,286.414813,0.980315,1448.942633,1553.043978,1449.442633,2543.456022,8.934629,-12.990445,876018.5936,927.492358,944.502223,36774.82031,2788.453788,373.093232,4.750209,7.075134,6.688146,7.462121,281.117107,0.986116,2717.359614,1360.355265,2717.859614,2736.144735,8.944034,-13.009734,633484.7572,815.472368,776.831664,23020.17773,2016.44461,365.230446,4.8136,7.073237,6.617442,7.529033,282.564217,0.979903,2161.895359,1207.9085,2162.395359,2888.5915,8.939935,-13.026917,480495.6748,736.07883,652.777468,18935.42969,1529.465236,369.790231,4.9532,7.154259,6.734766,7.573752,281.868362,0.983701,1738.763788,2554.749313,1739.263788,1541.750687,8.936691,-12.881728,477560.1145,734.852469,649.872096,18661.16602,1520.121057,372.932493,4.659174,7.118574,6.732823,7.504326,285.531837,0.984086
93,coj1m011-fa12-20190425-0150-e91.fits,93,0,58598.96752,2458598.968,2019,NaN,2458598.97,NaN,NaN,1.267199,80.028,5.344666,10,18,27,0.143273,0.082183,0.191353,0.188916,0.31824,0.211399,0.153017,0.151879,0.000223,0.000179,0.000283,0.000282,0.000392,0.0003,0.00025,0.00025,642.233529,458.487103,676.135393,670.78361,812.452207,704.842112,610.932771,608.319332,3629135.673,1964.262733,2084.216199,2098.515981,2084.716199,1997.984019,8.939285,-12.930642,519957.9692,314.159265,759.121732,684.946758,19817.00195,1655.07762,372.270096,1061,4.403998,7.06564,6.695923,7.435358,284.65489,0.985675,2073.339105,2059.567035,2073.839105,2036.932965,8.939207,-12.934869,298252.4097,630.166374,473.291533,10957.36719,949.366906,373.169469,4.589503,7.107041,6.684002,7.530081,283.35974,0.982362,2237.818895,2222.39877,2238.318895,1874.10123,8.940411,-12.917052,582904.8189,790.468881,737.416529,23140.14063,1855.443666,374.369503,4.655987,7.099773,6.730143,7.469403,284.714825,0.985785,2433.603011,2416.580368,2434.103011,1679.919632,8.941843,-12.895803,576661.6464,789.69045,730.237584,21731.9375,1835.57103,377.22201,4.730318,7.127002,6.750598,7.503406,286.066423,0.984528,1449.063164,1552.831696,1449.563164,2543.668304,8.934629,-12.990443,876119.3669,926.887152,945.227653,33807.66016,2788.77456,373.072587,4.66179,7.09098,6.738471,7.443488,281.791609,0.988289,2717.381871,1360.153126,2717.881871,2736.346874,8.944033,-13.009731,633313.4567,815.235721,776.84704,23373.03125,2015.899343,365.75234,4.726351,7.111095,6.661969,7.560222,279.47546,0.982304,2162.019326,1207.643026,2162.519326,2888.856974,8.939935,-13.02692,481624.0831,737.480705,653.06669,17663.36328,1533.057071,365.485473,4.999136,7.198887,6.770498,7.627276,281.899098,0.9832,1738.862509,2554.571933,1739.362509,1541.928067,8.936691,-12.881727,478512.3008,736.389271,649.808898,18939.03711,1523.15196,371.623599,4.589032,7.105116,6.782579,7.427653,288.107836,0.987389
94,coj1m011-fa12-20190425-0151-e91.fits,94,0,58598.96876,2458598.969,2019,NaN,2458598.971,NaN,NaN,1.27344,79.968,5.705301,10,18,27,0.143851,0.082515,0.190966,0.189021,0.317893,0.212151,0.152445,0.152299,0.000224,0.00018,0.000283,0.000281,0.000392,0.000301,0.00025,0.00025,643.49039,458.632789,674.741306,671.867384,811.404057,705.656323,609.484691,608.570041,3623149.563,1961.937208,2083.986989,2098.796985,2084.486989,1997.703015,8.939284,-12.930644,521193.1043,314.159265,759.185375,686.51626,19129.39258,1659.009177,370.516136,1077,4.917404,7.169647,6.807755,7.531538,284.263736,0.986865,2073.115902,2059.853595,2073.615902,2036.646405,8.939207,-12.93487,298963.7375,631.43615,473.466299,11160.80762,951.631133,371.029401,4.808947,7.195099,6.831877,7.558322,284.86257,0.986552,2237.621383,2222.588322,2238.121383,1873.911678,8.940411,-12.917062,580955.1296,789.747489,735.62137,20215.70703,1849.237612,373.710519,4.971256,7.180583,6.818648,7.542518,286.218503,0.985805,2433.432067,2416.830201,2433.932067,1679.669799,8.941843,-12.895806,575978.5636,787.106851,731.766675,19918.54297,1833.39671,375.593495,4.855314,7.118652,6.734341,7.502964,286.347147,0.983635,1448.829088,1553.120346,1449.329088,2543.379654,8.934629,-12.990447,873950.9883,926.18282,943.605268,32242.65234,2781.872396,372.134071,5.163031,7.120263,6.735407,7.505118,281.223666,0.986399,2717.211972,1360.402824,2717.711972,2736.097176,8.944034,-13.00974,634124.4443,814.976142,778.08958,21620.83594,2018.480797,365.37047,5.20089,7.203808,6.796257,7.61136,283.654572,0.983887,2161.779779,1207.922629,2162.279779,2888.577371,8.939935,-13.026927,479270.1141,735.853909,651.311501,16647.16797,1525.564155,368.281864,5.320261,7.210456,6.798341,7.62257,282.055952,0.984418,1738.661736,2554.79153,1739.161736,1541.70847,8.936691,-12.881733,478870.3233,736.530794,650.170132,17691.74219,1524.291581,373.05529,5.060637,7.118096,6.756638,7.479555,287.833058,0.984453
95,coj1m011-fa12-20190425-0152-e91.fits,95,0,58598.97,2458598.97,2019,NaN,2458598.972,NaN,NaN,1.279788,80.036,5.413183,10,18,27,0.143897,0.08247,0.191171,0.189297,0.318164,0.21193,0.152528,0.151758,0.000224,0.00018,0.000284,0.000282,0.000393,0.000301,0.000251,0.00025,643.135551,458.103353,674.16483,670.381622,809.431047,703.864063,608.622181,606.016091,3616546.919,1962.763296,2083.958101,2098.565922,2084.458101,1997.934078,8.939285,-12.930643,520411.9251,314.159265,758.287905,686.298596,20624.10547,1656.522606,372.382602,1021,4.573073,7.097692,6.750431,7.444952,284.477291,0.987554,2073.089173,2059.593953,2073.589173,2036.906047,8.939207,-12.934873,298254.9794,630.62199,472.953662,11688.94531,949.375086,373.344353,4.762192,7.101669,6.737956,7.465381,283.382708,0.986908,2237.583466,2222.422058,2238.083466,1874.077942,8.940411,-12.917055,580418.6682,789.436311,735.231785,23015.79102,1847.530002,374.305891,4.745546,7.099626,6.72391,7.475341,284.016768,0.985702,2433.40646,2416.628697,2433.90646,1679.871303,8.941843,-12.895803,575636.4206,788.377614,730.153179,21029.64648,1832.307635,381.382033,4.549003,7.077465,6.687121,7.467809,284.051483,0.984457,1448.875397,1552.870262,1449.375397,2543.629738,8.934629,-12.990447,872922.0476,927.428751,941.22815,33912.58984,2778.597176,373.906034,4.809934,7.071598,6.713867,7.429329,280.011612,0.988463,2717.175053,1360.178202,2717.675053,2736.321798,8.944034,-13.009741,632425.7471,814.929486,776.049656,23522.60547,2013.073676,366.397615,4.766438,7.117147,6.698079,7.536215,280.825719,0.984057,2161.787236,1207.764101,2162.287236,2888.735899,8.939935,-13.02692,478621.0795,735.796107,650.480582,18116.04492,1523.498213,369.092892,4.76886,7.139926,6.725621,7.554231,280.780656,0.984533,1738.682939,2554.582858,1739.182939,1541.917142,8.936692,-12.881729,476522.9558,736.247743,647.231805,18669.37109,1516.819678,371.488685,4.625122,7.105748,6.740844,7.470651,285.747625,0.985568
96,coj1m011-fa12-20190425-0153-e91.fits,96,0,58598.97126,2458598.971,2019,NaN,2458598.973,NaN,NaN,1.286361,79.976,5.474986,10,18,27,0.144257,0.082941,0.190789,0.189466,0.318915,0.211771,0.152516,0.151539,0.000224,0.000181,0.000283,0.000282,0.000393,0.000301,0.00025,0.00025,643.759228,458.899369,673.434185,671.273898,810.956995,703.820613,608.951665,606.327538,3612352.06,1959.127272,2084.250034,2098.938121,2084.750034,1997.561879,8.939285,-12.930643,521108.7632,314.159265,758.538631,686.990408,19176.7207,1658.740711,373.032165,1080,4.708272,7.130786,6.737107,7.524464,287.7498,0.981717,2073.367165,2059.982548,2073.867165,2036.517452,8.939208,-12.93487,299612.8899,632.350765,473.808061,11157.77246,953.697449,371.573597,4.864631,7.176315,6.75399,7.598639,286.892818,0.980083,2237.835446,2222.766677,2238.335446,1873.733323,8.940412,-12.917058,578772.4581,788.378563,734.130132,21820.48633,1842.289953,374.294222,4.860551,7.191379,6.764321,7.618438,285.734551,0.980745,2433.618422,2416.977223,2434.118422,1679.522777,8.941844,-12.895806,575398.6733,786.889351,731.232,21535.57813,1831.550862,376.546057,4.572144,7.211957,6.803213,7.6207,286.695633,0.981687,1449.016793,1553.259328,1449.516793,2543.240672,8.934629,-12.990444,873469.9943,925.687224,943.59085,33746.93359,2780.341345,372.463984,4.897534,7.13141,6.727332,7.535489,281.325682,0.985018,2717.385166,1360.577921,2717.885166,2735.922079,8.944034,-13.009735,631301.4895,813.698874,775.841665,21588.66797,2009.495053,366.121068,4.644396,7.134851,6.685119,7.584583,282.846764,0.980583,2161.964894,1208.157118,2162.464894,2888.342882,8.939935,-13.026914,478034.8184,734.516101,650.815983,17637.70117,1521.632086,368.378069,4.952728,7.239086,6.805304,7.672867,283.417927,0.98209,1738.850248,2554.992153,1739.350248,1541.507847,8.936692,-12.881726,475374.6259,734.116791,647.54632,18778.17969,1513.164431,371.040041,4.886447,7.168941,6.780888,7.556995,287.331927,0.982777
97,coj1m011-fa12-20190425-0154-e91.fits,97,0,58598.9725,2458598.973,2019,NaN,2458598.975,NaN,NaN,1.292978,79.968,5.531582,10,18,27,0.14369,0.082519,0.190165,0.190182,0.318989,0.211723,0.152542,0.151413,0.000224,0.00018,0.000283,0.000283,0.000393,0.000301,0.00025,0.000249,642.803868,458.066968,671.979475,671.495967,811.432731,704.173447,609.738011,607.453261,3617758.562,1961.35084,2084.09049,2098.661801,2084.59049,1997.838199,8.939285,-12.930647,519834.0903,314.159265,758.001646,685.795464,19651.66992,1654.683301,371.362933,1141,4.823217,7.134166,6.715814,7.552519,283.986008,0.982486,2073.23108,2059.74037,2073.73108,2036.75963,8.939208,-12.934871,298533.2704,631.307658,472.8808,11144.63379,950.260913,374.415713,4.794521,7.148032,6.701194,7.59487,283.245549,0.980638,2237.680633,2222.508785,2238.180633,1873.991215,8.940411,-12.917059,578046.9326,789.55658,732.115908,21606.84766,1839.980533,375.061809,4.876185,7.106744,6.652122,7.561366,283.486291,0.979559,2433.497037,2416.744339,2433.997037,1679.755661,8.941844,-12.895804,578090.6424,790.316464,731.46729,20940.50195,1840.119666,378.303954,4.632066,7.101076,6.659997,7.542155,283.967567,0.98038,1448.858681,1553.006028,1449.358681,2543.493972,8.934629,-12.990447,874930.6594,926.583662,944.254357,34334.66406,2784.990786,371.502629,4.933916,7.082799,6.65853,7.507068,280.190463,0.983783,2717.223814,1360.353765,2717.723814,2736.146235,8.944034,-13.009733,632127.2836,814.324102,776.260069,23150.47852,2012.123637,365.892199,4.927486,7.120345,6.680636,7.560055,281.714384,0.982019,2161.832344,1207.872318,2162.332344,2888.627682,8.939935,-13.02692,478821.0352,734.659694,651.758956,18262.03125,1524.134692,366.888872,5.026338,7.174765,6.704207,7.645323,280.882711,0.980222,1738.714887,2554.715615,1739.214887,1541.784385,8.936692,-12.88173,475742.0084,733.138133,648.911831,17967.27148,1514.333845,371.605858,4.763945,7.114244,6.736987,7.4915,287.191994,0.983577
98,coj1m011-fa12-20190425-0155-e91.fits,98,0,58598.97375,2458598.974,2019,NaN,2458598.976,NaN,NaN,1.299764,79.968,5.59102,10,18,27,0.143866,0.082429,0.190272,0.189556,0.318906,0.211831,0.152463,0.151944,0.000223,0.000179,0.000282,0.000282,0.000393,0.0003,0.000249,0.00025,644.470958,460.329431,674.400903,673.0476,812.497014,705.456717,611.488174,608.731228,3616951.457,1956.618792,2084.015264,2098.646449,2084.515264,1997.853551,8.939285,-12.930646,520355.589,314.159265,756.757722,687.611866,19898.36133,1656.343283,361.81509,1035,4.70872,7.125205,6.77546,7.474949,287.58327,0.985648,2073.138104,2059.726628,2073.638104,2036.773372,8.939207,-12.934869,298141.7819,627.267968,475.302099,11449.98731,949.014766,363.490608,4.817575,7.091608,6.687206,7.496009,284.51844,0.983094,2237.636407,2222.497378,2238.136407,1874.002622,8.940411,-12.917058,578190.3896,786.66082,734.993246,21651.66211,1840.437171,365.304832,4.869636,7.09951,6.733178,7.465842,287.296847,0.984367,2433.4229,2416.695486,2433.9229,1679.804514,8.941843,-12.895806,576362.7584,786.115328,733.178374,20562.50586,1834.61964,366.776654,4.689916,7.137111,6.750718,7.523505,285.503692,0.984134,1448.792317,1553.027412,1449.292317,2543.472588,8.934629,-12.990443,874563.7027,925.397512,945.068137,34382.3125,2783.822727,362.458239,5.006224,7.110629,6.75729,7.463968,283.98139,0.987402,2717.254433,1360.298247,2717.754433,2736.201753,8.944034,-13.009735,632252.62,813.085964,777.596279,22364.87109,2012.522595,356.372727,4.968979,7.154095,6.733569,7.57462,284.251875,0.982226,2161.777082,1207.840345,2162.277082,2888.659655,8.939935,-13.02692,478497.5969,731.977845,653.705027,18019.36328,1523.105156,358.423551,5.157469,7.197996,6.806488,7.589503,284.406164,0.984677,1738.641855,2554.739942,1739.141855,1541.760058,8.936691,-12.881725,477084.3892,733.678157,650.263858,17530.35938,1518.606776,360.156628,4.978057,7.149243,6.794016,7.50447,289.938492,0.983314
