 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,EXPTIME,AIRMASS,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7
37,lsc1m005-fa15-20190407-0094-e91.fits,37,0,58581.50483,2458581.505,2019,NaN,2458581.504,NaN,NaN,42,1.375491,7.376892,15,28,42,0.111536,0.157943,0.128643,0.171007,0.595751,0.134707,0.125537,0.000133,0.000171,0.000153,0.000178,0.000439,0.000156,0.000151,835.818467,924.865878,840.951009,959.551369,1357.571451,861.929329,831.110018,7488138.451,2726.457984,2010.8418,2015.892734,2011.3418,2080.607266,5.05642,-54.177941,835200.4173,706.858347,951.864044,877.43667,8079.90918,1181.566888,219.120028,2623,6.320408,14.450214,14.289106,14.611321,56.497806,0.996743,1768.790497,2257.999926,1769.290497,1838.500074,5.053409,-54.151991,1021380.863,1029.864682,991.762201,9364.291016,1444.95834,222.053465,6.285145,14.587571,14.363745,14.811397,65.546069,0.997821,2348.230295,2511.33257,2348.730295,1585.16743,5.060513,-54.123951,853497.7243,960.368402,888.719082,8027.297363,1207.452282,217.90688,6.233587,14.565125,14.2178,14.912449,65.72951,0.994817,2206.154864,2740.164177,2206.654864,1356.335823,5.058735,-54.09935,1093524.326,1055.427204,1036.0964,9787.667969,1547.020461,220.708842,6.174068,14.662571,14.285248,15.039894,68.564346,0.995075,2267.66251,910.795901,2268.16251,3185.704099,5.05973,-54.297248,2795589.542,1575.994916,1773.856954,28396.17773,3954.950172,227.534785,6.344985,13.952471,14.159133,13.745809,33.994193,0.993755,2971.545924,935.192827,2972.045924,3161.307173,5.068427,-54.293733,888957.8358,972.612616,913.989621,8576.733398,1257.618078,212.914774,6.132099,13.872911,13.960003,13.78582,41.700204,0.988066,2910.604295,1123.293542,2911.104295,2973.206458,5.067646,-54.273459,835188.1607,952.356315,876.970255,8381.22168,1181.549548,217.835869,6.51795,13.984004,14.027468,13.940541,43.331983,0.988589
38,lsc1m005-fa15-20190407-0095-e91.fits,38,0,58581.50561,2458581.506,2019,NaN,2458581.505,NaN,NaN,42,1.37919,7.380122,15,28,42,0.111661,0.157744,0.12853,0.170749,0.595484,0.134824,0.126094,0.000134,0.000171,0.000153,0.000178,0.000439,0.000157,0.000152,835.030856,924.108045,840.861493,957.279183,1356.688025,860.90864,832.156051,7481161.432,2725.896178,2010.756589,2015.925303,2011.256589,2080.574697,5.05642,-54.177932,835353.6201,706.858347,952.95769,876.590461,8155.005859,1181.783626,220.39544,2602,6.361232,14.320371,14.152023,14.48872,56.97917,0.996648,1768.608359,2257.984195,1769.108359,1838.515805,5.053407,-54.151987,1019316.235,1028.641575,990.934315,9520.55957,1442.037487,223.264289,5.991011,14.468105,14.230291,14.705918,65.9001,0.997569,2348.149438,2511.335329,2348.649438,1585.164671,5.060513,-54.123947,852043.5633,958.752468,888.700256,7797.96875,1205.395065,218.069944,6.448579,14.474872,14.109851,14.839893,63.966535,0.993278,2206.076065,2740.174142,2206.576065,1356.325858,5.058735,-54.099345,1091096.818,1055.930853,1033.303283,9989.767578,1543.586239,221.5515,6.286329,14.586557,14.156019,15.017096,68.297568,0.993409,2267.622436,910.75449,2268.122436,3185.74551,5.059729,-54.297243,2792199.843,1574.959845,1772.870497,28074.33984,3950.15473,228.036007,6.553067,13.873169,14.0312,13.715137,37.536585,0.992179,2971.548874,935.181827,2972.048874,3161.318173,5.068427,-54.293727,888805.9159,973.665232,912.84549,8842.619141,1257.403155,214.364518,6.159086,13.793828,13.86951,13.718147,42.266751,0.986732,2910.708071,1123.268857,2911.208071,2973.231143,5.067647,-54.273455,837699.0572,953.775512,878.29793,8005.130859,1185.10174,218.235366,6.484656,13.954928,14.013651,13.896206,42.721424,0.98878
39,lsc1m005-fa15-20190407-0096-e91.fits,39,0,58581.5064,2458581.506,2019,NaN,2458581.506,NaN,NaN,42,1.382924,7.450595,15,28,42,0.111018,0.158109,0.128409,0.171473,0.594631,0.134724,0.125723,0.000133,0.000171,0.000153,0.000179,0.000438,0.000156,0.000151,832.426155,925.509315,840.742139,959.681654,1357.444848,862.014778,831.387845,7483222.979,2724.694453,2010.53176,2015.978281,2011.03176,2080.521719,5.056417,-54.177938,830775.3713,706.858347,951.071403,873.515247,7602.887695,1175.306728,219.048062,2582,6.218418,14.376149,14.167294,14.585003,58.019693,0.995621,1768.654065,2258.055023,1769.154065,1838.444977,5.053408,-54.151991,1021633.37,1029.274055,992.576627,9740.213867,1445.315564,221.504052,6.317038,14.405036,14.104227,14.705846,64.848201,0.995728,2347.920001,2511.426567,2348.420001,1585.073433,5.060511,-54.123951,851566.7845,958.46239,888.471778,7787.856445,1204.720561,216.289164,6.498083,14.468958,14.088534,14.849382,62.615987,0.991703,2205.973473,2740.229788,2206.473473,1356.270212,5.058734,-54.099352,1095348.448,1057.015636,1036.265132,10066.11328,1549.601066,219.871656,6.353245,14.550391,14.07236,15.028423,68.581322,0.991988,2267.58511,910.834866,2268.08511,3185.665134,5.059729,-54.297247,2790461.69,1573.658102,1773.2325,28033.5957,3947.695746,226.592413,6.500912,13.855976,13.94828,13.763671,40.769719,0.9918,2971.352646,935.258465,2971.852646,3161.241535,5.068425,-54.293734,888468.4536,971.965613,914.094533,8901.112305,1256.925744,212.782132,6.483555,13.742149,13.728342,13.755956,45.499228,0.986703,2910.468258,1123.301228,2910.968258,2973.198772,5.067644,-54.273466,835744.2333,952.630882,877.301219,8193.508789,1182.33623,216.826743,6.402791,13.898142,13.823786,13.972498,47.724187,0.987301
40,lsc1m005-fa15-20190407-0097-e91.fits,40,0,58581.50719,2458581.507,2019,NaN,2458581.507,NaN,NaN,42,1.38671,7.891292,15,28,42,0.110994,0.157224,0.128216,0.170954,0.59857,0.13444,0.125554,0.000133,0.00017,0.000153,0.000179,0.000441,0.000156,0.000151,832.566919,922.510521,839.632614,957.449203,1356.54801,859.979628,830.23427,7470131.38,2723.014976,2010.237706,2016.206057,2010.737706,2080.293943,5.056419,-54.177935,829141.341,706.858347,948.91497,873.778333,7197.537598,1172.995048,217.241575,2627,6.561291,14.66583,14.574129,14.75753,50.941135,0.996312,1768.216053,2258.26905,1768.716053,1838.23095,5.053408,-54.151988,1014913.126,1026.208867,988.992747,8808.486328,1435.808362,220.989541,6.647669,14.6944,14.522638,14.866162,57.651842,0.997009,2347.553504,2511.661862,2348.053504,1584.838138,5.060511,-54.123945,848940.5146,956.791285,887.278687,7217.311035,1201.005149,216.233226,7.120067,14.708638,14.410552,15.006725,60.003935,0.993437,2205.610128,2740.487974,2206.110128,1356.012026,5.058735,-54.099343,1090607.947,1055.1455,1033.609059,8927.701172,1542.894629,219.206583,7.02511,14.772663,14.407425,15.137902,65.539166,0.994344,2267.240242,911.092937,2267.740242,3185.407063,5.05973,-54.297244,2797122.733,1576.546821,1774.208477,25786.30273,3957.119195,225.108344,6.788252,14.053946,14.257188,13.850704,34.940723,0.992932,2971.004322,935.560756,2971.504322,3160.939244,5.068426,-54.293726,885266.891,970.925582,911.776255,8196.952148,1252.396459,211.406011,6.796598,14.027296,14.171885,13.882706,39.711037,0.987391,2910.118851,1123.624292,2910.618851,2972.875708,5.067645,-54.273456,833280.1682,951.171892,876.056342,7895.993164,1178.850291,216.928746,6.849465,14.108695,14.164716,14.052674,42.757055,0.989691
41,lsc1m005-fa15-20190407-0098-e91.fits,41,0,58581.50798,2458581.508,2019,NaN,2458581.508,NaN,NaN,42,1.390501,8.501623,15,28,42,0.110976,0.157941,0.128084,0.170673,0.597192,0.134577,0.125815,0.000134,0.000171,0.000153,0.000179,0.000441,0.000157,0.000152,831.22138,923.860789,837.572904,956.014268,1355.447575,858.891123,829.988252,7459578.458,2721.560757,2009.84382,2016.331202,2010.34382,2080.168798,5.056418,-54.177931,827835.5297,706.858347,949.025152,872.300938,7073.820312,1171.147703,217.367594,2561,6.996732,14.675274,14.442285,14.908263,61.025856,0.996422,1767.811091,2258.430082,1768.311091,1838.069918,5.053407,-54.151981,1017474.33,1026.869228,990.850931,8407.697266,1439.431726,221.257278,7.047162,14.75715,14.478621,15.03568,68.952494,0.997414,2347.218469,2511.704367,2347.718469,1584.795633,5.060511,-54.123949,846969.1805,957.119478,884.914788,6719.928711,1198.216282,215.510169,7.335402,14.852546,14.478576,15.226517,65.489628,0.994111,2205.215561,2740.557552,2205.715561,1355.942448,5.058734,-54.099345,1087534.417,1053.880662,1031.933174,8636.87793,1538.546473,219.74929,7.349214,14.879252,14.403426,15.355078,71.303063,0.993532,2266.822786,911.094596,2267.322786,3185.405404,5.059729,-54.297251,2789145.597,1573.387013,1772.70155,23657.18555,3945.833855,225.327994,7.180833,14.19867,14.314613,14.082728,38.37563,0.994923,2970.750752,935.512853,2971.250752,3160.987147,5.068427,-54.293735,884814.3129,971.714765,910.569999,7530.611328,1251.756192,212.734083,7.870744,14.127256,14.218251,14.036262,41.437297,0.989215,2909.897225,1123.585415,2910.397225,2972.914585,5.067646,-54.273465,833640.6205,951.79521,875.861332,7176.378906,1179.360227,216.369912,7.839981,14.277077,14.286024,14.26813,44.626929,0.990737
42,lsc1m005-fa15-20190407-0099-e91.fits,42,0,58581.50877,2458581.509,2019,NaN,2458581.508,NaN,NaN,42,1.394342,7.993565,15,28,42,0.11101,0.157895,0.128354,0.170439,0.597477,0.134698,0.125545,0.000133,0.000171,0.000153,0.000178,0.000441,0.000157,0.000151,831.964336,924.168732,839.963545,955.894137,1356.171578,860.179876,829.975123,7464447.18,2721.456073,2010.157091,2016.223498,2010.657091,2080.276502,5.056419,-54.177948,828626.9459,706.858347,949.064655,873.098521,7011.799805,1172.267328,217.619538,2656,6.739109,14.590039,14.468501,14.711577,57.166717,0.998365,1768.049057,2258.279786,1768.549057,1838.220214,5.053407,-54.152003,1017879.984,1027.001979,991.117841,9074.532227,1440.005608,221.996761,6.648782,14.666557,14.488574,14.84454,68.330956,0.998887,2347.373994,2511.682005,2347.873994,1584.817995,5.060511,-54.123957,849108.4788,956.52942,887.697191,6786.541504,1201.24277,215.998958,6.858105,14.761869,14.517796,15.005942,61.166431,0.996179,2205.402544,2740.471733,2205.902544,1356.028267,5.058734,-54.09936,1086970.628,1053.637411,1031.636327,8494.700195,1537.748875,220.237107,7.049711,14.820221,14.503282,15.13716,68.448604,0.996571,2267.00208,911.127314,2267.50208,3185.372686,5.059729,-54.297255,2791798.73,1574.40353,1773.242169,25917.8457,3949.587271,227.131897,6.613134,14.06248,14.291817,13.833143,32.491373,0.994054,2970.810473,935.526784,2971.310473,3160.973216,5.068426,-54.293742,886093.7603,971.549252,912.042038,8210.051758,1253.56624,212.728846,6.910029,14.014809,14.228908,13.800709,36.316577,0.989527,2909.97152,1123.570692,2910.47152,2972.929308,5.067645,-54.273474,832595.5985,950.702551,875.768764,7552.484375,1177.881823,217.216802,6.634466,14.185616,14.384316,13.986916,36.127687,0.991554
43,lsc1m005-fa15-20190407-0100-e91.fits,43,0,58581.50956,2458581.51,2019,NaN,2458581.509,NaN,NaN,42,1.398236,7.536287,15,28,42,0.111258,0.157859,0.128876,0.171026,0.595001,0.134488,0.125955,0.000133,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,834.81593,926.466586,843.376419,960.32139,1359.566346,862.450056,834.006033,7507261.216,2729.106683,2010.487128,2016.266526,2010.987128,2080.233474,5.056421,-54.177902,835240.1878,706.858347,953.322127,876.13637,7759.279297,1181.623152,220.233097,2640,6.258889,14.09466,14.181254,14.008066,36.256424,0.998328,1768.370731,2258.376552,1768.870731,1838.123448,5.053409,-54.151949,1023515.746,1030.205937,993.505967,9244.447266,1447.97858,222.549667,6.344674,14.240833,14.308261,14.173405,31.720934,0.999551,2347.781499,2511.768758,2348.281499,1584.731242,5.060513,-54.123903,857055.2643,961.430521,891.437546,7909.222168,1212.485172,217.306936,6.675518,14.273618,14.258155,14.289081,46.530903,0.998355,2205.774318,2740.499401,2206.274318,1356.000599,5.058736,-54.099311,1096422,1057.540589,1036.76588,9883.515625,1551.119831,221.535571,6.626727,14.300198,14.146193,14.454203,60.089593,0.998165,2267.354417,911.160359,2267.854417,3185.339641,5.05973,-54.297215,2800517.832,1576.872594,1775.994994,27852.99414,3961.922278,226.455168,6.295218,13.65104,14.10454,13.197539,22.145533,0.991403,2971.202459,935.524066,2971.702459,3160.975934,5.068428,-54.293706,889950.4629,973.246475,914.414268,9044.914062,1259.022358,212.202679,6.07233,13.590636,14.012036,13.169237,28.050303,0.987661,2910.267487,1123.571432,2910.767487,2972.928568,5.067647,-54.273437,839799.911,954.055761,880.241958,8367.066406,1188.07384,217.664176,6.487088,13.666767,14.027007,13.306527,29.68196,0.989312
44,lsc1m005-fa15-20190407-0101-e91.fits,44,0,58581.51034,2458581.51,2019,NaN,2458581.51,NaN,NaN,42,1.402148,8.191277,15,28,42,0.111033,0.157516,0.128426,0.17074,0.597683,0.134534,0.125612,0.000133,0.00017,0.000153,0.000178,0.00044,0.000156,0.000151,834.705413,925.239552,842.033864,959.553181,1359.624994,862.298641,832.879505,7505654.016,2729.320574,2010.235123,2015.995225,2010.735123,2080.504775,5.056418,-54.177928,833371.6871,706.858347,951.299955,876.034613,7494.358398,1178.979764,219.4383,2660,6.874231,14.481266,14.406256,14.556277,53.021635,0.998595,1768.114833,2257.993423,1768.614833,1838.506577,5.053406,-54.151989,1021379.023,1029.606554,992.009053,9127.047852,1444.955736,222.793694,6.682075,14.602385,14.466333,14.738437,62.521674,0.998947,2347.561776,2511.400071,2348.061776,1585.099929,5.060511,-54.123943,854216.6924,959.939151,889.865458,6952.350586,1208.469414,217.759584,7.396574,14.579418,14.285283,14.873553,63.74665,0.995609,2205.443003,2740.217416,2205.943003,1356.282584,5.058732,-54.099344,1094621.877,1056.755693,1035.832486,8790.71582,1548.573178,221.094553,6.752996,14.683263,14.402693,14.963833,67.415817,0.997064,2267.2458,910.882242,2267.7458,3185.617758,5.059729,-54.297233,2807817.953,1579.580099,1777.572378,26134.9082,3972.249836,227.861656,7.143767,13.935864,14.179741,13.691987,31.387894,0.99415,2971.003966,935.161211,2971.503966,3161.338789,5.068425,-54.293734,890027.7131,973.485797,914.268822,7632.638184,1259.131645,213.882322,7.620024,13.964429,14.192761,13.736097,36.234399,0.98822,2910.145194,1123.19158,2910.645194,2973.30842,5.067645,-54.273468,837590.7583,952.962478,878.933617,7125.230957,1184.948529,217.749341,7.332984,14.087214,14.244892,13.929536,37.938695,0.991585
45,lsc1m005-fa15-20190407-0102-e91.fits,45,0,58581.51113,2458581.511,2019,NaN,2458581.511,NaN,NaN,42,1.406079,8.104374,15,28,42,0.111509,0.158216,0.128561,0.171238,0.594215,0.134799,0.125822,0.000133,0.000171,0.000153,0.000179,0.000438,0.000156,0.000151,835.399932,925.655741,840.859993,959.086549,1357.323943,862.168951,831.972991,7488629.161,2726.785011,2010.638253,2016.251112,2011.138253,2080.248888,5.05642,-54.177882,835052.2592,706.858347,952.215359,876.957352,7084.147949,1181.357287,219.40639,2612,7.089026,14.261236,14.211807,14.310665,48.186731,0.996101,1768.296415,2258.262211,1768.796415,1838.237789,5.053406,-54.151944,1022969.333,1030.420161,992.769136,8907.865234,1447.205564,223.102667,6.624269,14.440471,14.365292,14.515651,51.149623,0.997611,2347.910545,2511.630913,2348.410545,1584.869087,5.060512,-54.1239,853073.236,960.000836,888.61718,6907.737305,1206.851754,217.452936,7,14.481824,14.296756,14.666892,54.636331,0.994006,2205.986435,2740.454609,2206.486435,1356.045391,5.058736,-54.099301,1094855.573,1057.31674,1035.503866,8760.878906,1548.90379,221.107901,6.95491,14.549722,14.283875,14.815569,60.041712,0.994689,2267.39207,910.945336,2267.89207,3185.554664,5.059729,-54.297206,2791252.951,1574.429741,1772.865996,24236.17969,3948.815152,227.745342,6.874576,13.863977,14.183553,13.544402,31.894367,0.989117,2971.400279,935.306919,2971.900279,3161.193081,5.068428,-54.293694,889550.1932,972.944054,914.287096,8203.599609,1258.456092,213.022794,6.708779,13.782785,13.967031,13.59854,38.745227,0.98477,2910.509462,1123.43036,2911.009462,2973.06964,5.067647,-54.273418,836927.875,953.216322,878.004138,7539.508789,1184.010741,217.882525,7.287782,13.891739,13.985722,13.797756,41.640719,0.986625
46,lsc1m005-fa15-20190407-0103-e91.fits,46,0,58581.51192,2458581.512,2019,NaN,2458581.512,NaN,NaN,42,1.410064,8.299278,15,28,42,0.111161,0.157389,0.128807,0.170714,0.596542,0.134627,0.125854,0.000133,0.00017,0.000153,0.000178,0.000439,0.000156,0.000151,835.635447,925.812759,843.835245,958.9714,1359.843004,863.206639,834.142386,7504885.948,2727.944916,2010.506168,2016.038139,2011.006168,2080.461861,5.056418,-54.177931,834249.4612,706.858347,951.173302,877.074093,7124.723145,1180.22156,217.707524,2671,6.871592,14.232267,14.245711,14.218822,43.839433,0.997824,1768.649759,2258.145213,1769.149759,1838.354787,5.053409,-54.151979,1020561.85,1028.10494,992.663113,8466.892578,1443.799672,221.115532,7.114295,14.365949,14.358309,14.373588,45.983884,0.999041,2347.88691,2511.564474,2348.38691,1584.935526,5.060512,-54.123928,856374.9131,960.087466,891.975933,7013.090332,1211.522672,216.471085,7.358914,14.375678,14.24804,14.503316,54.102649,0.99677,2205.966643,2740.343792,2206.466643,1356.156208,5.058735,-54.099331,1094363.081,1057.359925,1034.9958,8998.225586,1548.207057,220.037503,7.44551,14.45819,14.229211,14.687168,62.001315,0.996794,2267.496885,911.008527,2267.996885,3185.491473,5.05973,-54.297236,2804172.302,1578.101834,1776.927345,25213.41406,3967.092294,226.525122,7.004781,13.691462,14.022273,13.360651,29.003136,0.991691,2971.370648,935.291084,2971.870648,3161.208916,5.068428,-54.293734,890479.8032,972.864803,915.317113,8032.134766,1259.771221,211.900022,7.010248,13.645152,13.925428,13.364876,34.793575,0.986139,2910.400572,1123.352956,2910.900572,2973.147044,5.067646,-54.273463,838933.9991,952.9084,880.393119,7356.161133,1186.848826,216.390412,7.185231,13.835406,14.038081,13.63273,36.98427,0.98875
47,lsc1m005-fa15-20190407-0104-e91.fits,47,0,58581.5127,2458581.513,2019,NaN,2458581.512,NaN,NaN,42,1.414067,9.022936,15,28,42,0.111253,0.157666,0.128458,0.170891,0.595199,0.134984,0.126092,0.000133,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,834.703525,924.774822,841.816649,959.389528,1358.914739,863.791936,833.953549,7497982.506,2727.268621,2010.565875,2016.112888,2011.065875,2080.387112,5.056418,-54.177917,834172.4268,706.858347,952.19023,876.056486,7135.604004,1180.112579,219.063563,2652,7.553209,14.309964,14.301837,14.318092,45.554942,0.996561,1768.679326,2258.228742,1769.179326,1838.271258,5.053409,-54.151963,1021173.414,1029.960398,991.46862,8475.091797,1444.664859,222.642465,8.055166,14.438824,14.30051,14.577138,56.809294,0.997714,2347.843863,2511.649638,2348.343863,1584.850362,5.06051,-54.123912,853533.0175,959.417051,889.637116,7216.315918,1207.502212,217.07127,7.70247,14.410911,14.144072,14.677749,59.166692,0.993916,2205.809688,2740.417675,2206.309688,1356.082325,5.058733,-54.099316,1094327.953,1056.631759,1035.67581,8912.348633,1548.15736,221.781877,7.705815,14.498643,14.181674,14.815613,62.813228,0.994371,2267.442534,911.092022,2267.942534,3185.407978,5.059728,-54.297223,2797638.925,1575.756779,1775.4256,24272.41016,3957.849457,227.806666,8.100516,13.810466,14.0655,13.555431,33.395808,0.991222,2971.336118,935.363016,2971.836118,3161.136984,5.068427,-54.293722,891736.099,973.389249,916.114596,7701.808594,1261.548516,213.62872,7.905009,13.662973,13.788617,13.537328,40.503369,0.986159,2910.428747,1123.417856,2910.928747,2973.082144,5.067645,-54.273451,839573.0984,953.796572,880.243359,7356.081055,1187.752966,217.545172,7.839087,13.779039,13.850316,13.707761,42.197412,0.988781
48,lsc1m005-fa15-20190407-0105-e91.fits,48,0,58581.51349,2458581.513,2019,NaN,2458581.513,NaN,NaN,42,1.418143,8.666567,15,28,42,0.110802,0.15795,0.128589,0.171407,0.59611,0.134278,0.125459,0.000133,0.00017,0.000153,0.000178,0.000438,0.000156,0.000151,832.302039,926.701166,843.07889,961.177712,1360.141414,861.677184,832.444524,7512297.36,2730.47239,2010.758928,2016.240125,2011.258928,2080.259875,5.056418,-54.177905,832376.5024,706.858347,953.230107,873.216757,7191.945312,1177.571866,221.331877,2677,7.114245,14.083598,14.086895,14.080301,44.750003,0.997121,1768.937698,2258.267271,1769.437698,1838.232729,5.05341,-54.151962,1024711.036,1031.133288,993.771657,8770.666016,1449.66957,223.433559,7.061182,14.128193,14.064777,14.191608,51.817308,0.99855,2348.320941,2511.604891,2348.820941,1584.895109,5.060514,-54.123922,855934.6872,960.577773,891.06235,7054.596191,1210.899879,218.127185,7.368954,14.200355,13.987147,14.413564,57.585571,0.995018,2206.299414,2740.467462,2206.799414,1356.032538,5.058737,-54.099316,1099241.134,1059.16367,1037.838783,9242.075195,1555.10809,221.60775,6.86407,14.183237,13.882915,14.483558,64.906119,0.995629,2267.751123,911.056166,2268.251123,3185.443834,5.05973,-54.297225,2805668.639,1578.258671,1777.698859,24763.81836,3969.209178,228.357775,7.757792,13.592564,13.945954,13.239174,28.616669,0.990782,2971.575751,935.400588,2972.075751,3161.099412,5.068427,-54.293718,889317.9031,973.575327,913.455671,7990.018555,1258.127469,214.970355,8.106876,13.48457,13.702006,13.267133,37.712941,0.983583,2910.740902,1123.476381,2911.240902,2973.023619,5.067647,-54.273446,837423.9608,953.392327,878.362387,7451.82666,1184.712558,219.526447,7.369916,13.556994,13.750004,13.363983,37.968718,0.986273
49,lsc1m005-fa15-20190407-0106-e91.fits,49,0,58581.51428,2458581.514,2019,NaN,2458581.514,NaN,NaN,42,1.422239,7.877356,15,28,42,0.111178,0.157742,0.129206,0.170791,0.594891,0.13483,0.125673,0.000133,0.00017,0.000153,0.000178,0.000437,0.000156,0.000151,836.383798,927.242845,845.412287,960.847597,1361.222671,864.40262,834.399677,7526099.755,2732.606228,2010.923586,2016.335403,2011.423586,2080.164597,5.05642,-54.17788,836738.279,706.858347,953.178674,877.839907,7779.004883,1183.742517,220.83254,2691,6.616396,13.721995,13.830744,13.613247,37.736652,0.996007,1768.946713,2258.485169,1769.446713,1838.014831,5.053409,-54.151922,1025430.897,1031.340276,994.270195,9530.001953,1450.687965,224.112309,6.488754,13.799102,13.83901,13.759194,41.865751,0.997194,2348.021359,2511.902044,2348.521359,1584.597956,5.06051,-54.123879,861154.0885,963.549691,893.730854,8170.263672,1218.283822,218.610661,6.497105,13.863533,13.83569,13.891375,46.40061,0.993245,2206.031556,2740.607563,2206.531556,1355.892437,5.058733,-54.09929,1097880.818,1058.510158,1037.194409,9905.650391,1553.183637,222.87729,6.327043,14.03274,13.970175,14.095304,48.658275,0.995098,2267.940209,911.157914,2268.440209,3185.342086,5.05973,-54.297195,2807219.061,1578.760031,1778.116374,26305.49609,3971.402577,228.695677,6.813579,13.274578,13.717767,12.831389,28.04666,0.985704,2971.611832,935.475844,2972.111832,3161.024156,5.068425,-54.293696,894184.0954,975.523867,916.619394,9031.645508,1265.011723,214.995379,6.78862,13.159938,13.470692,12.849183,35.13031,0.980469,2910.778942,1123.588683,2911.278942,2972.911317,5.067645,-54.27342,840230.7951,954.18668,880.572757,8154.566895,1188.683417,218.867617,6.94343,13.269653,13.530749,13.008557,35.574681,0.985177
