Label,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,DATE,FWHM_Mean,Source_Radius,FWHM_Mult,Source_Rad(base),Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3
coj1m003-fl11-20181104-0162-e91.fits,0,58427.06357,2458427.063571,2018,NaN,2458427.068671,NaN,NaN,2018,20.472136,17.8812,1.4,15,30,45,0.434781,6.784345,0.147398,0.000365,0.010742,0.000233,1191.151555,631.553051,631.553051,4431559.436,2029.907825,2035.430854,2033.810256,2035.930854,2062.689744,0.749839,-15.27625,1926759.855,1004.484382,1355.573365,1421.361547,14577.25391,1918.158101,155.137224,2994,13.716474,11.804057,12.81148,10.796635,0.462491,0.971277,2155.939503,1683.044992,2156.439503,2413.455008,0.750739,-15.314168,3862268.188,1838.870079,2100.348595,29329.15234,3845.025624,157.965953,13.44824,11.695838,12.864895,10.52678,2.367451,0.960554,2208.495675,2671.433334,2208.995675,1425.066666,0.751132,-15.207323,569291.2483,859.699139,662.19823,4346.493164,566.749726,148.808617,13.874511,11.931116,12.640482,11.221749,359.256043,0.98595
coj1m003-fl11-20181104-0163-e91.fits,0,58427.06466,2458427.064657,2018,NaN,2458427.069757,NaN,NaN,2018,20.32211,17.737272,1.4,15,30,45,0.436037,6.753283,0.148076,0.000365,0.010639,0.000233,1194.627587,634.751002,634.751002,4438104.533,2030.701806,2034.949926,2033.86737,2035.449926,2062.63263,0.749835,-15.276244,1935177.545,988.379073,1356.479143,1426.617988,15232.87012,1957.930512,160.828051,3091,13.540197,11.684387,12.722001,10.646774,2.485809,0.968713,2155.403639,1683.149515,2155.903639,2413.350485,0.750735,-15.314157,3865688.346,1839.76314,2101.188061,31642.32227,3911.13941,162.768622,13.384102,11.571243,12.747111,10.395374,3.798763,0.958814,2208.037001,2671.506567,2208.537001,1424.993433,0.751128,-15.207315,572416.1875,859.663546,665.86072,4559.313477,579.146405,153.864423,13.569895,11.785667,12.539329,11.032006,2.165692,0.983683
coj1m003-fl11-20181104-0164-e91.fits,0,58427.06575,2458427.065749,2018,NaN,2458427.070849,NaN,NaN,2018,20.481344,18.271996,1.4,15,30,45,0.436386,6.782822,0.147431,0.000369,0.010912,0.000237,1183.643871,621.588173,621.588173,4415447.515,2038.205802,2034.827782,2033.290548,2035.327782,2063.209452,0.749835,-15.276307,1926840.343,1048.870491,1363.41815,1413.242404,13960.90039,1837.06221,160.830193,2973,13.636629,11.991539,13.090444,10.892633,2.32596,0.966747,2155.2935,1682.55694,2155.7935,2413.94306,0.750735,-15.314221,3848115.072,1842.560636,2088.460481,28181.09375,3668.818127,163.261875,13.572873,11.930995,13.148837,10.713152,3.790108,0.958456,2207.892262,2670.970617,2208.392262,1425.529383,0.751127,-15.207373,567332.4431,871.351361,651.094918,3996.689697,540.898469,153.536788,13.91242,12.15966,12.914996,11.404323,1.763772,0.984626
coj1m003-fl11-20181104-0165-e91.fits,0,58427.06683,2458427.066826,2018,NaN,2458427.071926,NaN,NaN,2018,20.464763,18.058158,1.4,15,30,45,0.436628,6.754995,0.148039,0.000367,0.010754,0.000236,1189.252547,628.158982,628.158982,4425465.274,2034.881601,2034.485686,2033.334128,2034.985686,2063.165872,0.749832,-15.276302,1932281.324,1024.464169,1360.339462,1420.440543,14397.4502,1886.138513,159.550827,3014,13.683512,11.870092,12.955076,10.785108,359.564697,0.967125,2154.96365,1682.620347,2155.46365,2413.879653,0.750732,-15.314214,3854805.277,1841.120044,2093.728374,29082.9707,3762.752662,162.478903,13.389748,11.791689,12.990293,10.593086,1.731583,0.959363,2207.551049,2670.964734,2208.051049,1425.535266,0.751124,-15.207373,570659.9964,866.614166,658.493732,4087.815674,557.032656,152.675904,13.839686,11.989564,12.750684,11.228445,359.171169,0.983996
coj1m003-fl11-20181104-0166-e91.fits,0,58427.06792,2458427.067916,2018,NaN,2458427.073016,NaN,NaN,2018,20.410373,18.034303,1.4,15,30,45,0.435759,6.753032,0.148082,0.000367,0.010732,0.000235,1188.525814,629.239438,629.239438,4422570.891,2032.425407,2034.16937,2033.093074,2034.66937,2063.406926,0.74983,-15.276328,1927173.03,1021.759312,1358.246389,1418.86851,13978.31836,1886.132093,158.102154,3023,13.611576,11.885033,12.913997,10.856069,0.344549,0.970458,2154.624846,1682.237719,2155.124846,2414.262281,0.75073,-15.314255,3852139.782,1839.326731,2094.320556,29081.13086,3770.104894,161.568433,13.356306,11.792161,12.967624,10.616697,2.325556,0.960774,2207.242815,2670.615972,2207.742815,1425.884028,0.751122,-15.207411,570431.1091,864.656123,659.720198,4116.665527,558.28325,150.836903,13.798472,12.056478,12.763314,11.349641,0.463906,0.986342
coj1m003-fl11-20181104-0167-e91.fits,0,58427.06899,2458427.068990,2018,NaN,2458427.074089,NaN,NaN,2018,19.994348,17.745521,1.4,15,30,45,0.436347,6.757174,0.147991,0.000367,0.010716,0.000235,1190.475086,630.567865,630.567865,4418715.651,2028.643183,2034.001081,2032.563414,2034.501081,2063.936586,0.749828,-15.276385,1928094.45,989.298587,1356.296589,1421.587627,15555.41602,1948.95098,162.422425,2965,13.113457,11.684283,12.732266,10.6363,0.481107,0.968324,2154.441552,1681.810154,2154.941552,2414.689846,0.750728,-15.314301,3849086.079,1836.630666,2095.732228,31044.48438,3890.722306,165.658677,13.099039,11.586394,12.748863,10.423926,2.262256,0.960287,2207.033702,2670.190965,2207.533702,1426.309035,0.751121,-15.207457,569629.5727,861.499251,661.207276,4526.20459,575.791354,155.914995,13.360175,11.799867,12.544988,11.054746,359.924287,0.984176
coj1m003-fl11-20181104-0168-e91.fits,0,58427.07007,2458427.070069,2018,NaN,2458427.075168,NaN,NaN,2018,20.134112,18.130281,1.4,15,30,45,0.435269,6.774683,0.147608,0.000368,0.010885,0.000237,1182.672492,622.406244,622.406244,4413347.388,2036.707557,2035.427123,2033.727942,2035.927123,2062.772058,0.749839,-15.276259,1920991.794,1032.663785,1361.020999,1411.434354,13613.05566,1860.229652,164.670192,3016,13.686945,11.941523,12.987911,10.895134,0.638783,0.969738,2155.923921,1682.874518,2156.423921,2413.625482,0.750739,-15.314186,3845691.108,1841.259656,2088.619656,27996.60547,3724.049554,167.310421,13.296228,11.837742,13.044968,10.630515,3.021102,0.958795,2208.523219,2671.247304,2209.023219,1425.252696,0.751132,-15.207343,567656.2794,870.597813,652.030445,4011.905518,549.700965,158.459499,13.424813,12.055826,12.817722,11.29393,0.800453,0.984139
coj1m003-fl11-20181104-0169-e91.fits,0,58427.07114,2458427.071141,2018,NaN,2458427.076240,NaN,NaN,2018,20.370256,18.062482,1.4,15,30,45,0.436953,6.753192,0.148078,0.000368,0.010787,0.000237,1187.637598,626.055516,626.055516,4434562.638,2040.566237,2035.21953,2033.415099,2035.71953,2063.084901,0.749837,-15.276293,1937697.283,1024.954871,1366.369923,1418.135199,14142.1875,1890.51961,166.189947,3010,13.589683,11.836346,12.94114,10.731553,0.296375,0.965747,2155.672567,1682.636693,2156.172567,2413.863307,0.750737,-15.314212,3862596.589,1844.960117,2093.593543,29297.21094,3768.552838,168.696992,13.430028,11.751748,12.982279,10.521216,1.408608,0.956985,2208.278973,2670.994502,2208.778973,1425.505498,0.75113,-15.20737,571966.0483,871.798562,656.075925,4134.218262,558.040226,159.673469,13.956944,12.004942,12.781901,11.227983,359.199088,0.983372
coj1m003-fl11-20181104-0170-e91.fits,0,58427.07222,2458427.072220,2018,NaN,2458427.077319,NaN,NaN,2018,20.465285,18.035328,1.4,15,30,45,0.436548,6.754955,0.148039,0.000369,0.010906,0.000239,1181.93512,619.351855,619.351855,4408893.942,2039.586752,2034.962111,2033.110501,2035.462111,2063.389499,0.749836,-15.276326,1924693.806,1021.875408,1363.451111,1411.633897,14024.37793,1883.491658,173.883695,2869,13.551216,11.917686,12.926613,10.908759,359.968522,0.971739,2155.42992,1682.417116,2155.92992,2414.082884,0.750736,-15.314236,3840367.867,1841.639362,2085.298537,28280.24609,3758.156658,176.521091,13.581268,11.833513,12.957006,10.710021,1.823697,0.964442,2208.015917,2670.831169,2208.515917,1425.668831,0.751128,-15.207388,568526.0753,876.51502,648.62103,4218.31543,556.35557,167.235139,13.893115,12.046323,12.763511,11.329134,358.740102,0.985895
coj1m003-fl11-20181104-0171-e91.fits,0,58427.07329,2458427.073292,2018,NaN,2458427.078391,NaN,NaN,2018,20.322624,18.05257,1.4,15,30,45,0.436373,6.771956,0.147668,0.000369,0.010915,0.000238,1183.44248,620.433064,620.433064,4414390.663,2038.869326,2034.281155,2033.294944,2034.781155,2063.205056,0.74983,-15.276306,1926319.179,1023.830263,1363.052217,1413.239461,13519.89941,1881.482946,169.898066,2924,13.485589,11.937537,12.961273,10.913802,1.491333,0.970932,2154.729559,1682.597876,2155.229559,2413.902124,0.75073,-15.314216,3846401.026,1841.977742,2088.190827,27502.375,3756.873737,173.979774,13.296447,11.81703,12.981663,10.652397,2.855623,0.96151,2207.339213,2670.956945,2207.839213,1425.543055,0.751123,-15.207374,567989.6372,874.13164,649.775859,4146.404297,554.769338,164.570873,13.720553,12.026804,12.741143,11.312465,1.756585,0.985935
coj1m003-fl11-20181104-0172-e91.fits,0,58427.07437,2458427.074369,2018,NaN,2458427.079468,NaN,NaN,2018,20.385926,17.91915,1.4,15,30,45,0.434897,6.747485,0.148203,0.000367,0.01073,0.000236,1185.074348,628.864471,628.864471,4408115.61,2029.481069,2033.617686,2033.010006,2034.117686,2063.489994,0.749825,-15.276337,1917077.402,1008.752634,1355.689969,1414.09721,14343.57324,1900.443516,163.627413,3119,13.587953,11.788548,12.845253,10.731842,1.436482,0.968291,2154.113959,1682.253214,2154.613959,2414.246786,0.750726,-15.314253,3839141.861,1836.929558,2089.977727,30152.53906,3805.830818,165.718589,13.34614,11.703283,12.883048,10.523518,2.83046,0.959775,2206.715446,2670.614002,2207.215446,1425.885998,0.751118,-15.207411,568973.7486,862.834404,659.42404,4293.82666,564.03694,155.386627,13.901061,11.925475,12.669877,11.181072,1.644284,0.984484
coj1m003-fl11-20181104-0173-e91.fits,0,58427.07546,2458427.075455,2018,NaN,2458427.080554,NaN,NaN,2018,20.59568,17.979798,1.4,15,30,45,0.435736,6.726019,0.148676,0.000367,0.010708,0.000237,1186.231841,628.12126,628.12126,4429989.226,2038.549176,2033.040968,2033.110657,2033.540968,2063.389343,0.749821,-15.276326,1930304.939,1015.592532,1363.431752,1415.769389,15629.43945,1900.6687,169.548614,3080,13.786123,11.824857,12.887942,10.761773,0.884908,0.968156,2153.466762,1682.378813,2153.966762,2414.121187,0.750721,-15.31424,3856603.507,1843.22337,2092.314784,31632.97461,3797.392541,171.858338,13.666114,11.745527,12.936718,10.554336,2.330084,0.959424,2206.119621,2670.760602,2206.619621,1425.739398,0.751114,-15.207395,573385.7183,870.752752,658.494294,4514.575195,564.582448,161.723175,13.948876,11.970144,12.70348,11.236809,0.075774,0.985099
coj1m003-fl11-20181104-0174-e91.fits,0,58427.07655,2458427.076547,2018,NaN,2458427.081646,NaN,NaN,2018,20.730864,18.641481,1.4,15,30,45,0.436574,6.734152,0.148497,0.000373,0.011013,0.000243,1171.770453,611.497604,611.497604,4397895.633,2049.36976,2032.597449,2033.103756,2033.097449,2063.396244,0.749818,-15.276327,1920004.879,1091.718581,1372.719212,1398.687264,12958.21191,1758.699459,172.584002,2979,13.908377,12.37084,13.352356,11.389325,0.456663,0.975128,2153.056755,1682.290018,2153.556755,2414.209982,0.750718,-15.314249,3829262.397,1846.727181,2073.539847,26484.26758,3507.554476,176.134621,13.580815,12.294181,13.404173,11.184189,2.118334,0.967743,2205.746995,2670.535075,2206.246995,1425.964925,0.751111,-15.20742,568633.2363,888.546641,639.958793,3964.719482,520.860638,164.876323,14.107719,12.467964,13.189502,11.746426,0.535514,0.986688
coj1m003-fl11-20181104-0175-e91.fits,0,58427.07763,2458427.077633,2018,NaN,2458427.082732,NaN,NaN,2018,21.005542,18.345937,1.4,15,30,45,0.436584,6.742243,0.148319,0.00037,0.010903,0.00024,1179.256072,618.384164,618.384164,4416250.189,2045.422827,2031.834798,2032.636443,2032.334798,2063.863557,0.749812,-15.276377,1928065.51,1057.37652,1369.571655,1407.787247,14164.91602,1823.442713,171.682319,3079,14.091405,12.129014,13.138366,11.119661,0.132559,0.972678,2152.335118,1681.770999,2152.835118,2414.729001,0.750713,-15.314306,3845840.51,1846.040137,2083.291924,26921.88477,3637.153311,175.846966,13.893095,12.052699,13.147478,10.957919,1.842235,0.967401,2204.973897,2670.142576,2205.473897,1426.357424,0.751105,-15.207462,570409.6792,880.846385,647.569984,4111.630859,539.457486,165.710474,14.301261,12.347202,13.026877,11.667526,358.303412,0.98791
coj1m003-fl11-20181104-0176-e91.fits,0,58427.07872,2458427.078722,2018,NaN,2458427.083821,NaN,NaN,2018,20.754805,17.799578,1.4,15,30,45,0.437033,6.75311,0.14808,0.000369,0.010799,0.000237,1185.484684,625.337502,625.337502,4400775.672,2030.105267,2031.383251,2032.4814,2031.883251,2064.0186,0.749809,-15.276394,1923282.775,995.334969,1358.266563,1415.983303,16003.95313,1932.297001,168.680756,2940,13.727436,11.714639,12.780532,10.648746,0.633952,0.96741,2151.866735,1681.758657,2152.366735,2414.741343,0.750709,-15.314307,3833161.448,1836.122899,2087.638823,31360.8457,3851.127077,172.016752,13.671572,11.617085,12.804759,10.429411,2.847207,0.958645,2204.462841,2670.052279,2204.962841,1426.447721,0.751101,-15.207472,567614.2242,866.013913,655.433147,4562.543945,570.274573,162.113392,13.859865,11.826511,12.556661,11.096361,1.326085,0.984837
coj1m003-fl11-20181104-0177-e91.fits,0,58427.0798,2458427.079796,2018,NaN,2458427.084895,NaN,NaN,2018,20.83779,17.866711,1.4,15,30,45,0.435764,6.76648,0.147787,0.000367,0.010803,0.000236,1187.25571,626.364009,626.364009,4425669.861,2036.212109,2028.605301,2031.617196,2029.105301,2064.882804,0.749788,-15.276488,1928546.275,1002.857252,1360.615221,1417.407541,15126.24316,1923.051633,169.374598,2996,13.96103,11.765354,12.818331,10.712376,359.974837,0.968467,2149.085572,1680.881032,2149.585572,2415.618968,0.750688,-15.314402,3855827.409,1841.898458,2093.398467,31990.25781,3844.841729,172.158139,13.777318,11.649699,12.854812,10.444585,1.970801,0.957898,2201.707136,2669.227198,2202.207136,1427.272802,0.751081,-15.207561,569842.4522,868.083996,656.436998,4611.322754,568.218908,162.506673,14.020217,11.860719,12.612667,11.108771,0.654608,0.984043
coj1m003-fl11-20181104-0178-e91.fits,0,58427.08088,2458427.080875,2018,NaN,2458427.085974,NaN,NaN,2018,20.690429,17.841274,1.4,15,30,45,0.436295,6.747516,0.148203,0.000369,0.010789,0.000237,1183.691436,625.378782,625.378782,4396198.611,2029.360205,2029.182479,2031.119757,2029.682479,2065.380243,0.749792,-15.276541,1918040.999,1000.003737,1357.102706,1413.335181,15576.67578,1918.033832,167.775934,2965,13.759421,11.691475,12.812187,10.570763,0.57467,0.963897,2149.547001,1680.406723,2150.047001,2416.093277,0.750692,-15.314453,3828765.315,1835.491296,2085.96212,31301.92773,3828.751008,170.426343,13.653935,11.588221,12.80952,10.366922,2.781736,0.956129,2202.267356,2668.785355,2202.767356,1427.714645,0.751085,-15.207609,567433.2954,865.60646,655.532648,4580.632812,567.431175,160.557555,13.820142,11.836755,12.609596,11.063913,0.088272,0.983092
coj1m003-fl11-20181104-0179-e91.fits,0,58427.08196,2458427.081958,2018,NaN,2458427.087057,NaN,NaN,2018,20.565303,18.232074,1.4,15,30,45,0.437897,6.767217,0.147771,0.000372,0.010955,0.000239,1178.474836,617.750936,617.750936,4381637.099,2032.869371,2029.230671,2030.859499,2029.730671,2065.640501,0.749793,-15.276569,1918707.359,1044.292131,1363.218401,1407.483465,13997.80762,1837.328178,166.886579,3031,13.688429,12.001138,13.079537,10.922739,359.416504,0.968204,2149.605502,1680.198607,2150.105502,2416.301393,0.750692,-15.314476,3817517.793,1836.380752,2078.826948,26962.76367,3655.603331,169.479891,13.437879,11.930408,13.114296,10.74652,1.075645,0.961321,2202.274363,2668.603602,2202.774363,1427.896398,0.751085,-15.207629,564119.3063,871.930968,646.977028,3948.533203,540.193007,159.564547,13.879171,12.129346,12.874897,11.383795,357.863224,0.984917
coj1m003-fl11-20181104-0180-e91.fits,0,58427.08304,2458427.083044,2018,NaN,2458427.088143,NaN,NaN,2018,20.21713,18.140462,1.4,15,30,45,0.437461,6.728858,0.148614,0.00037,0.010796,0.000238,1182.490046,623.295039,623.295039,4398507.1,2033.540743,2028.94888,2030.777518,2029.44888,2065.722482,0.749791,-15.276578,1924176.139,1033.823906,1362.526439,1412.211965,13733.86328,1861.22233,164.635206,2966,13.394823,11.946564,13.00272,10.890407,0.381469,0.969215,2149.393034,1680.077219,2149.893034,2416.422781,0.750691,-15.314489,3829405.322,1837.440498,2084.097594,28819.35938,3704.117596,167.124513,13.166958,11.832091,13.006388,10.657793,2.576614,0.961051,2202.078621,2668.408274,2202.578621,1428.091726,0.751084,-15.20765,569101.7779,871.263662,653.191224,4118.611816,550.482316,156.904519,13.524305,12.119391,12.86331,11.375472,359.701685,0.98504
coj1m003-fl11-20181104-0181-e91.fits,0,58427.08412,2458427.084120,2018,NaN,2458427.089219,NaN,NaN,2018,20.293993,18.005182,1.4,15,30,45,0.435965,6.757563,0.147982,0.000368,0.010825,0.000237,1183.815506,624.242486,624.242486,4408029.58,2033.560172,2027.159428,2030.702834,2027.659428,2065.797166,0.749777,-15.276586,1921746.073,1018.462178,1359.87973,1413.173555,14792.23438,1886.909612,165.745346,2964,13.55796,11.747239,12.92471,10.569767,0.850133,0.960573,2147.609487,1679.909579,2148.109487,2416.590421,0.750677,-15.314507,3839806.048,1838.702818,2088.323361,29998.05664,3770.199947,168.117278,13.359561,11.634623,12.9557,10.313545,3.206594,0.949098,2200.270015,2668.323123,2200.770015,1428.176877,0.75107,-15.207659,568223.5318,868.641998,654.151576,4503.971191,557.923057,158.506481,13.747329,11.839615,12.702123,10.977108,1.801377,0.978912
coj1m003-fl11-20181104-0182-e91.fits,0,58427.0852,2458427.085198,2018,NaN,2458427.090296,NaN,NaN,2018,20.19607,17.614718,1.4,15,30,45,0.436369,6.773142,0.147642,0.000367,0.010749,0.000234,1190.445475,630.146699,630.146699,4409609.207,2025.742432,2028.084996,2031.032045,2028.584996,2065.467955,0.749784,-15.276551,1924218.203,974.768013,1353.253191,1421.920315,16242.83398,1974.026822,165.589941,2994,13.500116,11.543936,12.638702,10.449171,0.621191,0.964647,2148.488386,1680.315317,2148.988386,2416.184683,0.750684,-15.314463,3842321.3,1834.822098,2094.111088,33077.33984,3941.780247,168.344134,13.258049,11.417245,12.653888,10.180602,3.080604,0.95362,2201.207927,2668.652043,2201.707927,1427.847957,0.751077,-15.207624,567287.9076,858.522143,660.772599,4630.033203,581.972223,158.499453,13.536052,11.700219,12.453235,10.947203,359.132169,0.983553
coj1m003-fl11-20181104-0183-e91.fits,0,58427.08627,2458427.086271,2018,NaN,2458427.091369,NaN,NaN,2018,20.08698,17.656301,1.4,15,30,45,0.435561,6.783973,0.147406,0.000366,0.010736,0.000233,1191.354673,631.875769,631.875769,4420504.787,2026.12791,2027.596283,2030.965404,2028.096283,2065.534596,0.74978,-15.276558,1925400.225,979.37568,1353.923637,1422.089231,15684.46777,1965.946535,162.172344,3039,13.341345,11.509288,12.673014,10.345562,0.514834,0.959916,2148.110544,1680.173641,2148.610544,2416.326359,0.750681,-15.314478,3852606.541,1835.942064,2098.435793,32703.11523,3933.737196,165.104235,13.245045,11.416625,12.69402,10.13923,2.19053,0.950867,2200.669521,2668.633952,2201.169521,1427.866048,0.751073,-15.207626,567898.2456,857.036199,662.630407,4736.208008,579.85741,154.960015,13.478479,11.65726,12.467896,10.846623,359.273712,0.980831
coj1m003-fl11-20181104-0184-e91.fits,0,58427.08735,2458427.087352,2018,NaN,2458427.092450,NaN,NaN,2018,20.218046,17.902466,1.4,15,30,45,0.435289,6.765742,0.147803,0.000368,0.010791,0.000236,1184.230972,626.999376,626.999376,4389202.978,2024.328535,2029.217607,2031.03644,2029.717607,2065.46356,0.749793,-15.27655,1910569.829,1006.875017,1351.450245,1413.718216,15322.35742,1897.524318,158.933656,3015,13.549654,11.7301,12.845964,10.614236,0.444272,0.96444,2149.622733,1680.277413,2150.122733,2416.222587,0.750692,-15.314467,3824002.226,1832.672891,2086.571065,30907.26367,3797.891658,161.337541,13.405137,11.595857,12.849692,10.342021,2.299392,0.954012,2202.299406,2668.62887,2202.799406,1427.87113,0.751085,-15.207626,565200.7516,859.776769,657.380813,4449.225586,561.341519,151.655983,13.612367,11.84502,12.66677,11.023271,0.769192,0.980919
coj1m003-fl11-20181104-0185-e91.fits,0,58427.08842,2458427.088423,2018,NaN,2458427.093521,NaN,NaN,2018,20.082509,17.647819,1.4,15,30,45,0.435982,6.747003,0.148214,0.000367,0.010668,0.000234,1189.057459,632.442202,632.442202,4396240.928,2020.352053,2028.482419,2031.168402,2028.982419,2065.331598,0.749787,-15.276536,1916682.063,978.434915,1349.98401,1419.781308,15896.46191,1958.926478,161.08529,3072,13.272016,11.483833,12.643871,10.323794,1.267743,0.959926,2148.972938,1680.409338,2149.472938,2416.090662,0.750687,-15.314453,3828764.605,1830.385918,2091.779972,33627.15234,3913.152061,163.273707,13.225707,11.387464,12.689754,10.085173,3.206786,0.948384,2201.587501,2668.773667,2202.087501,1427.726333,0.75108,-15.20761,567476.3227,855.283465,663.495023,4621.072266,579.983721,153.412761,13.531759,11.664256,12.483129,10.845382,0.112186,0.980478
coj1m003-fl11-20181104-0186-e91.fits,0,58427.0895,2458427.089499,2018,NaN,2458427.094597,NaN,NaN,2018,20.104318,17.693164,1.4,15,30,45,0.436693,6.760909,0.147909,0.000367,0.01073,0.000235,1188.332503,630.086253,630.086253,4393003.432,2021.302273,2028.595343,2030.798113,2029.095343,2065.701887,0.749788,-15.276576,1918392.824,983.469406,1351.669368,1419.276688,15226.71973,1950.638028,159.851306,3000,13.401478,11.587113,12.697979,10.476247,359.887223,0.963901,2149.086361,1680.137548,2149.586361,2416.362452,0.750688,-15.314482,3826961.082,1830.832768,2090.28435,31173.96094,3891.286355,162.936943,13.293315,11.47618,12.725141,10.227219,1.999362,0.9535,2201.732012,2668.425069,2202.232012,1428.074931,0.751081,-15.207648,566042.3504,856.571219,660.823453,4460.642578,575.556643,153.366153,13.535653,11.715454,12.490802,10.940105,358.530514,0.982587
coj1m003-fl11-20181104-0187-e91.fits,0,58427.09057,2458427.090570,2018,NaN,2458427.095668,NaN,NaN,2018,19.895043,17.905444,1.4,15,30,45,0.436314,6.756731,0.148001,0.000366,0.0107,0.000234,1191.112945,631.467919,631.467919,4423524.473,2030.178468,2028.577656,2030.197256,2029.077656,2066.302744,0.749788,-15.276641,1930047.152,1007.210116,1356.824921,1422.473248,14789.22852,1916.230905,157.654439,3053,13.18947,11.689477,12.844825,10.534129,0.272671,0.961674,2149.035296,1679.49422,2149.535296,2417.00578,0.750688,-15.314552,3853242.45,1838.494733,2095.868093,30145.56445,3825.659004,161.209243,12.95959,11.561926,12.862217,10.261634,2.211513,0.950369,2201.699393,2667.848674,2202.199393,1428.651326,0.751081,-15.20771,570282.0233,861.139784,662.240944,4359.462402,566.199658,150.77527,13.431752,11.817496,12.661767,10.973225,0.543907,0.979783
coj1m003-fl11-20181104-0188-e91.fits,0,58427.09165,2458427.091649,2018,NaN,2458427.096747,NaN,NaN,2018,20.194208,17.994737,1.4,15,30,45,0.437498,6.769039,0.147731,0.000369,0.010813,0.000236,1186.408267,626.023797,626.023797,4394569.096,2026.499832,2028.296401,2029.915513,2028.796401,2066.584487,0.749786,-15.276672,1922616.033,1017.280887,1356.499759,1417.336067,14461.21094,1889.955919,158.32806,3012,13.68822,11.821722,12.908331,10.735113,0.637822,0.966753,2148.766337,1679.129469,2149.266337,2417.370531,0.750686,-15.314591,3828917.523,1834.035882,2087.700443,28407.10156,3763.874436,161.783668,13.359757,11.693883,12.938545,10.449222,2.734448,0.955288,2201.384877,2667.492436,2201.884877,1429.007564,0.751078,-15.207749,565651.5731,861.98257,656.22159,4133.456055,556.042663,151.331822,13.639603,11.956485,12.713275,11.199694,0.001512,0.984102
coj1m003-fl11-20181104-0189-e91.fits,0,58427.09272,2458427.092722,2018,NaN,2458427.097820,NaN,NaN,2018,20.292167,18.250145,1.4,15,30,45,0.437848,6.736306,0.148449,0.00037,0.01082,0.000238,1182.605109,622.591007,622.591007,4394130.665,2032.831506,2028.496164,2029.949781,2028.996164,2066.550219,0.749787,-15.276668,1923959.956,1046.363321,1361.808407,1412.797825,13555.5293,1838.711199,161.846112,3044,13.488465,12.072907,13.068704,11.077109,359.140509,0.973129,2148.925492,1679.168954,2149.425492,2417.331046,0.750687,-15.314587,3826142.412,1836.976109,2082.848216,27874.60742,3656.609837,164.746617,13.339937,11.983764,13.136529,10.830999,1.171274,0.963602,2201.57696,2667.60818,2202.07696,1428.89182,0.75108,-15.207736,567988.2532,870.587563,652.419443,3879.945312,542.821257,154.348924,13.853891,12.193158,12.90222,11.484096,357.975148,0.986497
coj1m003-fl11-20181104-0190-e91.fits,0,58427.09381,2458427.093812,2018,NaN,2458427.098910,NaN,NaN,2018,20.717279,18.702899,1.4,15,30,45,0.437632,6.762696,0.14787,0.000372,0.011008,0.000241,1176.158762,614.329395,614.329395,4387807.103,2040.00094,2028.645901,2029.424041,2029.145901,2067.075959,0.749788,-15.276725,1920242.659,1098.924158,1366.92141,1404.793754,12910.94434,1747.384152,157.123578,2978,13.887137,12.355489,13.41266,11.298318,359.546657,0.971133,2149.07852,1678.650537,2149.57852,2417.849463,0.750688,-15.314643,3822564.449,1840.959113,2076.398342,26549.00195,3478.460656,160.914881,13.757627,12.218115,13.435415,11.000815,2.334972,0.960812,2201.701765,2667.06432,2202.201765,1429.43568,0.751081,-15.207795,565242.654,878.904649,643.121702,3912.156494,514.360022,150.614807,14.214905,12.451223,13.229565,11.67288,0.064674,0.984491
